"BC_HKB0112_933_T"	"BC_HKB0775_1470_T"	"HKB0036_3006_T"	"HKB0210_3006_T"	"BC_HKB0187_1214_T"	"BC_HKB0759_1488_T"	"BC_HKB2107_1620_T"	"BC_HKB2116_1671_T"	"HKB0004_3006_T"	"HKB0019_3006_T"	"HKB0092_3000_T"	"HKB0161_3001_T"	"HKB0211_3002_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0662_1294_T"	"BC_HKB0728_1447_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB0892_1559_T"	"BC_HKB0899_M1605_T"	"BC_HKB1385_1721_T"	"BC_HKB2109_1628_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0035_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0049_3006_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0132_3006_T"	"HKB0134_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0162_3006_T"	"HKB0167_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0215_1134_T"	"BC_HKB0582_1333_T"	"BC_HKB0730_1441_T"	"BC_HKB0754_1481_T"	"BC_HKB0757_1496_T"	"BC_HKB0763_1511_T"	"BC_HKB0772_1460_T"	"BC_HKB0828_M1542_T"	"BC_HKB0830_1541_T"	"BC_HKB0838_1563_T"	"BC_HKB0874_1537_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"BC_HKB0915_M1647_T"	"BC_HKB0921_1575_T"	"BC_HKB1365_M1665_T"	"BC_HKB1366_1663_T"	"BC_HKB2106_1619_T"	"BC_HKB2113_1657_T"	"BC_HKB2118_1689_T"	"BC_HKB2119_1690_T"	"BC_HKB2128_1735_T"	"HKB0086_3006_T"	"HKB0157_3006_T"
"CPNE5"	2.58736499093646	0.641546029087524	1.15704371014558	1.22650852980868	1.26303440583379	1.35614381022528	1.86789646399265	1.95977015521147	1.77399632511117	0.799087306074004	1.09761079662642	1.81557542886257	1.37851162325373	2.33342373372519	3.09085343045111	3.18269229751619	2.32192809488736	2.89336221076387	2.51096191927738	2.33913738491959	2.44095219802964	0	2.91838623444635	3.96624587322494	4.46923479366766	2.01077983875324	2.32481060342048	1.10433665981474	1.1243281350022	0.641546029087524	4.03121873061072	2.02856915219677	1.62293035092018	1.62760683812965	1.59931779369823	2.57046293102604	2	1.13093086982645	1.1243281350022	2.81966818349646	1.38404980679516	3.0703893278914	2.80322703643493	1.9297909977186	2.03913839390696	1.87578006306849	2.55581615506164	1.41142624572647	1.38404980679516	1.4594316186373	1.52105073690096	1.81557542886257	2.23572705983806	1.42223300068305	1.56071495447448	1.53605290024021	3.79493566280354	1.67355642399014	1.94110631094643	1.63226821549951	2.45680614923047	1.68706068833989	1.29865831556452	1.76977173924945	1.68257329734758	2.74416109557041	3.86096279785812	3.09592441999854	1.65992455840238	1.55581615506164	1.790772037862	1.98550043030488	2.85399564717639	1.78240856492737	2.46466826700344	2.98002530023873	2.41142624572647	0.815575428862573	0	1.08406426478847	0	0	0.978195629681652	2.15380533607904	0	0.704871964456353	2.17312743348066	1.1243281350022	0.7311832415722	0	0	2.76553474636298	0.855989697308481	1.31614574229336	1.02856915219677	1.40599235967584	1.88752527074159	0	0	0.855989697308481	1.50080205305716
"GRK6"	3.43962313755712	3.37573453858316	4.611172380044	4.84348142543246	3.39917109381982	4.92789645372882	2.98732086592925	2.73335434061383	5.05398016818765	4.39985467357243	4.15055967657538	4.22650852980868	2.81966818349646	4.65821148275179	3.97361127551947	5.5438051759644	5.09971599916091	4.19455988602261	4.91934008244201	2.85598969730848	4.00180224263399	4.80787007829978	5.80193464627335	5.88410945135923	3.95977015521147	3.83592407425437	4.44691786486603	4.17312743348066	3.91073266190291	5.10013667128545	5.456149034648	4.92457500339273	4.114367024952	4.52919626799939	3.72027846523333	4.23419472295381	3.68594014844598	4.91073266190291	3.69041709553247	4.84096670448742	3.97361127551947	4.23035674505615	4.57591736111815	4.80992886572143	3.64616265715789	4.33771109212829	3.91552090075196	3.95233356636969	4.05571626351254	3.33485426933163	3.82171021503467	4.00270252037982	5.23266075679027	4.50271248596606	4.26903314645524	3.79805051476751	4.81966818349646	4.65821148275179	4.44360665147561	4.05918219921169	3.45022149589718	4.13093086982645	4.54473265593262	4.05224198118114	3.73226919950145	4.73009646559547	4.09592441999854	4.80683958179819	3.84498815668261	3.41278152533848	3.53231695933277	3.4154882710497	4.90352037372338	4.31324585178756	4.45549162062847	3.96439863220318	3.54225804976692	2.88166461932035	3.52356195605701	2.34198574722862	3.60999129521268	3.4867143730307	3.4154882710497	3.27798474729977	1.34482849699744	3.14893410452634	3.53729606709084	3.4931349223055	4.31251996747495	3.14241343787374	3.24488705912353	3.07553263116736	2.41142624572647	3.38956681176273	2.51096191927738	3.07553263116736	2.82984955984469	2.06350294230616	2.61823865559545	4.17392693199981	5.45975946661982
"HLA.DMA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CD1D"	0.545968369105292	0	0.739848102699327	1.15704371014558	0	0	0	1.41683974191283	0.422233000683048	0.321928094887362	0.367371065648529	0.839959587489532	1.05658352836637	1.58976348698498	1.799087306074	2.49825086752783	0	0.422233000683048	1.43295940727611	0	2.70043971814109	3.29719141656586	2.22032995487956	0.650764559116902	1.27500704749987	0.807354922057604	1.1243281350022	1.07724299893246	0.985500430304885	0.584962500721156	2.114367024952	0.6959938131099	1.26303440583379	0.871843648509318	1.37295209791183	1.97452931248388	0.516015147003665	0.464668267003444	1.50589092972996	1.14404636961671	1.4276061727819	0.970853654340484	1.29865831556452	0.475084882948783	0.918386234446348	0.985500430304885	0.887525270741587	0.978195629681652	1.4541758931858	1.65535182861255	1.38956681176273	0.992768430768924	0.925999418556223	1.36737106564853	0.815575428862573	1.20789285164133	1.08406426478847	0.575312330687437	1.4594316186373	1	1.33913738491959	1.19534759832222	1.58496250072116	1.66902676550963	1.65535182861255	1.17632277264046	1.44890095114513	1.92599941855622	1.33913738491959	0.823749360308273	1.20163386116965	1.58496250072116	1.81557542886257	1.56559717585423	1.49569516262407	1.85199883711245	0	0	0	0.344828496997441	0	0	0	1.75702324650746	2.96901230751632	0	1.54596836910529	0	0	0	1.54101915313356	0	0.933572638261024	0	0	0	2.41142624572647	0	0	0.622930350920177	0.970853654340484
"GRAP2"	1.6915341649192	0.948600847493356	0.948600847493356	0.53605290024021	0	0	0	2.57773093149008	1.28095631383106	0.669026765509631	1.17632277264046	2.4931349223055	1.6959938131099	0.815575428862573	1.44890095114513	4.28762004411207	2.26002565596146	1.99638874644762	3.09085343045111	3.11769504266975	3.32768736417605	0.895302621333307	0	4.17632277264046	2.22650852980868	1.08406426478847	1.89530262133331	1.39506279951758	1.4905701304462	1.78240856492737	3.77925972037238	2.01435529297707	1.94110631094643	2.46205231879643	2.0071955014042	2.52606881166759	1.63226821549951	1.26903314645524	1.49569516262407	2.36457243229586	2.49569516262407	2.03562390973072	2.66220549965362	1.6915341649192	2.01077983875324	1.76553474636298	1.790772037862	2.20789285164133	2.13750352374994	1.86393845042397	2.01792190799726	1.35049724708413	1.53106949272595	1.61353165291793	1.87578006306849	1.85598969730848	3.11603199344711	1.09761079662642	2.58976348698498	2.36737106564853	2.55581615506164	1.91838623444635	2.77399632511117	2.22032995487956	2.20476675065461	2.17312743348066	2.8011586560937	3.53729606709084	2.43829285157915	2.75488750216347	1.8073549220576	1.58496250072116	4.1554254317472	1.47508488294878	2.62760683812965	1.83995958748953	0.925999418556223	0	0.765534746362977	0	0	0	0	0	0.6959938131099	1.7311832415722	1.04264433740849	0	0.84799690655495	1.7311832415722	0.773996325111173	3.24792751344359	0.565597175854225	1.41683974191283	0.903038270112912	2.77820857639809	2.46466826700344	0	0.678071905112638	0.839959587489532	1
"P2RY10"	1.01435529297707	0.925999418556223	1.05658352836637	0.790772037862	0	0	1.51601514700366	1.76977173924945	0.918386234446348	1.24488705912353	0.895302621333307	1.91456452349394	1.10433665981474	0.799087306074004	2.9429835981871	1.71369581484336	1.50589092972996	2.15380533607904	2.25398926623079	1.9297909977186	0.84799690655495	0	0	1.64154602908752	4.30305008468167	1.05658352836637	2.29278174922785	2.21412480535285	1.78240856492737	2.31903981556254	4.82273014794452	2.78450398292957	2.0496307677246	2.93168305705981	2.11103131238874	3.50716034911752	2.114367024952	1.49569516262407	1.70043971814109	2.70265754339091	2.65535182861255	2.44095219802964	2.75274859140713	1.68257329734758	2.16349873228288	2.15380533607904	2.4541758931858	1.83187724119167	2.59454854955035	2.24792751344359	2.41142624572647	2.50842865253186	1.81557542886257	2.11103131238874	1.42223300068305	2.46988597627446	5.75194568161502	1.35614381022528	3.29572302453997	2.79493566280354	2.33342373372519	2.71149490665009	3.38266725274504	3.49825086752783	2.88362081628567	2.63923216324928	4.01167453338092	4.05311133645956	2.64385618977472	3.03210084316702	2.82984955984469	1.70929063572336	4.47443604325227	1.71369581484336	3.38818953715608	2.52356195605701	0	0	0	0	0	0	1.36176835941915	0	1.40053792958373	0	0	0.963474123974886	0	0.807354922057604	0	2.76765479823735	0.7311832415722	0	0	0	0	0	2.56803210477128	1.68257329734758	1.73984810269933
"HLA.DPB1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GIMAP4"	6.28447711781042	5.62702310555406	3.97085365434048	3.83592407425437	5.53387477725855	6.31415269388222	5.54318652456517	6.01992426090841	3.30158764660319	3.35895882583233	3.05484847699562	4.28318097894557	4.12928301694497	6.71259578044703	6.85536685265826	8.37456135077349	6.59230752744455	6.32750773458721	7.56102057782927	7.09729475112348	6.82285758887397	8.57950451284215	5.61647532878288	7.93705007871138	8.12691092605489	6.2665991655351	4.22573765346606	4.19613488076516	3.71479501111816	3.83187724119167	6.00067610485072	3.99186193055632	4.09592441999854	4.88362081628567	4.8569856897822	5.33806779754262	4.42693561964834	3.72246602447109	4.57228336665041	4.8073549220576	4.93121027480393	4.15299460549244	4.50080205305716	3.86789646399265	4.42223300068305	4.1243281350022	4.41413553298445	3.83794324189103	4.88215391728701	4.5668151540109	5.04701481951759	3.88655014732434	4.20554891117303	4.33556900555675	4.39985467357243	4.37851162325373	5.89214812751382	3.1407786557828	5.35755200461808	5.12845838414693	5.96254902292306	4.2364926183813	5.23687524536694	5.28021399581062	5.1243281350022	4.53667461756976	5.77373265060786	5.88874324889826	4.78293270482084	5.6435676219088	5.20906339534927	4.6959938131099	6.39951292418296	4.34695688937888	5.30669970727279	4.67750824226472	5.81403764753998	4.55397480823747	4.88117515534928	3.82883464946806	5.21645486514476	6.67016051412663	5.67694435910691	5.13545278418517	5.538227739736	4.96624587322494	6.44310931333536	4.54039930563062	5.37503943134692	4.39985467357243	4.89578731646331	6.89530262133331	6.0496307677246	4.94766615679601	6.58255600301406	6.79181407116183	5.70376517879341	5.31143045574974	6.14486214291573	3.36176835941915	3.61706334388818
"IL21R"	1.52105073690096	0.879705766282288	1.90303827011291	1.0703893278914	0	2.13093086982645	1.43829285157915	3.03738222200308	1.35614381022528	1.68706068833989	1.65535182861255	1.42223300068305	1.36737106564853	1.58496250072116	2.40599235967584	3.33199177823206	0	1.13750352374994	2.52356195605701	3.06350294230616	1.27500704749987	2.78659636189081	1.99638874644762	4.12184429787638	2.64385618977472	1.32192809488736	3.01613970265525	1.4541758931858	1.6915341649192	1.80322703643493	4.60584986719498	3.46727948045998	1.30451104180995	3.12101540096137	1.4276061727819	2.73768676140986	2.26603689399532	2.33342373372519	1.58014548442338	3.04788732939655	1.68706068833989	3.08576455377831	3.52356195605701	3.29865831556452	2.8499992594661	2.17312743348066	2.76553474636298	1.32768736417605	1.76553474636298	1.4594316186373	1.38404980679516	1.4594316186373	2.72027846523333	1.87184364850932	1.35614381022528	1.53605290024021	4.58255600301406	2.08065766334523	2.19219416528334	2.95233356636969	1.63691458035588	2.12101540096137	2.69376571221778	2.30742852519225	1.77820857639809	2.0703893278914	3.75274859140713	4.27724089833207	2.46988597627446	3.7158933705476	2.79701297783614	1.10433665981474	4.50716034911752	2.0496307677246	3.17312743348066	2.55581615506164	1.14404636961671	0.831877241191673	0.704871964456353	0.632268215499513	0	0	0	0	0.815575428862573	1.55581615506164	1.53605290024021	2.5033487351675	1.98185265328974	0.432959407276106	3.16188768237689	1.70487196445635	0.678071905112638	1.51601514700366	1.11103131238874	2.18586654531133	1.32768736417605	2.11769504266975	1.31034012061215	0.948600847493356	1.74846123300404
"LCP2"	4.32768736417605	4.5090623863619	3.25247621413522	3.42088657497553	3.24488705912353	4.23266075679027	2.93734439215023	3.65191274464578	2.85598969730848	3.46858331700683	2.60644222813161	3.85996954822103	3.43829285157915	6.31487775736821	4.03210084316702	6.45335295377561	4.46793154602629	4.55581615506164	5.40497122358917	4.77663042305105	4.41074812818595	5.95093492831454	4.51601514700366	6.99491908871511	6	5.50747752951693	3.76128527336162	4.16751850373522	3.27947129564447	2.97452931248388	5.45811948117451	4.20789285164133	3.74523733212975	4.09423606984577	3.58014548442338	4.51032901949057	3.88166461932035	3.40871186102943	3.83592407425437	4.37712374912949	4.13010717865883	4.28762004411207	4.02502879449152	4.04875931191986	4.23955079661364	3.50842865253186	3.99186193055632	3.29719141656586	3.87970576628229	3.52230689287139	3.73443866613717	2.71149490665009	3.96532254836725	4.07980475463526	3.66448284036468	3.74308405554959	5.4947356048628	2.74200621086674	4.65133876610593	4.48607074373567	4.50207595604579	3.81044310384517	4.42021289061078	3.98732086592925	3.60880924267552	3.35049724708413	4.04351949366274	5.0574502721839	3.53231695933277	4.57410150808939	3.68144926531496	3.0232553523003	5.49345520092618	3.25096157353322	4.53231695933277	4.30451104180995	3.5385381636298	3.52732060787705	4.09676785471469	1.31614574229336	3.65191274464578	3.25550073314839	2.99638874644762	3.30597052098439	3.50969584193339	4.70487196445635	3.2585189247113	2.46205231879643	3.1906148602095	4.66220549965362	3.60999129521268	4.60999129521268	4.0036022366802	4.10013667128545	4.39025495632187	4.86046625851717	4.41481206056585	3.29278174922785	4.75007048586569	3.59454854955035	2.88362081628567
"PLEKHO1"	4.31542131594578	3.66448284036468	5.13381009110603	5.86195536414487	4.01077983875324	3.22496636500027	3.21256933885081	4.96901230751632	5.40190347160796	5.63720448190229	4.75274859140713	4.8444860877578	5.10013667128545	5.83289001416474	5.13093086982645	6.23381138429316	4.01167453338092	4.0071955014042	5.27202318906105	5.07767027423275	4.26228280642066	6.32391043801979	5.48607074373567	6.86282329982368	4.65133876610593	4.16832111573972	5.09508049190141	5.35931031689044	4.70542503904273	4.21645486514476	6.2688460628732	5.07510472220949	4.98777561614291	5.29792505250381	4.5963388642052	5.34553831007001	5.59544398458948	5.27426166125705	5.10265813136374	5.61500424163503	4.9676297534662	4.83187724119167	5.39746072605472	5.10013667128545	6.23476954003063	4.25398926623079	4.94673086014031	4.68481873755322	5.26903314645524	4.82068956055921	4.18507363787676	4.22419466397043	5.76075320806299	4.82323984413102	4.91838623444635	4.57893871309339	6.68706068833989	4.70043971814109	5.87700799321402	5.17072627613155	5.30997649237056	5.13298804262744	5.41818994794577	5.66362925881475	5.99344793233148	4.70818723602071	5.74604398299834	6.46401472450489	4.78293270482084	5.94743238947137	5.46695333712393	4.49569516262407	5.85349670370232	5.46499492726543	5.46172499150271	5.32624970083746	4.21412480535285	4.66789212523023	2.95233356636969	2	1.94860084749336	2.10097764772482	3.28835856219366	3.47767732756531	3.32048467801769	4.34837407519116	3.44228003525258	3.51222688651396	3.97452931248388	3.20163386116965	4.08151006812092	4.20006486151431	3.60407132366886	3.53977919169849	3.66562016406638	4.88508622529017	4.12267271882414	2.95046841415012	3.16188768237689	4.54039930563062	4.50842865253186
"PDCD1"	1.31614574229336	2.25701061820602	0.863938450423971	0.855989697308481	1.56559717585423	1.16349873228288	0	2.63923216324928	0.575312330687437	1.26903314645524	0.687060688339892	0.432959407276106	0.356143810225275	2.75915583380027	4.7273759385949	4.22342254993494	0.84799690655495	2.26603689399532	3.98367769469807	3.58496250072116	2.77399632511117	3.8972404255748	3.48800077083407	4.64846544302731	4.19927972133662	1.76128527336162	1.70043971814109	1.4541758931858	0.713695814843359	1.79493566280354	3.77820857639809	2.8499992594661	0.739848102699327	2.83187724119167	1.29278174922785	2.46727948045998	1.44890095114513	1.26303440583379	1.18269229751619	2.48800077083407	1.71369581484336	2.16027483140859	2.25701061820602	2.06350294230616	2.29572302453997	1.76977173924945	2.19534759832222	1.05658352836637	1.4276061727819	1.15704371014558	1.46466826700344	1.37851162325373	1.73552217729654	1.90303827011291	0.678071905112638	0.895302621333307	3.37016428054021	0.55581615506164	1.54596836910529	2.09423606984577	1.4594316186373	1.46466826700344	2.06350294230616	1.62760683812965	1.11103131238874	1.89917563048051	2.50080205305716	3.69376571221778	1.94860084749336	2.85996954822103	1.81147103052984	0.704871964456353	4.02856915219677	1.09085343045111	2.67581593117227	2.48284828306847	1.32768736417605	2.22650852980868	1.1243281350022	2.37573453858316	2.25096157353322	3.1554254317472	3.16510798514454	1.38404980679516	1.28095631383106	3.05831649559082	2.56071495447448	2.53106949272595	0	0	1.99638874644762	1.37851162325373	0.650764559116902	3.07210580048042	2.77399632511117	2.84398384404833	1.94485844580754	1.84799690655495	0	0.641546029087524	0.773996325111173
"MBP"	3.52606881166759	4.66732447027863	2.70487196445635	4.17712050284652	3.37295209791183	3.50589092972996	2.33628338786443	3.9429835981871	3.08236196955747	4.03210084316702	2.80529245560071	3.799087306074	5.16551001804135	4.37920505996061	3.86195536414487	4.96578428466209	3.47508488294878	3.04264433740849	3.51349074558812	3.04439411935845	3.82171021503467	4.6564963705535	3.25398926623079	4.8801957289431	4.76606505147495	3.96809075204526	2.36737106564853	3.79181407116183	2.67355642399014	3.4369613378336	4.69932952567316	2.51853513898218	4.13093086982645	3.43562859405209	3.82984955984469	3.85798099512757	2.72465027173297	3.53605290024021	3.93451650158608	3.21723071622067	4.04614178164472	3.13422093976063	2.41413553298445	3.55213110825378	2.81147103052984	3.36036427654347	2.90689059560852	3.26303440583379	3.96532254836725	3.13422093976063	4.00988458893184	2.25701061820602	3.90110824301451	3.17791779219584	4.83390207666916	3.43562859405209	4.01077983875324	4.3743439890385	4.25247621413522	3.5668151540109	4.12101540096137	3.00539998774259	4.24184018356467	3.611172380044	3.50080205305716	4.47118746038699	4.10265813136374	4.08576455377831	3.10768786931437	3.5385381636298	3.51601514700366	3.34482849699744	4.83137058796754	3.65306001710456	3.70597790168252	3.45022149589718	3.32912359629157	2.49825086752783	2.56803210477128	2.8011586560937	1.16349873228288	3.4867143730307	3.79701297783614	3.0703893278914	2.68706068833989	3.5933537709803	3.86690797814317	3.77505054148317	2.73552217729654	1.67355642399014	3.61588707391606	3.4944156103975	3.31759350462347	3.22187708107703	4.24107745817504	2.98185265328974	2.48284828306847	3.96162332828694	2.35895882583233	3.6959938131099	3.05831649559082
"CCL17"	0	0	0.356143810225275	0.137503523749935	0	0	0	2.31034012061215	0.400537929583729	0.641546029087524	1.29865831556452	4.52418907844937	1.02856915219677	0	0	3.44228003525258	2.79701297783614	0	0	2.81966818349646	0	0	0	2.37851162325373	0	1.44890095114513	2.28095631383106	0.722466024471091	1.43295940727611	1.05658352836637	3.57167680997093	2.37295209791183	1.15055967657538	1.4541758931858	0.748461233004036	1.61823865559545	1.48026512205446	0.422233000683048	1.16349873228288	1.32192809488736	2.84599177066457	3.32768736417605	2.57531233068744	0.887525270741587	2.60169651648096	1.9560566524124	1.16349873228288	1.22650852980868	3.14241343787374	1.78240856492737	1.64154602908752	1.6507645591169	1.95977015521147	0.604071323668861	0.839959587489532	2.0496307677246	2.59454854955035	1.66448284036468	1.7311832415722	1.0071955014042	0.659924558402378	1.36176835941915	3.37155886261196	1.89530262133331	2.39506279951758	3.83491342970104	3.26603689399532	2.03913839390696	2.20789285164133	0.933572638261024	1.14404636961671	0.933572638261024	1.67355642399014	1.43295940727611	1.95977015521147	1.52105073690096	1.91838623444635	0	0	0	0	0	0	1.99276843076892	0	0	0	0	0	0	0	0	0	1.86789646399265	0	0	0	2.99457972421575	0	0.970853654340484	1.01435529297707
