"BC_HKB0915_M1647_T"	"BC_HKB2107_1620_T"	"HKB0036_3006_T"	"HKB0211_3002_T"	"BC_HKB0892_1559_T"	"BC_HKB0922_1579_T"	"BC_HKB1366_1663_T"	"BC_HKB1372_1697_T"	"BC_HKB2113_1657_T"	"HKB0023_3006_T"	"HKB0092_3000_T"	"HKB0132_3006_T"	"HKB0143_3006_T"	"HKB0147_3000_T"	"HKB0207_3001_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"BC_HKB2116_1671_T"	"HKB0007_3005_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0088_3000_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0214_3006_T"	"HKB0228_3002_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0112_933_T"	"BC_HKB0215_1134_T"	"BC_HKB0555_1321_T"	"BC_HKB0729_1445_T"	"BC_HKB0733_1459_T"	"BC_HKB0759_1488_T"	"BC_HKB0828_M1542_T"	"BC_HKB0830_1541_T"	"BC_HKB0834_1553_T"	"BC_HKB0838_1563_T"	"BC_HKB0902_1617_T"	"BC_HKB0906_1627_T"	"BC_HKB0917_1656_T"	"BC_HKB1370_1673_T"	"BC_HKB2112_1636_T"	"BC_HKB2119_1690_T"	"BC_HKB2127_1726_T"	"HKB0050_3005_T"	"HKB0137_3002_T"	"HKB0210_3006_T"	"HKB0579_3000_T"	"HKB0698_3000_T"	"BC_HKB0632_1381_T"	"BC_HKB0689_M1326_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0738_1475_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB2106_1619_T"	"HKB0008_3006_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0070_3002_T"	"HKB0074_3000_T"	"HKB0094_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0186_3000_T"	"HKB0208_3006_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0665_3000_T"	"HKB0719_3002_T"	"HKB0737_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0662_1294_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0065_3006_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0182_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0677_3000_T"
"GRRP1"	0	0	0.748461233004036	0.910732661902913	1.94110631094643	0	1.43295940727611	0.669026765509631	1.52606881166759	1.15704371014558	0.687060688339892	1.08406426478847	1.6507645591169	0.27500704749987	2.33628338786443	0	0	0.992768430768924	1.6915341649192	0	0	2.26603689399532	0.895302621333307	1.26303440583379	0.782408564927373	0.650764559116902	1.72683121703249	0.704871964456353	1.53605290024021	0.389566811762726	0.815575428862573	1.20789285164133	0.773996325111173	0.790772037862	1.36737106564853	1.9297909977186	1.40599235967584	0.871843648509318	2.35895882583233	0.422233000683048	1.05658352836637	1.36737106564853	1.57531233068744	1.36176835941915	2.66902676550963	1.48026512205446	1.10433665981474	0	0	0	0	1.6915341649192	0	2.23266075679027	0	0	0	0.739848102699327	0	0	0	0.650764559116902	0.516015147003665	1.41683974191283	1.53605290024021	0.669026765509631	0	0	1.35049724708413	3.41818994794577	0.815575428862573	0	3.19849415363908	0	0	2.78240856492737	2.19849415363908	0	2.0071955014042	1.91838623444635	0.20163386116965	1.85996954822103	2.08406426478847	2.19219416528334	1.18903382439002	1.80322703643493	2.05311133645956	2.14730669878029	3.08576455377831	1.91456452349394	2.611172380044	1.82374936030827	2.94110631094643	2.13422093976063	2.48542682717024	2.48284828306847	1.6915341649192	1.25701061820602	3.11103131238874	0.722466024471091	2.56559717585422	2.62760683812965	1.23266075679027	2.31614574229336	0.713695814843359	1.68257329734758	1.64616265715789	0	0	0.963474123974886	0	0	0.970853654340484	0.782408564927373	1.09085343045111	0.978195629681652	0.565597175854225	1.11769504266975	1.4905701304462	0.20163386116965	0.356143810225275	0.903038270112912	1.33913738491959	1.19534759832222
"AVPR2"	2.98550043030489	3.78031009904338	0.111031312388744	0.111031312388744	2.17951105027151	1.38404980679516	2.45680614923047	2.7158933705476	3.72574115650395	0.124328135002202	0.0840642647884745	0.31034012061215	0.839959587489532	0.214124805352847	1.4905701304462	5.43128865429159	4.54287709935414	4.73822740036724	6.88313201565728	4.48800077083407	5.22303633790187	0	0.176322772640463	0.321928094887362	0.0976107966264223	0.111031312388744	0.344828496997441	0.111031312388744	0.0976107966264223	0.0976107966264223	0.321928094887362	0.070389327891398	0.176322772640463	0.321928094887362	0.475084882948783	0.321928094887362	0.176322772640463	0.214124805352847	0.704871964456353	0.124328135002202	0.0565835283663675	0.53605290024021	0.443606651475615	0.263034405833794	5.26453643099903	0	2.07382023329167	0	2.27202318906105	3.24184018356467	1.36176835941915	3.85798099512757	2.32768736417605	2.15380533607904	1.96347412397489	0.713695814843359	2.72683121703249	1.73552217729654	1.58496250072116	0	2.44360665147561	0.137503523749935	0	0	0.516015147003665	0.250961573533219	1.99276843076892	3.37016428054021	3.07210580048042	4.27649666564036	0.782408564927373	3.58736499093646	2.92219784839637	2.57288966842058	2.61823865559545	4.78711898281334	1.02856915219677	3.73226919950145	0.344828496997441	0.903038270112912	0.0426443374084937	0.807354922057604	1.16349873228288	0.773996325111173	1.0071955014042	0.6959938131099	0.887525270741587	0.422233000683048	1.87970576628229	1.05658352836637	1.26903314645524	0.823749360308273	1.26303440583379	0.84799690655495	3.03913839390696	0.963474123974886	0.910732661902913	0.263034405833794	1.50080205305716	0.16349873228288	0.75702324650746	1.0071955014042	0.516015147003665	0.84799690655495	0.263034405833794	0.613531652917927	0.454175893185802	2.74631276642546	2.95419631038688	1.87184364850932	1.96716860753263	1.99638874644762	0.0285691521967709	0.111031312388744	0	0.0285691521967709	0.16349873228288	0.20163386116965	0.22650852980868	0.20163386116965	0.0426443374084937	0	0	0.0976107966264223
"CLDN15"	1	2.12763327972587	1.62293035092018	2.46988597627446	3.37851162325373	1.63691458035588	1.46466826700344	1.98550043030488	4.25247621413522	1.66448284036468	3.17632277264046	2.28392177230762	2.19534759832222	1.94110631094643	1.92219784839637	3.44757919654888	2.43562859405209	0.748461233004036	3.47248777146274	2.06004738366994	1.25701061820602	2.52857131887076	1.89917563048051	2.60644222813161	1.86789646399265	1.46466826700344	2.72683121703249	2.30742852519225	1.62760683812965	3.34624777408278	1.68257329734758	2.65535182861255	2.16992500144231	2.13750352374994	2.07382023329167	2.13422093976063	2.35049724708413	1.22650852980868	3.03738222200308	1.48542682717024	1.78240856492737	2.98367769469807	2.53106949272595	2.36457243229586	3.97727992349992	1.4541758931858	0.839959587489532	2.17312743348066	2.01435529297707	3.50462039240355	1.67355642399014	1.91838623444635	3.4905701304462	2.60407132366886	1.65992455840238	2.58496250072116	3.16832111573972	2.76128527336162	0.985500430304885	3.35191096110308	2.90110824301451	1.87578006306849	1.790772037862	2.0703893278914	2.08406426478847	1.53605290024021	0.669026765509631	0	2.84599177066457	2.42492208821069	0.604071323668861	3.55213110825378	2.56315813040281	2.5385381636298	1.90303827011291	2.34766565630097	3.83693401132109	2.69821847822441	2.09085343045111	2.41953889151378	1.41683974191283	2.70708299177171	2.68706068833989	2.63923216324928	2.31903981556254	1.98550043030488	2.71808758396052	2.55090066464752	3.36176835941915	2.39231742277876	3.19692173382033	1.99276843076892	3.13422093976063	2.56803210477128	1.70043971814109	2.30451104180995	2.07382023329167	1.75702324650746	3.29865831556452	2.17951105027151	2.64385618977472	2.16992500144231	2.30451104180995	2.14404636961671	1.64154602908752	1.66448284036468	1.65992455840238	1.72246602447109	2.81762325751143	3.39643353125099	0.823749360308273	0	1.88362081628567	1.11769504266975	1.67807190511264	2.04264433740849	2.30451104180995	2.09761079662642	1.85598969730848	0.831877241191673	2.4594316186373	2.10433665981474	1.18269229751619	1.52105073690096
"FLJ42875"	0	2.28095631383106	0.189033824390017	0.400537929583729	0	0	1.08406426478847	0	1.97452931248388	0.37851162325373	0.250961573533219	0.0565835283663675	0.411426245726465	0	1.05658352836637	0.925999418556223	0	0	0	2.17951105027151	0	0	0.0285691521967709	0.641546029087524	0.807354922057604	0.124328135002202	0.400537929583729	0.150559676575381	0.111031312388744	0.575312330687437	0.22650852980868	0.321928094887362	0	1.17632277264046	0.0285691521967709	0.27500704749987	0	0	0.632268215499513	0.0143552929770701	0.443606651475615	0.0426443374084937	0.367371065648529	0.250961573533219	0	0	1.32768736417605	0	0	0	0.650764559116902	0	0	0	0	0	0	0	0	0	0	0.238786859587116	0	0	0.189033824390017	0.27500704749987	2.05658352836637	0	3.6507645591169	3.23419472295381	3.70487196445635	1.13750352374994	3.42223300068305	3.86591881455221	2.32481060342048	0	3.69821847822441	1.90303827011291	0.367371065648529	0.464668267003444	0.367371065648529	0.55581615506164	0.575312330687437	0.526068811667588	0.27500704749987	0.0840642647884745	0.263034405833794	0.214124805352847	0.286881147788162	0.55581615506164	0.594548549550354	0.250961573533219	0.400537929583729	0.879705766282288	0.622930350920177	0.55581615506164	0.286881147788162	0.475084882948783	0.782408564927373	0.485426827170242	1.11103131238874	0.367371065648529	0	0.150559676575381	0.400537929583729	0.286881147788162	0.286881147788162	0	0	0	1.30451104180995	0	0.0285691521967709	0.0285691521967709	0	0.0976107966264223	0	0.286881147788162	0.124328135002202	0	0	0.333423733725192	0.124328135002202	0.650764559116902
"KANK3"	2.87970576628229	2.0071955014042	1.75274859140713	1.28688114778816	3.95512678126137	2.6507645591169	3.77610398807316	2.53356334821451	2.41683974191283	1.20789285164133	1.63226821549951	1.41683974191283	2.31324585178756	0.687060688339892	2.94673086014031	3.75060650483559	2.36176835941915	2.19219416528334	3.87676249078156	2.41683974191283	2.60169651648096	3.51727569320958	1.22032995487956	1.84799690655495	1.16349873228288	0.887525270741587	1.9560566524124	1.46466826700344	1.40599235967584	1.0703893278914	1.78240856492737	1.55090066464752	1.34482849699744	1.46466826700344	1.4905701304462	2.0496307677246	1.16992500144231	1.02856915219677	3.01970191444255	1.0703893278914	1.54596836910529	2.18903382439002	2.53605290024021	1.38404980679516	4.03650333373899	3.21723071622067	2.36457243229586	2.92219784839637	3.04439411935845	2.59693514238723	2.32768736417605	2.97452931248388	3.64154602908752	3.69710657447697	2.90303827011291	1.0496307677246	1.59454854955035	2.15055967657538	2.99819550315325	2.30451104180995	1.70487196445635	1.20163386116965	0.863938450423971	0.748461233004036	1.91456452349394	1.30451104180995	4.08576455377831	2.43028527297778	4.22496636500027	4.20476675065461	3.80529245560071	4.00629802390037	4.33913738491959	3.7158933705476	3.33342373372519	3.84899843040002	4.06522762277562	3.87578006306849	1.91073266190291	2.20476675065461	1.06350294230616	2	2.38681094647222	2.55090066464752	1.76128527336162	2.19849415363908	2.43562859405209	1.68706068833989	4.08406426478847	2.31324585178756	2.72465027173297	2.21412480535285	2.71808758396052	2.33342373372519	4.61176256006487	2.46988597627446	2.31614574229336	2.04614178164472	2.80529245560071	1.83187724119167	2.10097764772482	2.61823865559545	1.98550043030488	2.30451104180995	1.20789285164133	2.08406426478847	2.65764000520782	0.963474123974886	2.46466826700344	3.15218341905505	4.27500704749987	2.83390207666916	0.933572638261024	1.37295209791183	1.13093086982645	1	0.687060688339892	1.43829285157915	1.48026512205446	0.739848102699327	1.14404636961671	0.903038270112912	1.27500704749987	1.54596836910529
"GRASP"	0.722466024471091	0.903038270112912	1.84799690655495	1.75274859140713	3.82883464946806	0.815575428862573	0	1.6959938131099	0	2.31614574229336	1.25096157353322	1.90689059560852	2.79493566280354	1.29278174922785	3.44890095114513	1.85996954822103	0.773996325111173	2.52105073690096	2.93168305705981	0	2.37851162325373	0	2.10768786931437	2.82374936030827	1.50589092972996	1.54101915313356	2.36176835941915	1.80322703643493	2.03562390973072	1.84799690655495	2.92029330021101	1.75702324650746	2.03913839390696	2.99638874644762	2.06004738366994	2.24488705912353	2.11769504266975	2.23572705983806	3.16832111573972	1.38956681176273	2.07382023329167	2.55090066464752	2.75702324650746	2.03562390973072	2.75274859140713	2.31614574229336	1.60880924267552	1.63691458035588	0.790772037862	0.839959587489532	0	1.43295940727611	1.94110631094643	2.10768786931437	0	1.50589092972996	2.98732086592925	1.13750352374994	2.60880924267552	0	1.42223300068305	1.80322703643493	1.60407132366886	2.25096157353322	2.16349873228288	2.17951105027151	0.823749360308273	1.74846123300404	2.15704371014558	3.90400231628369	2.67807190511264	0	2.04264433740849	2.50589092972996	3.31903981556254	1.6959938131099	3.99276843076892	1.60407132366886	3.32912359629157	2.83592407425437	2.49825086752783	2.70265754339091	3.11603199344711	3.30597052098439	2.13750352374994	2.1407786557828	3.36176835941915	2.41953889151378	4.00809242094872	2.84197311892718	3.5385381636298	2.4594316186373	3.60288440871842	2.94485844580754	3.42088657497553	3.54966917072649	2.55826763405574	2.14404636961671	4.31831684133498	2.28688114778816	2.75274859140713	3.15055967657538	2.33913738491959	3.02502879449152	2.1243281350022	2.90303827011291	3.08746284125034	0	0.903038270112912	1.43295940727611	0	1.64154602908752	1.82781902461732	1.86393845042397	2.02502879449152	1.52606881166759	1.73552217729654	2.51853513898218	2.12763327972587	1.96716860753263	1.4541758931858	1.46988597627446	1.31034012061215	1.90303827011291
"C1orf70"	0	0	0.475084882948783	0.250961573533219	1.21412480535285	0	0	0	0	0.389566811762726	0.454175893185802	0.189033824390017	0.286881147788162	0.37851162325373	0.75702324650746	0	0	0	2.63923216324928	2.10433665981474	0	3.05484847699562	0.516015147003665	0	0.464668267003444	0.516015147003665	0.505890929729957	0.55581615506164	0.250961573533219	0.650764559116902	0.55581615506164	0.55581615506164	0.475084882948783	0.214124805352847	0.16349873228288	0.214124805352847	0.22650852980868	0	0.263034405833794	0.0840642647884745	0.367371065648529	0.27500704749987	0.22650852980868	0.0840642647884745	2.03210084316702	1.83592407425437	0	0	1.11103131238874	1.18269229751619	0	0	1.33913738491959	1.63226821549951	0	1.57531233068744	0	0	1.02147972741045	0	0	0	0.263034405833794	0.250961573533219	0.150559676575381	0.526068811667588	0	0	2.69376571221778	1.8073549220576	0	0	1.42223300068305	0	1.36176835941915	0	0	0	0.55581615506164	0.400537929583729	0.75702324650746	0.475084882948783	0.887525270741587	0.250961573533219	0.27500704749987	0.0565835283663675	0.356143810225275	0.400537929583729	0.389566811762726	0.286881147788162	0.443606651475615	0.584962500721156	0.659924558402378	0.84799690655495	0.722466024471091	0.545968369105292	0.516015147003665	0	0.545968369105292	0.545968369105292	0.250961573533219	0.22650852980868	0.150559676575381	0.464668267003444	0.687060688339892	0.176322772640463	0.604071323668861	0	0	0	1.37295209791183	1.70929063572336	0.454175893185802	0.263034405833794	0.575312330687437	0.250961573533219	0.298658315564515	0.344828496997441	0.124328135002202	0.286881147788162	0.286881147788162	0.16349873228288	0	0.0976107966264223
"C19orf76"	2.17951105027151	2.68706068833989	0.895302621333307	1.50589092972996	1.22650852980868	0.669026765509631	1.46988597627446	1.59454854955035	1.56071495447448	0.356143810225275	0.53605290024021	0.678071905112638	1	0.356143810225275	0.422233000683048	2.40599235967584	0	1.24488705912353	2.51349074558812	1.87184364850932	2.97269265400426	0.910732661902913	0.659924558402378	0.632268215499513	0.622930350920177	0.678071905112638	0.641546029087524	0.475084882948783	0.286881147788162	0.411426245726465	0.687060688339892	0.594548549550354	0.464668267003444	0.37851162325373	0.189033824390017	0.367371065648529	0.807354922057604	0.27500704749987	0.739848102699327	0.0840642647884745	0.356143810225275	0.678071905112638	0.887525270741587	0.925999418556223	2.79701297783614	1.16349873228288	2.72246602447109	1.40599235967584	0.650764559116902	2.71369581484336	1.76977173924945	2.67807190511264	0	0.604071323668861	2.41953889151378	0.565597175854225	0	0.948600847493356	2.57773093149008	1.71369581484336	0.594548549550354	0.831877241191673	0.411426245726465	0.422233000683048	0.37851162325373	0.669026765509631	1.48026512205446	1.0496307677246	2.68706068833989	2.95977015521147	1.63691458035588	2.74631276642546	0	1.49569516262407	0.815575428862573	2.77188557851537	0	4.64385618977472	1.24488705912353	0.53605290024021	0.250961573533219	0.27500704749987	1.02856915219677	0.622930350920177	0.941106310946431	0.464668267003444	0.855989697308481	1.04264433740849	1.73552217729654	0.594548549550354	1.03562390973072	0.485426827170242	1.52606881166759	0.799087306074004	0.422233000683048	1.05658352836637	0.575312330687437	0.632268215499513	1.93357263826102	0.389566811762726	0.815575428862573	0.286881147788162	0.713695814843359	0.622930350920177	0.604071323668861	0.389566811762726	0.189033824390017	1.83187724119167	0	2.31903981556254	0	2.10768786931437	0.855989697308481	0.505890929729957	0.632268215499513	0.925999418556223	0.584962500721156	1.04264433740849	0.6959938131099	0.321928094887362	1.62293035092018	2.17312743348066	0.432959407276106	1.08406426478847
"JUNB"	5.43229133824778	4.39985467357243	6.46025109894385	5.98230913012977	7.79973492247887	6.40854204229686	4.67016051412663	6.04242546536971	6.11144869848767	7.30715526161706	6.6246858105254	5.39300425689832	6.61338431134185	5.92481250360578	6.56025639801327	7.19947604644285	6.84084085330394	5.52356195605701	8.59868528564319	5.30085587126876	5.58014548442338	6.2637856138908	7.492974756328	6.41599522099608	7.32804655627074	6.20633064787105	6.58631439372112	7.14435233866261	8.12670447284319	5.77610398807316	8.23811808269449	7.3151495622563	6.70418032292583	7.90104788804386	6.89214812751382	6.69960715389318	8.08533966935737	5.62205181945638	7.51727569320958	6.57667329251657	6.55780829893669	6.27164977245721	6.86096279785812	6.04788732939655	5.73579292798531	7.25946081613399	6.43312637620643	6.4758955224267	7.13381009110603	6.72846476509253	5.66277517193778	6.12370757651207	7.05614996110814	6.66405611271822	6.4254257345907	5.69682846458871	6.62570884306446	5.54349588342577	5.18547014606694	6.6242471458362	6.22207035524718	7.83345938668054	6.26228280642066	5.13422093976063	7.43145581668572	6.76101926524048	5.71616782979715	6.38991092507167	6.75047251876251	8.80889983925777	7.99265514938683	5.83718638515903	8.16771919860108	6.23687524536694	7.77958804586499	6.12267271882414	7.81307570117431	6.10475598696226	8.87325953417866	7.52528588711324	6.9598860482943	7.88135872379922	6.81288323490954	7.14496408215202	7.50311017459798	8.09413048232855	8.50973542367313	6.82209277437953	8.00399568619218	7.35314682549808	5.89117612475454	7.1496455176848	8.2823007924921	7.23993261348524	6.92528738677033	9.08270791087615	7.00348980282276	6.69919069152582	8.42856954721172	6.74011804283313	8.01474582122966	6.7176764230664	7.46172499150271	7.74193881882931	7.30833903013941	7.17642251304224	7.46915337517158	4.57712666130705	6.29553937040683	6.10789706166461	6.64688267266462	6.85996954822103	6.1266012351573	6.10873352786627	7.53970165871227	6.66206304642804	7.64392832272346	6.33913738491959	6.45779126025604	6.44244592900783	7.00337736020232	5.28909670241999	5.78555055173926	7.44360665147561
"CDC42EP5"	3.23572705983806	0	2.83187724119167	4.18507363787676	5.1586601753465	0	1.40599235967584	1.72246602447109	0	3.1407786557828	2.21101219348551	2.97452931248388	3.13093086982645	1.82374936030827	3.68818035858693	4.50716034911752	3.53480866123175	3.10601323762212	5.35649598770558	0	3.26303440583379	0	2.49569516262407	4.12928301694497	2.13750352374994	1.94485844580754	2.65535182861255	2.28688114778816	2.59454854955035	2.73768676140986	3.10265813136374	2.32768736417605	2.76553474636298	2.30742852519225	2.78659636189081	2.70929063572336	1.72246602447109	4.19534759832222	3.23878685958712	3.53231695933277	2.78450398292957	1.83592407425437	2.58014548442338	3.03738222200308	3.51475349843975	4.32192809488736	0	3.08236196955747	2.03562390973072	1.43295940727611	2.12101540096137	1.66448284036468	0	3.76553474636298	3.88752527074159	2.32192809488736	2.57046293102604	0	1.25701061820602	0	0	1.65992455840238	2	1.55581615506164	2.50842865253186	2.70708299177171	3.21101219348551	2.4276061727819	2.41953889151378	2.93922657772821	2.76765479823735	3.90592847817313	3.86492897228979	2.60169651648096	2.86987140617771	5.32228872357088	5.98595575460751	2.98002530023873	3.14241343787374	2.76128527336162	3.57410150808939	2.8073549220576	2.94673086014031	3.16349873228288	2.58255600301406	2.4931349223055	3.28688114778816	3.21412480535285	3.75060650483559	2.6959938131099	3.22650852980868	2.83995958748953	2.60644222813161	3.62643913669732	2.57773093149008	3.6915341649192	3.64616265715789	2.84398384404833	3.70487196445635	3.38128337250378	3.85598969730848	2.55090066464752	2.59693514238723	2.70929063572336	3.21101219348551	3.47767732756531	4.28909670241999	2.17632277264046	0	2.22342254993494	3.5385381636298	4.26753579806874	3.08406426478847	2.15380533607904	2.69376571221778	4.1586601753465	2.63691458035588	4.07553263116736	2.79285535236249	2.74631276642546	2.57773093149008	1.790772037862	1.66448284036468	3.40190347160796
"CCR10"	0.941106310946431	1.80322703643493	0.7311832415722	0.356143810225275	2.51349074558812	0	1.05658352836637	0	4.82883464946806	0.7311832415722	0.263034405833794	0.641546029087524	0.941106310946431	0.970853654340484	0.575312330687437	2.80322703643493	2.58736499093646	3.75274859140713	1.51601514700366	2.28688114778816	1.92219784839637	2.54349588342577	0.823749360308273	0.739848102699327	0.963474123974886	0.641546029087524	0.584962500721156	1.06350294230616	1.15704371014558	0.722466024471091	0.815575428862573	0.622930350920177	0.678071905112638	0.790772037862	4.67016051412663	0.516015147003665	1.03562390973072	0.545968369105292	0.956056652412403	0.485426827170242	0.485426827170242	0.238786859587116	0.545968369105292	0.722466024471091	4.74469931420784	2.13422093976063	0	0.992768430768924	3.35895882583233	2.12101540096137	1.0703893278914	3.91934008244201	0	2.71808758396052	3.34198574722862	0.903038270112912	2.56071495447448	1.43829285157915	0	1.92219784839637	0.948600847493356	0.475084882948783	0.344828496997441	0.454175893185802	0.831877241191673	0.545968369105292	2.90881290773955	2.76553474636298	2.54843662469604	2.44095219802964	2.53106949272595	3.17791779219584	3.0686708106651	0	2.70929063572336	2.39231742277876	1.32192809488736	3.14730669878029	0.454175893185802	0.584962500721156	0.575312330687437	0.985500430304885	0.411426245726465	0.863938450423971	0.454175893185802	0.594548549550354	1.0071955014042	0.584962500721156	0.963474123974886	0.659924558402378	0.963474123974886	0.815575428862573	1.19534759832222	0.807354922057604	1.13093086982645	0.687060688339892	0.669026765509631	0.739848102699327	1.28688114778816	0.941106310946431	0.641546029087524	0.545968369105292	0.887525270741587	1.40599235967584	0.238786859587116	0.782408564927373	1.30451104180995	2.16027483140859	1.790772037862	2.20476675065461	1.9297909977186	0	0.641546029087524	0.505890929729957	0.613531652917927	0.454175893185802	0.918386234446348	0.6959938131099	0.622930350920177	0.400537929583729	0.111031312388744	0.20163386116965	1.07724299893246	0.739848102699327
"LTC4S"	0	0	1.21412480535285	1.7311832415722	0	0	0	0	0	1.98185265328974	1.6507645591169	1.64616265715789	2.5385381636298	1.22032995487956	3.01970191444255	0	0	0	0	0	0	0	2.3533232911629	1.48026512205446	1.31034012061215	0.53605290024021	1.38956681176273	1.11769504266975	1.98185265328974	1.52105073690096	2.94485844580754	1.55581615506164	3.02680005934372	1.02147972741045	1.79493566280354	2.21723071622067	1.96347412397489	0.773996325111173	2.24792751344359	0.831877241191673	1.60407132366886	0.941106310946431	2.22342254993494	1.64616265715789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72246602447109	2.87970576628229	0.565597175854225	1.71808758396052	0.855989697308481	0	0	1.26903314645524	0.150559676575381	2.27798474729977	0	0	0	0	0	0	1.79493566280354	2.59215800212536	2.3533232911629	1.71369581484336	2.24488705912353	1.6507645591169	2.56559717585422	2.88752527074159	2.27798474729977	2.91456452349394	1.31034012061215	3.17472598770613	2.51853513898218	1.82374936030827	2.23878685958712	2.46205231879643	1.57046293102604	2.18586654531133	2.40599235967584	2.7311832415722	1.82781902461732	2.35895882583233	2.6959938131099	2.77188557851537	2.17312743348066	1.9560566524124	1.26303440583379	1.89141918684608	2.38404980679516	2.32192809488736	0	0	0	0	0	1.15055967657538	0.53605290024021	0.941106310946431	1	0.678071905112638	1.57046293102604	1.14404636961671	3.05137210172103	0.422233000683048	0.53605290024021	1.11769504266975	1.64616265715789
"IL3RA"	2.97636363573276	4.65535182861255	1.84799690655495	2.28983446517751	4.22496636500027	3.99909803370561	4.96670731415032	5.24260250592898	4.80322703643493	1.87970576628229	1.88362081628567	1.8073549220576	2.84197311892718	1.11769504266975	2.56559717585422	5.68706068833989	6.46564802598228	5.50462039240355	5.66902676550963	4.23342794374847	4.81455042346181	4.05137210172103	2.08065766334523	4.24260250592898	1.90689059560852	2.31903981556254	2.29572302453997	2.41953889151378	2.59693514238723	1.88362081628567	2.0036022366802	2.46988597627446	1.64154602908752	3.22650852980868	2.71808758396052	2.52356195605701	1.76128527336162	2.99457972421575	3.26603689399532	1.81147103052984	2.68257329734758	3.03913839390696	2.61823865559545	2.0071955014042	6.42777376237852	3.72246602447109	3.75060650483559	3.25398926623079	2.68929916053589	3.95140129167431	4.93545974780529	4.97865326490861	4.31251996747495	4.52418907844937	5.69097573834328	4.08576455377831	3.73443866613717	4.06177619758669	4.55213110825378	2.46466826700344	4.16510798514454	2.07724299893246	1.61353165291793	1.95977015521147	2.02502879449152	1.78240856492737	3.66789212523023	5.22342254993494	5.22997238511225	5.86418614465428	3.61470984411521	5.79467578798686	3.16510798514454	5.37573453858316	4.5453506448223	4.08915913191124	5.71479501111816	4.85299758761332	2.13750352374994	2.25096157353322	1.78659636189081	2.58014548442338	2.0496307677246	2.93734439215023	1.67807190511264	2.05658352836637	2.25096157353322	1.94860084749336	3.99819550315325	1.85598969730848	3.16349873228288	2.43028527297778	2.60880924267552	2.17312743348066	2.22958792274065	2.48284828306847	3.1906148602095	2.61823865559545	3.72900887033786	2.26603689399532	3.33199177823206	1.98550043030488	1.98550043030488	2.97085365434048	1.52606881166759	2.16671544496642	3.63575439127776	2.24792751344359	3.83390207666916	5.41210404467757	3.53231695933277	3.68257329734758	1.66448284036468	2.23572705983806	1.26903314645524	1.68706068833989	1.87184364850932	2.611172380044	2.34766565630097	1.79493566280354	1.53605290024021	1.55581615506164	2.16349873228288	1.50589092972996
