"BC_HKB0915_M1647_T"	"BC_HKB2107_1620_T"	"HKB0036_3006_T"	"HKB0211_3002_T"	"BC_HKB0892_1559_T"	"BC_HKB0922_1579_T"	"BC_HKB1366_1663_T"	"BC_HKB1372_1697_T"	"BC_HKB2113_1657_T"	"HKB0023_3006_T"	"HKB0092_3000_T"	"HKB0132_3006_T"	"HKB0143_3006_T"	"HKB0147_3000_T"	"HKB0207_3001_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"BC_HKB2116_1671_T"	"HKB0007_3005_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0088_3000_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0214_3006_T"	"HKB0228_3002_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0112_933_T"	"BC_HKB0215_1134_T"	"BC_HKB0555_1321_T"	"BC_HKB0729_1445_T"	"BC_HKB0733_1459_T"	"BC_HKB0759_1488_T"	"BC_HKB0828_M1542_T"	"BC_HKB0830_1541_T"	"BC_HKB0834_1553_T"	"BC_HKB0838_1563_T"	"BC_HKB0902_1617_T"	"BC_HKB0906_1627_T"	"BC_HKB0917_1656_T"	"BC_HKB1370_1673_T"	"BC_HKB2112_1636_T"	"BC_HKB2119_1690_T"	"BC_HKB2127_1726_T"	"HKB0050_3005_T"	"HKB0137_3002_T"	"HKB0210_3006_T"	"HKB0579_3000_T"	"HKB0698_3000_T"	"BC_HKB0632_1381_T"	"BC_HKB0689_M1326_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0738_1475_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB2106_1619_T"	"HKB0008_3006_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0070_3002_T"	"HKB0074_3000_T"	"HKB0094_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0186_3000_T"	"HKB0208_3006_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0665_3000_T"	"HKB0719_3002_T"	"HKB0737_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0662_1294_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0065_3006_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0182_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0677_3000_T"
"AMY1A"	0	0	1.75274859140713	1.06350294230616	0	0	0	0	0	0.0426443374084937	0.37851162325373	1.96347412397489	0	0	0.124328135002202	0	0	0	0	0	0	0	0	2.88557436437143	0.0426443374084937	4.34908214639109	1	0.070389327891398	2.08746284125034	3.17632277264046	0.070389327891398	4.60229058486114	0.0426443374084937	0	0.0426443374084937	0	0.286881147788162	2.23266075679027	0.400537929583729	4.81403764753998	0	0.0565835283663675	0	0.7311832415722	0	0	0	0	0.75702324650746	0	0	0	0	0	0	0.985500430304885	0	0	0	0	0	0.0565835283663675	0.321928094887362	0	0.176322772640463	0.298658315564515	0	0	0	0	0	0	0	0	0	0	0	0	0.176322772640463	0.070389327891398	0	0.214124805352847	0.0426443374084937	0	0.124328135002202	0.286881147788162	0.0976107966264223	0.31034012061215	0	0.263034405833794	0.286881147788162	0.22650852980868	0.0426443374084937	0.367371065648529	0.0426443374084937	0.333423733725192	0.475084882948783	0.0976107966264223	0.124328135002202	0	0	0.22650852980868	0.0976107966264223	1.0071955014042	0.333423733725192	0.823749360308273	0.0976107966264223	2.67807190511264	0	0	0	1.58014548442338	0.622930350920177	3.73009646559547	0.933572638261024	2.16671544496642	3.26903314645524	0.263034405833794	0.070389327891398	1.33342373372519	0.356143810225275	0.84799690655495	1.18903382439002	0.704871964456353
"BARX1"	0.887525270741587	0	1.0496307677246	0.863938450423971	1.0703893278914	0	0	0	0	1.06350294230616	0.20163386116965	0.37851162325373	0	0.0285691521967709	0.613531652917927	1.37295209791183	1.92599941855622	1.7311832415722	0.903038270112912	0	0	0	0.367371065648529	0.0565835283663675	0.678071905112638	0.321928094887362	0.321928094887362	0.575312330687437	3.26303440583379	0.150559676575381	0.669026765509631	0.871843648509318	0.815575428862573	0	0.895302621333307	0.286881147788162	0.22650852980868	0.16349873228288	0.111031312388744	0	0.250961573533219	0.879705766282288	0.321928094887362	0.238786859587116	1.17632277264046	0	0	0	0.970853654340484	0	0	0	1.16992500144231	0.903038270112912	0	0	0	0	2.12763327972587	0	0	0.0976107966264223	0	0.111031312388744	0.124328135002202	0.815575428862573	0	0	0	0	0	0	0	0	0	0	0	1.02856915219677	0.0565835283663675	0	0.839959587489532	0.111031312388744	0.799087306074004	0.20163386116965	0	0	0.454175893185802	0.0976107966264223	0	0.400537929583729	0.475084882948783	0.495695162624069	0	1.11103131238874	0	0.070389327891398	0.263034405833794	0.505890929729957	0	0.925999418556223	0	0	1.54101915313356	0.137503523749935	0.584962500721156	0.356143810225275	0.422233000683048	0	3.63691458035588	0	2.91647664443772	0	3.91934008244201	0.748461233004036	0.948600847493356	0.422233000683048	0.933572638261024	5.60584986719498	1.34482849699744	5.46793154602629	2.55090066464752	0.124328135002202	0.263034405833794	0.0426443374084937
"RARRES1"	4.18586654531133	6.45038647903429	7.09476389154737	5.08618931310448	3.09592441999854	2.60880924267552	4.4235781709818	3.08746284125034	4.57531233068744	3.65764000520782	5.06047978140759	3.71808758396052	4.8972404255748	1.65535182861255	3.23878685958712	3.99638874644762	4.63517394667492	4.31614574229336	3.42088657497553	4.96162332828694	5.76208300356767	5.33664044640873	4.33413917883824	5.51475349843975	5.74011804283313	4.99050111136325	4.99276843076892	5.81172789780389	8.57444215467101	2.4541758931858	4.63981097771678	5.34731131636529	3.1554254317472	5.79623433517576	4.07724299893246	4.13668357769724	5.64673869830785	6.57924050057297	4.9481335778404	6.69027740102343	4.65306001710456	4.54411440220947	3.98093926608551	4.79856900355688	4.86492897228979	4.17552460108987	2.15055967657538	3.16992500144231	3.06350294230616	3.81659970653491	3.43028527297778	3.13586316536868	4.69877410890368	3.98185265328974	3.9560566524124	3.3305584000308	3.8011586560937	3.5909612413426	2.58736499093646	3.5668151540109	4.16751850373522	3.58736499093646	3.66220549965362	3.01256867350306	4.99593670350459	3.10936055940423	4.14404636961671	4.34198574722862	3.82984955984469	4.33628338786443	4.77346892790519	5.54442356218942	3.66334461936608	3.23112515787905	3.82273014794452	4.51222688651396	5.86937792403133	4.2861418728343	2.53605290024021	2.10433665981474	3.39780296186249	3.611172380044	4.20006486151431	4	4.52042224852645	5.54225804976692	4.97773784924282	4.18269229751619	4.34766565630097	3.50207595604579	2.68257329734758	2.84197311892718	2.68929916053589	5.44691786486603	2.70929063572336	3.71479501111816	4.44228003525258	3.22342254993494	3.47248777146274	2.75915583380027	4.00270252037982	1.54101915313356	4.31759350462347	4.67638025546692	2.03562390973072	5.13422093976063	3.85399564717639	4.44028782084042	6.79129314859221	4.25398926623079	5.36176835941915	5.85723458049979	7.96618818273044	8.22173210845561	3.99819550315325	5.48284828306847	10.7021034066294	5.3327079336406	4.57167680997093	6.28484722941863	7.37182019673837	8.55435861601352	8.86659893736892	6.10915157917052
"CHAT"	0	0	0.0285691521967709	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250961573533219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0.27500704749987	0	0	0
"C1orf130"	1.35049724708413	0	0.933572638261024	3.14730669878029	0	0	0.37851162325373	0	0	0.641546029087524	0.263034405833794	0.632268215499513	0.0285691521967709	1.01435529297707	1.14404636961671	0.321928094887362	0.367371065648529	0	0	0	0	0	0.137503523749935	0.400537929583729	0.0840642647884745	0.16349873228288	0.650764559116902	0.823749360308273	0.356143810225275	3.40463068421761	1.21412480535285	1.07724299893246	0.831877241191673	0.7311832415722	0.545968369105292	0.443606651475615	0.20163386116965	3.64500988439109	0.454175893185802	5.35579154675365	0.31034012061215	0.443606651475615	0.632268215499513	0.575312330687437	0.815575428862573	0	0.863938450423971	0	0	0	0	0.475084882948783	0	0.344828496997441	0	0	0	0.55581615506164	0	0	0.831877241191673	0.0976107966264223	0.189033824390017	0.214124805352847	1.0496307677246	0.0976107966264223	1.33913738491959	0	0	0	0	0.985500430304885	0	0.6959938131099	0	0	0	0.704871964456353	0.594548549550354	0.250961573533219	0.189033824390017	1.04264433740849	0.782408564927373	1.83995958748953	0.505890929729957	1.10433665981474	1.44360665147561	0.863938450423971	0.298658315564515	0.84799690655495	1.02856915219677	1.68706068833989	1.26303440583379	0.879705766282288	0.0565835283663675	0.367371065648529	2.17312743348066	0.495695162624069	1	0.505890929729957	0.367371065648529	0.250961573533219	1.73984810269933	0.773996325111173	0.344828496997441	1.39506279951758	1.33342373372519	0	0	0.422233000683048	0	0	3.09254574154357	3.76022094646651	0.526068811667588	1.94485844580754	4.6564963705535	3.15704371014558	2.56559717585422	1.85199883711245	0.0565835283663675	1.54101915313356	0.389566811762726	3.29130885982897
"CHST2"	0.748461233004036	0.545968369105292	1.58014548442338	5.47346223623528	3.87872534148011	0.485426827170242	1.37295209791183	1.06350294230616	1.21412480535285	1.87578006306849	1.17632277264046	1.4276061727819	1.63691458035588	0.678071905112638	1.95233356636969	2.29278174922785	2.56071495447448	0	4.91981677005279	1.65992455840238	3.27947129564447	0.669026765509631	2.19534759832222	3.88459792099006	2.03913839390696	2.37016428054021	2.45680614923047	3.27947129564447	2.63226821549951	3.03210084316702	2.06695024392463	3.40599235967584	2.09423606984577	3.65420637794429	1.9560566524124	2.12101540096137	1.14404636961671	3.29865831556452	2.98550043030489	4.01256867350306	1.70043971814109	2.37295209791183	2.37016428054021	2.10097764772482	2.32481060342048	0	1.38956681176273	1.85598969730848	1.11769504266975	0	0.495695162624069	1.35614381022528	0.584962500721156	2.48026512205446	1.31034012061215	0	0	0.389566811762726	1.0071955014042	1.01435529297707	0	1.68706068833989	1.32768736417605	2.54101915313356	1.7311832415722	1.67355642399014	0.485426827170242	1.49569516262407	1.51096191927738	1.81147103052984	1.0496307677246	1.19534759832222	2.27202318906105	1.95233356636969	0.604071323668861	2.70265754339091	3.82883464946806	0.871843648509318	1.59454854955035	1.71808758396052	1.87184364850932	1.98550043030488	1.26903314645524	2.28392177230762	1.57046293102604	2.29572302453997	1.89530262133331	1.74416109557041	2.81147103052984	1.34482849699744	1.48026512205446	1.57531233068744	1.99638874644762	2.84599177066457	2.54349588342577	2.23572705983806	2.58255600301406	1.46988597627446	2.67581593117227	1.65535182861255	2.23878685958712	1.18269229751619	2.04614178164472	2.37295209791183	1.59931779369823	1.83592407425437	2.47508488294878	0.903038270112912	1.71808758396052	0	1.04264433740849	0.454175893185802	4.22342254993494	1.10433665981474	1.65535182861255	3.27052894238072	2.4594316186373	4.00539998774259	2.72027846523333	1.61823865559545	1.30451104180995	1.15704371014558	1.64616265715789	1.89141918684608
"HPDL"	2.68257329734758	2.90689059560852	1.0703893278914	1.29865831556452	4.76022094646651	1.64154602908752	3.53356334821451	3.76341157447001	3.13422093976063	0.298658315564515	4.21955576916691	1.31614574229336	0.53605290024021	0.070389327891398	0.713695814843359	3.06522762277562	3.76234881564413	2.75274859140713	4.82222027162153	3.30742852519225	3.33485426933163	3.38818953715608	0.37851162325373	2.31324585178756	3.4032677223393	3.79701297783614	2.41413553298445	4.57046293102604	0.0976107966264223	1.92219784839637	0.263034405833794	2.54101915313356	0.321928094887362	1.52606881166759	1.25096157353322	0.124328135002202	0.238786859587116	0.632268215499513	0.238786859587116	0.6959938131099	0.678071905112638	0.214124805352847	0.137503523749935	0.978195629681652	3.74631276642546	2.44625622988956	1.54101915313356	0	3.72900887033786	2.78450398292957	3.03386345186628	3.21723071622067	2.17632277264046	2.56803210477128	1.44890095114513	3.56924802986718	2.89917563048051	2.28983446517751	1.47508488294878	2.21412480535285	3.95977015521147	0.214124805352847	0.0840642647884745	4.25323293853803	0.298658315564515	0.687060688339892	3.0232553523003	2.88362081628567	2.28392177230762	3.29278174922785	1.81557542886257	3.79181407116183	0.978195629681652	3.81044310384517	2.88166461932035	3.22496636500027	4.52293456094346	3.97177344719337	0.16349873228288	0.250961573533219	0.722466024471091	0.321928094887362	0.16349873228288	0.464668267003444	0.0565835283663675	0.137503523749935	0.545968369105292	0.0976107966264223	0.594548549550354	0.641546029087524	0.505890929729957	0.176322772640463	1.32192809488736	0.250961573533219	0.0426443374084937	0.831877241191673	0.286881147788162	0.584962500721156	0.344828496997441	0	0.124328135002202	0	0.516015147003665	1.97452931248388	0.722466024471091	0.903038270112912	0.713695814843359	2.97452931248388	2.73335434061383	3.27947129564447	3.48542682717024	2.92029330021101	1.97452931248388	0.0285691521967709	1.4594316186373	3.14730669878029	0.27500704749987	1.93357263826102	2.19219416528334	1.96716860753263	0.263034405833794	2.74631276642546	2.08406426478847	2.7158933705476
"BBOX1"	0.765534746362977	2.26002565596146	4.13586316536868	1.62293035092018	0	1.790772037862	2.3533232911629	0	0.933572638261024	1.49569516262407	0.0840642647884745	0.356143810225275	2.55826763405574	0.0565835283663675	1.97085365434048	1.08406426478847	0	2.26903314645524	1.15704371014558	1.68706068833989	0	0	1.62760683812965	1.84398384404833	5.12556845177803	2.22032995487956	2.70929063572336	0.16349873228288	3.41278152533848	0.863938450423971	2.18586654531133	1.41142624572647	1.72246602447109	0.389566811762726	1.78659636189081	2.10433665981474	0.773996325111173	6.99661471481536	1.81147103052984	4.14812063112396	0.0565835283663675	0.75702324650746	0.863938450423971	2.84197311892718	1.02147972741045	1.84398384404833	1.07724299893246	0	1.36737106564853	0	1.94485844580754	0	0	0.782408564927373	0	1.58496250072116	2.85996954822103	0.722466024471091	0	0	2.87970576628229	0.765534746362977	0.16349873228288	2.58014548442338	3.41413553298445	0.526068811667588	1.41142624572647	0	3.61235249875266	0	0	1.46466826700344	0	2.12763327972587	3.44890095114513	1.77820857639809	4.19849415363908	0	0.0565835283663675	0.7311832415722	2.22342254993494	0.464668267003444	2.24184018356467	3.08746284125034	1.92599941855622	3.90977310414164	2.85996954822103	1.28688114778816	0.22650852980868	2.50589092972996	1.61353165291793	1.36176835941915	0.137503523749935	3.94392132655349	0.286881147788162	4.36876834909033	2.5033487351675	1.88362081628567	1.41142624572647	0.799087306074004	0.0426443374084937	0.111031312388744	2.65992455840238	4.14323013477689	0.948600847493356	2.92409988564074	2.1407786557828	0.807354922057604	3.7235585614721	2.70708299177171	3.79181407116183	0.815575428862573	3.34766565630097	3.46858331700683	4.14812063112396	3.15218341905505	5.03869955130559	1.95977015521147	2.55826763405574	2.75060650483559	2.24184018356467	3.10936055940423	3.24792751344359	4.25247621413522
"ALPP"	0	0	0.0976107966264223	0.0565835283663675	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0.0143552929770701	0	0.641546029087524	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43562859405209	0	0.0285691521967709	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53106949272595	0	0	0.0976107966264223	0.895302621333307	0.124328135002202	0.124328135002202	0	0.411426245726465	0.0426443374084937	0.214124805352847	0	0	0.344828496997441	1.58496250072116
"CEACAM19"	0.963474123974886	0.713695814843359	0.815575428862573	1.44890095114513	2.0496307677246	2.114367024952	0	2.1407786557828	2.55581615506164	0.678071905112638	1.94860084749336	0.485426827170242	0.250961573533219	1.73984810269933	0.400537929583729	2.76977173924945	1.35614381022528	1.19534759832222	4.78188423454149	1	0.773996325111173	0	1.23878685958712	1.05658352836637	1.66902676550963	1.37851162325373	1.19534759832222	1.74416109557041	0.963474123974886	0.84799690655495	0.432959407276106	1.14404636961671	0.963474123974886	0.613531652917927	0.31034012061215	0.20163386116965	1.4594316186373	0.722466024471091	0.505890929729957	0.16349873228288	0.111031312388744	0.286881147788162	0.422233000683048	0.855989697308481	2.16349873228288	0	0	0	0.622930350920177	0.659924558402378	2.60407132366886	0.782408564927373	1.25096157353322	0.575312330687437	1.89530262133331	1.23266075679027	1.82374936030827	0	0.948600847493356	1.27500704749987	2.26603689399532	0.475084882948783	0.389566811762726	1.22032995487956	0.321928094887362	0.632268215499513	0.641546029087524	5.1168637576909	2.19219416528334	1.11103131238874	0	1.13093086982645	2.01435529297707	1.09761079662642	0	1.89917563048051	0	1.9560566524124	0.443606651475615	0.650764559116902	0.55581615506164	0.124328135002202	0.773996325111173	0.887525270741587	0.367371065648529	0.799087306074004	0.765534746362977	0.31034012061215	0.575312330687437	0.400537929583729	0.55581615506164	0.137503523749935	1.09761079662642	0.910732661902913	0.505890929729957	1.60407132366886	0.526068811667588	0.704871964456353	0.7311832415722	0.485426827170242	0.238786859587116	0.31034012061215	1.0071955014042	0.565597175854225	0.485426827170242	0.594548549550354	0.765534746362977	0	1.82374936030827	1.52105073690096	2.21723071622067	1.83995958748953	0.773996325111173	0.963474123974886	2.02856915219677	1.83187724119167	1.89917563048051	0.831877241191673	0.895302621333307	1.65992455840238	2.20163386116965	0.948600847493356	0.389566811762726	1.7311832415722
"C1QL2"	0.604071323668861	0	0.356143810225275	0.0840642647884745	0	0	0	0	2.51349074558812	0	0.0285691521967709	0.0285691521967709	0.0565835283663675	0.0285691521967709	0	0	0.650764559116902	0	0	0	0	0	0.422233000683048	0	0.956056652412403	0	0.250961573533219	0.150559676575381	0.0840642647884745	0	0	1.04264433740849	0.137503523749935	0.0840642647884745	0.0285691521967709	0.070389327891398	0	0.0285691521967709	0.298658315564515	1.71808758396052	0	0.0426443374084937	0	0	0	0	0	0	0	0	2.04264433740849	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	2.70929063572336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0285691521967709	0.0285691521967709	0	0.189033824390017	0	0.298658315564515	0.22650852980868	0	0.238786859587116	0.0976107966264223	0.20163386116965	0.070389327891398	0	0.22650852980868	0	0.124328135002202	0	0	0.0426443374084937	0	0	0.124328135002202	0.0426443374084937	0.20163386116965	0	0.286881147788162	0.31034012061215	0	0	0	0	0	0.250961573533219	0.0565835283663675	1.01435529297707	1.31034012061215	0.189033824390017	0.367371065648529	0.238786859587116	0.411426245726465	0.124328135002202	1.33342373372519	0	0
"ACTL8"	0	0	0.505890929729957	5.30888505741176	0	0	0	0	0	0.16349873228288	0.807354922057604	0.0426443374084937	0.344828496997441	0.070389327891398	0.871843648509318	0	0.713695814843359	0	0	0	0	0	1.91456452349394	0.910732661902913	0.250961573533219	6.17712050284652	0.782408564927373	0.443606651475615	0.20163386116965	0.111031312388744	0	0.238786859587116	0.150559676575381	1.96347412397489	0.367371065648529	1.75702324650746	0.485426827170242	1.36737106564853	1.4276061727819	1.18903382439002	0.505890929729957	0	0	5.02945288578697	0	0.782408564927373	0	1.18269229751619	2.10097764772482	0	0	0	0	0	0	0	0	0	0	0	0	0.214124805352847	0.22650852980868	0.150559676575381	0.124328135002202	0.070389327891398	0	0	0	0	0	0	0	0	0	0.739848102699327	0	0	0.0426443374084937	0	0	0.0426443374084937	0	0	0	0.0976107966264223	0.992768430768924	0	0.0840642647884745	0.22650852980868	0.422233000683048	0	0.903038270112912	0	0.0840642647884745	0	0	0	0.0426443374084937	0	0	0	0.0840642647884745	0.137503523749935	0.333423733725192	0.137503523749935	0	3.40053792958373	2.68929916053589	0	0	1.18269229751619	1.51096191927738	0.0285691521967709	4.66959375118833	5.13216552547809	0	0	0.933572638261024	0.321928094887362	1.51096191927738	0.613531652917927	0.070389327891398	0.31034012061215
"CCNA1"	0	0	0.31034012061215	0.432959407276106	0	0	0	0	0	0.575312330687437	0.150559676575381	0.0426443374084937	3.73984810269933	0.137503523749935	0.286881147788162	0	0	0	0	0	0	0	0.298658315564515	0.687060688339892	1.52606881166759	0.432959407276106	0.400537929583729	0.0426443374084937	0.823749360308273	0.594548549550354	0.31034012061215	0.400537929583729	0.16349873228288	0.137503523749935	0.443606651475615	0.367371065648529	0.111031312388744	1.11103131238874	0.344828496997441	3.35895882583233	0.22650852980868	0.333423733725192	0.111031312388744	0.111031312388744	0	0	0	0	0.855989697308481	0	0	0	0	1.13750352374994	1.4276061727819	0	0	0.739848102699327	0	0	0.6959938131099	0.22650852980868	1.1243281350022	3.4995270242151	0.516015147003665	0.565597175854225	0	0.722466024471091	1.34482849699744	0	0	0	0	0	0	0	0	0	0.526068811667588	0.37851162325373	0.31034012061215	0.263034405833794	0.37851162325373	0.475084882948783	0.22650852980868	0.356143810225275	0.356143810225275	0.22650852980868	0.31034012061215	0.214124805352847	0.389566811762726	0.0840642647884745	0.0840642647884745	0.263034405833794	0.111031312388744	0.389566811762726	0.400537929583729	0.807354922057604	0.263034405833794	0.27500704749987	0.0426443374084937	0.189033824390017	0.565597175854225	0.956056652412403	0.516015147003665	0.443606651475615	0.650764559116902	0	0	0	0	0	1.02856915219677	0.27500704749987	0.356143810225275	0.286881147788162	0.75702324650746	1.16992500144231	4.24031432933371	0.495695162624069	0.31034012061215	0.0840642647884745	2.05658352836637	3.78135971352466
"LIPG"	0.604071323668861	0.432959407276106	1.18903382439002	3.34624777408278	0.432959407276106	0.389566811762726	1.46466826700344	0.871843648509318	0.978195629681652	1.57046293102604	0.16349873228288	1.58976348698498	0.887525270741587	0.070389327891398	0.704871964456353	1.26303440583379	1.40053792958373	0.773996325111173	1.72246602447109	0.871843648509318	0.475084882948783	0.933572638261024	0.790772037862	4.7457751494858	1.99638874644762	1.47508488294878	2.40871186102943	1.03562390973072	1.9560566524124	1.0496307677246	1.14404636961671	1.06350294230616	0.7311832415722	1.20163386116965	1.86789646399265	1.89917563048051	1.28688114778816	2.26603689399532	2.58014548442338	1.35614381022528	1.13093086982645	1.85199883711245	1.15055967657538	1.37295209791183	1.07724299893246	0	0	0	0	0	0.925999418556223	0	0	1.23266075679027	0	0	0	0.782408564927373	0	0	0	1.0071955014042	0.22650852980868	1.11103131238874	2.13422093976063	0.400537929583729	0	0	0.650764559116902	0	0	1.55090066464752	0	0	1.6959938131099	1.32768736417605	0	2.47248777146274	1.0496307677246	0.526068811667588	1.01435529297707	0.933572638261024	0.941106310946431	1.58976348698498	0.545968369105292	1.23266075679027	0.925999418556223	0.659924558402378	1.71369581484336	1.06350294230616	0.985500430304885	0.815575428862573	1.9297909977186	0.831877241191673	0.0565835283663675	2.4931349223055	1.43295940727611	2.47248777146274	2.48026512205446	0.831877241191673	2.23266075679027	0.799087306074004	1.22032995487956	1.23266075679027	1.67355642399014	1.80322703643493	1.35049724708413	0	1.63226821549951	0	1.14404636961671	0	1.9297909977186	2.5033487351675	1.79493566280354	2.40871186102943	3.03738222200308	1.64154602908752	2.75060650483559	2.55090066464752	1.38956681176273	1.94860084749336	2.50589092972996	1.86393845042397
"C15orf55"	0.855989697308481	0.443606651475615	0.0143552929770701	0.124328135002202	1.29865831556452	0	1.17632277264046	1.32768736417605	2.46205231879643	0	0.0285691521967709	0	0	0	0	0.604071323668861	2.28983446517751	0.799087306074004	0.650764559116902	2.14404636961671	1.38956681176273	0.956056652412403	0	0	0	0	0.0143552929770701	0	0.0976107966264223	1.39506279951758	0	0.070389327891398	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0.0565835283663675	0	0.411426245726465	1.19534759832222	0	1.15704371014558	0.411426245726465	0.687060688339892	0	0.839959587489532	0.356143810225275	0.831877241191673	0.333423733725192	0	1.31614574229336	0.613531652917927	0	0	0	0	0.0143552929770701	0	0	0	0.903038270112912	0.910732661902913	1.73552217729654	0.356143810225275	2.13750352374994	0	1.20163386116965	1.790772037862	0	0	0	0.0143552929770701	0	0	0	0	0	0	0.0143552929770701	0	0	0.0143552929770701	0.0285691521967709	0.0426443374084937	0.0143552929770701	0.070389327891398	0.0565835283663675	0	0	0	0	0.0565835283663675	0	0.0426443374084937	0	0	0	0.0143552929770701	0	0.137503523749935	1.24488705912353	1.82374936030827	1.27500704749987	0.505890929729957	0.37851162325373	0.0143552929770701	0.526068811667588	0.0426443374084937	0	0	0.0285691521967709	0	0	0.0285691521967709	0	0.0976107966264223	0.27500704749987
"KIFC3"	1.91073266190291	1.89530262133331	4.57167680997093	4.08236196955747	4.99909803370561	1.15055967657538	1.67355642399014	1.0071955014042	2.93545974780529	3.20789285164133	2.62993940943954	1.83592407425437	3.31469652565629	1.78659636189081	2.75702324650746	4.20945336562895	2.97452931248388	4.14241343787374	4.3327079336406	2.26002565596146	1.9560566524124	0.678071905112638	4.72027846523333	2.28392177230762	4.26528685756517	2.72465027173297	3.34056226902641	3.37016428054021	2.96901230751632	3.790772037862	3.06004738366994	4.29498826769145	3.0071955014042	3.11103131238874	2.28095631383106	2.70265754339091	2.26603689399532	2.9126498648972	3.49697358099828	3.00180224263399	3.34340782229781	2.04264433740849	2.43295940727611	2.86393845042397	1.89530262133331	1.72246602447109	1.23878685958712	2.58736499093646	1.23266075679027	2.9560566524124	1.40599235967584	2.68257329734758	0	2.19849415363908	1.71369581484336	1.91838623444635	2.24184018356467	0.963474123974886	2.43295940727611	2.88362081628567	0	1.71808758396052	2.34766565630097	3.11270013274936	2.64385618977472	3.03210084316702	3.31469652565629	2.3533232911629	4.45746296464855	3.00898878322725	2.99276843076892	2.47767732756531	2.93357263826102	3.16188768237689	3.25247621413522	3.08236196955747	4.5933537709803	2.71808758396052	3.00539998774259	3.11769504266975	3.48542682717024	3.10097764772482	2.56315813040281	2.90110824301451	2.86591881455221	2.46466826700344	2.82578562746479	1.54101915313356	3.99819550315325	2.4594316186373	2.4032677223393	2.33913738491959	2.87970576628229	3.27202318906105	4.04526821513853	3.50969584193339	2.81966818349646	2.790772037862	2.9560566524124	2.92219784839637	2.62527048937469	2.17951105027151	2.52105073690096	3.15380533607904	3.4867143730307	2.5385381636298	3.98641093525204	1.85996954822103	3.08236196955747	0	1.9560566524124	2.07382023329167	2.95233356636969	2.53356334821451	3.88362081628567	4.5933537709803	4.5478199565777	4.37295209791183	3.21256933885081	3.60407132366886	2.26603689399532	2.83390207666916	2.58976348698498	2.50589092972996
