"BC_HKB0056_809_T"	"BC_HKB0187_1214_T"	"BC_HKB0775_1470_T"	"BC_HKB0899_M1605_T"	"BC_HKB2109_1628_T"	"HKB0004_3006_T"	"HKB0036_3006_T"	"HKB0089_3001_T"	"HKB0134_3006_T"	"HKB0211_3002_T"	"HKB0629_3000_T"	"HKB0698_3000_T"	"BC_HKB0543_1306_T"	"BC_HKB1385_1721_T"	"HKB0008_3006_T"	"HKB0040_3002_T"	"HKB0050_3005_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0120_3000_T"	"HKB0162_3006_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0112_933_T"	"BC_HKB0555_1321_T"	"BC_HKB0728_1447_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB1365_M1665_T"	"BC_HKB1370_1673_T"	"BC_HKB2114_1660_T"	"BC_HKB2116_1671_T"	"BC_HKB2119_1690_T"	"HKB0007_3005_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0092_3000_T"	"HKB0125_3006_T"	"HKB0132_3006_T"	"HKB0143_3006_T"	"HKB0164_3006_T"	"BC_HKB0662_1294_T"	"BC_HKB0904_1595_T"	"HKB0005_3001_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0084_3000_T"	"HKB0157_3006_T"	"HKB0210_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0677_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0582_1333_T"	"BC_HKB0668_1298_T"	"BC_HKB0689_M1326_T"	"BC_HKB0733_1459_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0772_1460_T"	"BC_HKB0786_1508_T"	"BC_HKB0827_1539_T"	"BC_HKB0828_M1542_T"	"BC_HKB0831_1520_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0882_1555_T"	"BC_HKB0902_1617_T"	"BC_HKB0917_1656_T"	"BC_HKB1366_1663_T"	"BC_HKB2106_1619_T"	"BC_HKB2107_1620_T"	"HKB0052_3000_T"	"HKB0074_3000_T"	"HKB0129_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0719_3002_T"	"BC_HKB0759_1488_T"	"BC_HKB0833_1552_T"	"BC_HKB0905_1623_T"	"BC_HKB1369_1679_T"	"BC_HKB2112_1636_T"	"BC_HKB2127_1726_T"	"HKB0035_3006_T"	"HKB0121_3006_T"	"HKB0159_3006_T"	"HKB0209_3004_T"	"HKB0228_3002_T"	"HKB0558_3000_T"	"HKB0599_3000_T"	"HKB0668_3000_T"	"HKB0097_3000_T"	"HKB0196_3006_T"	"BC_HKB0632_1381_T"	"BC_HKB0915_M1647_T"	"BC_HKB0921_1575_T"	"HKB0044_3006_T"
"C10orf50"	0	0	0	2.08746284125034	0	0	0	0.070389327891398	0	0.604071323668861	0.137503523749935	0	1	0	0	0.286881147788162	0.263034405833794	0.189033824390017	0.0565835283663675	0.124328135002202	0	0.0976107966264223	0.070389327891398	0.070389327891398	0.150559676575381	0.298658315564515	0.27500704749987	0.111031312388744	0.070389327891398	0	0.070389327891398	0	0.16349873228288	0.176322772640463	0.432959407276106	0.333423733725192	0.214124805352847	0.250961573533219	0.16349873228288	0.516015147003665	0.070389327891398	0.0426443374084937	0	0	1.23266075679027	0	0	0	0	0	0	0	0.0565835283663675	0.0840642647884745	0.124328135002202	0.070389327891398	0	0	0.0565835283663675	0.070389327891398	0	0	0	0.176322772640463	0.0426443374084937	0.0426443374084937	0	0	0	0.0565835283663675	0.250961573533219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0.16349873228288	0.0840642647884745	0	0.286881147788162	0.238786859587116	0.0565835283663675	0	0	0	1.02147972741045	0	0	0.111031312388744	0.0426443374084937	0.16349873228288	0.070389327891398	0	0.0426443374084937	0.070389327891398	0.0565835283663675	0.16349873228288	0	0	0	0	0
"LOC201651"	2.114367024952	0	2.75915583380027	1.47508488294878	0	0	0.0840642647884745	0.150559676575381	0.0426443374084937	0.070389327891398	0	0	0	1.22032995487956	0.124328135002202	0	0	0.344828496997441	0.0840642647884745	0.286881147788162	0.0426443374084937	0	0	0.895302621333307	0.070389327891398	0.070389327891398	0.22650852980868	0.0426443374084937	0.298658315564515	0	0.0565835283663675	0.516015147003665	0.070389327891398	0.0426443374084937	0	0	0	0	0.20163386116965	0	0.333423733725192	0.0285691521967709	4.5298209465287	3.22342254993494	2.10433665981474	2.67581593117227	0	1.42223300068305	2.34766565630097	0	0	2.66448284036468	0.0976107966264223	0	0	0.863938450423971	0	0.0565835283663675	0.286881147788162	0.214124805352847	0	1.76128527336162	0.584962500721156	0.150559676575381	0.0426443374084937	0.189033824390017	0.0976107966264223	0.0565835283663675	0.20163386116965	0	0.0426443374084937	0	1.04264433740849	0.941106310946431	0	1.6959938131099	2.71369581484336	0.992768430768924	2.78659636189081	1.04264433740849	0	0	1.1243281350022	2.02502879449152	0	2.64385618977472	2.19849415363908	2.85798099512757	1.59931779369823	3.51475349843975	1.8073549220576	0	2.35895882583233	3.09254574154357	1.13093086982645	0.238786859587116	0.516015147003665	0.20163386116965	0	0.344828496997441	0.321928094887362	0.0565835283663675	1.6507645591169	3.89627184880738	0	0	1.44890095114513	1.46988597627446	0.0426443374084937	0.0426443374084937	0.250961573533219	0.111031312388744	0	0.070389327891398	0.0565835283663675	0	0.0426443374084937	0	0	3.29130885982897	0.948600847493356	0
"ADIG"	0	0	0	0	0	0.0840642647884745	0	0	0	0.137503523749935	0	0	0	0	0	0.333423733725192	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0	0.815575428862573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27500704749987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0.0840642647884745
"ADAMTS20"	0	0	0	0	0	0.0976107966264223	0.070389327891398	0	0.0143552929770701	0.070389327891398	0	0.124328135002202	0	0	0.0565835283663675	0.111031312388744	0	0	0.31034012061215	0.0285691521967709	0.0426443374084937	0.0426443374084937	0.124328135002202	0	0	0.0285691521967709	0.286881147788162	0.344828496997441	0.16349873228288	0.111031312388744	0	1.4594316186373	0.0565835283663675	0	0.0426443374084937	0.0976107966264223	0.0426443374084937	0.0426443374084937	0.27500704749987	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0.124328135002202	1.68706068833989	0.137503523749935	0.0426443374084937	0.0976107966264223	0	0	0	0	0	0.0976107966264223	0	0	0.0143552929770701	0	0.871843648509318	0.0840642647884745	0.070389327891398	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214124805352847	0.070389327891398	0	0.0426443374084937	0	0.16349873228288	0.0285691521967709	0	1.96716860753263	0	0	0	0.807354922057604	0.0426443374084937	0	0.0285691521967709	0.0285691521967709	0.0143552929770701	0	0.0426443374084937	0.992768430768924	0.214124805352847	1.38404980679516	0.526068811667588	0.238786859587116	0	0
"PGLYRP1"	1.75702324650746	0	3.4541758931858	0	2.44625622988956	0	0	0	0	0.150559676575381	0	0	2.61353165291793	2.790772037862	0	0	0	0	0	0.20163386116965	0	0	0	0	0	0	0.238786859587116	0	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	3.63575439127776	2.8073549220576	3.92884403671257	0	1.71369581484336	2.72027846523333	0	0	0	2.790772037862	0	0	0	0.111031312388744	0	0.111031312388744	0	0	4.41616416473313	3.79805051476751	0	0	0.485426827170242	0	0	0	0	0	0	1.55090066464752	4.05918219921169	0	0	0	3.14567745519564	2.85598969730848	1.37851162325373	0	2.74200621086674	0	4.58135124716878	1.70929063572336	0	2.47767732756531	2.62527048937469	1.52606881166759	2.44095219802964	0	3.53729606709084	2.93922657772821	1.70487196445635	3.38266725274504	0	0	0.137503523749935	0	0	0	0	0	0	0	1.65992455840238	0	0	1.55581615506164	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	3.11270013274936	1.59931779369823	0
"OR3A2"	0	0	0	0	0	0	0.0976107966264223	0	2.39780296186249	0.176322772640463	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0.286881147788162	0	0	0	0.0840642647884745	0.070389327891398	0	0.070389327891398	0	0.070389327891398	0.286881147788162	0	0	0	0	0	0	0	0.27500704749987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0.0565835283663675	0	0	2.28688114778816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38956681176273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238786859587116	0	0	0.411426245726465	0	0.176322772640463	0	0	0	0	0	0	0	0	0.0840642647884745	0.070389327891398	0	0	0	0	0	0	0	0	0	0.0565835283663675
"GPR112"	0.495695162624069	0	0	0	0	0	0.0426443374084937	0	0.0285691521967709	0.111031312388744	0.0143552929770701	0	0	0	0.0143552929770701	0.0426443374084937	0	0.0285691521967709	0.0143552929770701	0.0143552929770701	0	0.0285691521967709	0	0.150559676575381	0.0143552929770701	0	0.20163386116965	0	0.0143552929770701	0	0.070389327891398	0.0285691521967709	0.124328135002202	0	0	0.0426443374084937	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701	0	0.0143552929770701	0.0565835283663675	0	0	0	0.0143552929770701	0	0.0143552929770701	0.0143552929770701	0.0426443374084937	0.0285691521967709	0.0143552929770701	0.0143552929770701	0.0285691521967709	0.443606651475615	0	0	0	0	0	0.454175893185802	0	0	0	0	0	0.454175893185802	0	0	0	0	0	0	0	0.443606651475615	0	0	0	0.0565835283663675	0.124328135002202	0.0143552929770701	0	0.070389327891398	0.0143552929770701	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0285691521967709	0	0	0.0143552929770701	0.0285691521967709	0	0	0	0.0143552929770701
"ART1"	0	0	1.09085343045111	0	0	0	0	0.475084882948783	0	0	0	0.111031312388744	0	0	0.070389327891398	0	0	0	0.298658315564515	0.0565835283663675	0	0	0.137503523749935	0	0.0840642647884745	0	0.070389327891398	0.0976107966264223	0.464668267003444	0.150559676575381	0	0.176322772640463	0	0	0	0.214124805352847	0.111031312388744	0	0.464668267003444	0	0	0.189033824390017	1.36737106564853	0	0	0	0	0	0.84799690655495	0	2.24184018356467	0	0.37851162325373	0.150559676575381	0.189033824390017	2.97819562968165	0	0.250961573533219	0	0.263034405833794	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0.933572638261024	0	0	0	2.33913738491959	2.68929916053589	0	0	0	1.37851162325373	0	1.28095631383106	0	0	0	0	0	0	0	0	0	0	1.63691458035588	0	0	0	0	0	0	0	0.650764559116902	0	0	1.99638874644762	0	0.887525270741587	0	0	0.0426443374084937	0.137503523749935	0.0565835283663675	0	0.0976107966264223	0	0.659924558402378	0	0.111031312388744	1.60407132366886	0	0	0.432959407276106
"OR3A3"	0	0	0	0	0.978195629681652	0	0	0	0.124328135002202	0	0	0.070389327891398	0	0	0	0	0	0.150559676575381	0	0	0	0.432959407276106	0.16349873228288	0	0	0	0	0	0	0	0	0	0	0	0	0.16349873228288	0	0	0	0	0.070389327891398	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	5.2098432305255	0	0	0	0	0	0.0840642647884745	0	0	0	1.19534759832222	0	2.28392177230762	2.56071495447448	0	1.84398384404833	0	1.02856915219677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	1.790772037862	0	0	0	0	0	0	0	0	0	0	0	1.29865831556452	0	0	0.070389327891398
"RGSL1"	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0.0143552929770701	0	0	0.0426443374084937	0	0	0	0	0.0426443374084937	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0.0285691521967709	0	0	0	0	0	0	0	0.111031312388744	0.0285691521967709	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.739848102699327	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0
"DRP2"	0	0	0	0	0.16349873228288	0.22650852980868	0.20163386116965	0.20163386116965	0.22650852980868	0.389566811762726	0.124328135002202	0.823749360308273	0.356143810225275	0	0.6959938131099	0.55581615506164	0.333423733725192	0.773996325111173	0.400537929583729	0.20163386116965	0.263034405833794	0.150559676575381	0.137503523749935	0.485426827170242	0.286881147788162	0.137503523749935	0.344828496997441	0.389566811762726	0.137503523749935	0.84799690655495	0.516015147003665	0.137503523749935	0.650764559116902	0.344828496997441	0.22650852980868	0.641546029087524	0.22650852980868	0.150559676575381	0.704871964456353	0.0426443374084937	0.176322772640463	0.124328135002202	0	0	0	0	0	0	0	0	0	0.286881147788162	1.0071955014042	0.367371065648529	0.575312330687437	0.238786859587116	0.31034012061215	0.298658315564515	0.485426827170242	0.22650852980868	0	0.485426827170242	0.0976107966264223	0.214124805352847	0.286881147788162	0.422233000683048	0.250961573533219	0.16349873228288	0.214124805352847	0.111031312388744	0.27500704749987	0.400537929583729	0	0	0	0.250961573533219	0	0	0.985500430304885	0	0	0	0	0	0	0	0	0	0	0.250961573533219	0	0	0	0.443606651475615	0.839959587489532	0.176322772640463	0.0976107966264223	0.189033824390017	0.31034012061215	0.070389327891398	0.238786859587116	0.124328135002202	0	0	0.22650852980868	0	0	0.20163386116965	0.400537929583729	0.31034012061215	0.367371065648529	0.238786859587116	0.584962500721156	0.622930350920177	0.485426827170242	0.895302621333307	0.137503523749935	0.454175893185802	0	0	0.20163386116965	0.613531652917927
"KRT74"	0	0	0	0	0	0.0565835283663675	0	0	0.0840642647884745	0.0976107966264223	0	0.0143552929770701	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0.0426443374084937	0	0	0	0	0.0426443374084937	0	0	0	0	0.0565835283663675	0	0.0285691521967709	0	0.137503523749935	0	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.0565835283663675	0.070389327891398	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.0143552929770701	0	0	0	0	0	0	0	0.0143552929770701
"C10orf40"	0	0	0	0	0	0	0.0285691521967709	0	0	0.0565835283663675	0	0	0	0	0.0426443374084937	0	0	0	0	0.0285691521967709	0	0	0	0	0	0.0426443374084937	0	0	0	0.0426443374084937	0.0426443374084937	0	0	0	0	0.0426443374084937	0	0	0	0.0565835283663675	0	0	0	0	0.807354922057604	0	0	0	0	0	0	0	0	0.0840642647884745	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.611172380044	0	0	0	0	0.678071905112638	0	0	0	0	0	0	0	0	0	0	0	0	1.53106949272595	0.0285691521967709
"DMRTC2"	0	0	0	0	0	0.214124805352847	0	0.516015147003665	0	0.0285691521967709	0	0	0	0	0	0.321928094887362	0	0	0.53605290024021	0.16349873228288	0.0976107966264223	0	0	0.0426443374084937	0.687060688339892	0.454175893185802	0.0840642647884745	0	0	0.250961573533219	0	0.150559676575381	0.250961573533219	0.37851162325373	0.0426443374084937	0.0426443374084937	0	0	0.0426443374084937	0	0	0.632268215499513	0	0	0	0	0.831877241191673	0	0	0	0	0	0	0	0.0285691521967709	0.678071905112638	0.6959938131099	0.150559676575381	0.0285691521967709	0	0	0	0.124328135002202	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0.475084882948783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0	0.111031312388744	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.0840642647884745	0.298658315564515	0.111031312388744	0	0	0	0	0.475084882948783
"FAM71F1"	0	0	0	0	0	0.0976107966264223	0.669026765509631	0.0426443374084937	0.070389327891398	0.16349873228288	0	0.948600847493356	1.13750352374994	0	0.176322772640463	0.356143810225275	0.0565835283663675	0.0426443374084937	0.070389327891398	0.176322772640463	0.27500704749987	0.214124805352847	0.0840642647884745	0.124328135002202	0.137503523749935	0.22650852980868	0.286881147788162	0	0.286881147788162	0.0426443374084937	0.150559676575381	0.0426443374084937	0.189033824390017	0.070389327891398	0.124328135002202	0.321928094887362	0	0.124328135002202	0.137503523749935	0.298658315564515	0.0840642647884745	0.070389327891398	0	0	0	0	0	0	0	0	2.94110631094643	0	0.31034012061215	0.250961573533219	0.150559676575381	0.070389327891398	0	0.0840642647884745	0.070389327891398	0.20163386116965	0	0	0.0976107966264223	0.070389327891398	0.333423733725192	0.0565835283663675	0.070389327891398	0.0840642647884745	0.604071323668861	0	0.0840642647884745	0	0	0	0.704871964456353	0	0	0	0	0	0	0	1.83995958748953	1.31034012061215	0	0	1.4541758931858	2.09423606984577	0	0	0	0	0.807354922057604	0	1.44890095114513	0.985500430304885	0.22650852980868	0.333423733725192	0.505890929729957	0	0	0	0	0	0	0	0	0	0.176322772640463	0	0	0.22650852980868	0.565597175854225	0.214124805352847	0.333423733725192	0.286881147788162	0.250961573533219	0.0285691521967709	0	2.0703893278914	0	1.37295209791183
"FAM170B"	0	0	0	0	0	0.0426443374084937	0.0976107966264223	0.0285691521967709	0	0.137503523749935	0	0	0	0	0	0.111031312388744	0	0.0565835283663675	0.0426443374084937	0	0	0	0	0	0.0565835283663675	0.0565835283663675	0	0.0426443374084937	0	0.111031312388744	0.0565835283663675	0.0426443374084937	0.0565835283663675	0.16349873228288	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0.0426443374084937	0	0	0.0426443374084937	0	0	0	0	0	0	0	0.0426443374084937	0	0.0565835283663675	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0.0565835283663675	0	0	0	0.124328135002202	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.16349873228288	0.0426443374084937	0	0	0	0
"IMP5"	0	0	1.24488705912353	0	0.495695162624069	0.0285691521967709	0.0285691521967709	0	0	0.0840642647884745	0.0285691521967709	0	0	0	0.0426443374084937	0	0	0	0	0	0	0.545968369105292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67129337248158	2.10433665981474	3.24792751344359	1.38404980679516	0	4.47702965301306	1.54596836910529	0	4.62234472272424	4.06091204958787	0	0	0	0	0	0	0	0	0	3.70818723602071	0.0285691521967709	0	0.070389327891398	0	0.0565835283663675	0	0	0	0	0	2.99819550315325	0	1.01435529297707	0	0	0	1.85598969730848	0	0	4.39848719001897	1.63691458035588	5.75648960675997	5.40565206128037	3.99276843076892	0	5.04701481951759	0.678071905112638	0	5.20554891117303	0	0.687060688339892	1.53605290024021	0	0	0	0	0	0	0	0	1.82781902461732	0	2.81966818349646	4.22342254993494	4.03298241669943	0	0	0	0	0	0	0	0	0	0	0	1.79493566280354	0	0	0
"AQP8"	0	0	0	0	0	0.0426443374084937	0.0426443374084937	0	0	0	0	0	0	0	0.22650852980868	0	0	0.0565835283663675	0.0840642647884745	0	0	0.0426443374084937	0.111031312388744	0.0565835283663675	0.070389327891398	0	0	0.0426443374084937	0.20163386116965	0	0	0.0565835283663675	0	0.137503523749935	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0.124328135002202	0	0.0565835283663675	0.0565835283663675	0	0.0426443374084937	0.0565835283663675	0	0	0	0	0	0	0	0	0.0565835283663675	0	0.16349873228288	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14404636961671	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0.189033824390017	0	0	0.124328135002202	0.250961573533219	0	0	0	0	0	0	0	0.16349873228288	0	0.189033824390017	0	0	0.111031312388744	0	0	0.0426443374084937	0.0840642647884745	0	0	0	0.250961573533219
"IL31RA"	0	0	0	1.15704371014558	0	0.389566811762726	0.124328135002202	0.111031312388744	0.7311832415722	0.214124805352847	0.0285691521967709	0.070389327891398	0.526068811667588	0	0.0285691521967709	0.594548549550354	0.0976107966264223	0.0426443374084937	0.0976107966264223	0.0976107966264223	0.298658315564515	0.31034012061215	0.0426443374084937	0.0976107966264223	0	0.748461233004036	0.27500704749987	0.070389327891398	0	0.0976107966264223	0.0840642647884745	0.0976107966264223	0.0565835283663675	0	0.0840642647884745	0.31034012061215	0.0426443374084937	0.333423733725192	0.454175893185802	0.37851162325373	0.238786859587116	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0.124328135002202	0.137503523749935	0.0426443374084937	0.176322772640463	0.111031312388744	0.0840642647884745	0	0	0.137503523749935	0.176322772640463	0.111031312388744	0.263034405833794	0.27500704749987	0.53605290024021	0.0840642647884745	0	1.23266075679027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.137503523749935	0	0.0565835283663675	0.443606651475615	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.31034012061215	0.0285691521967709	0.0426443374084937	0.0285691521967709	0.070389327891398	0.0285691521967709	0.0285691521967709	0	0	0	0.31034012061215
"ATP1B4"	0	0	0	0	0	0	0.0143552929770701	0	0.0143552929770701	0.137503523749935	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422233000683048	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0285691521967709	0	0.0143552929770701	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.985500430304885	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OLIG3"	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0.0285691521967709	0.985500430304885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0.0565835283663675	0	0	0.0285691521967709	0	0.941106310946431	0	0	0.0285691521967709	0	0	0.594548549550354	0	0	1.02147972741045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0.111031312388744	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0.565597175854225	0	0.0976107966264223
"RBPJL"	0	0	2.11769504266975	3.47508488294878	0	0.0285691521967709	0.0143552929770701	0	0.0285691521967709	0	0	0	0.485426827170242	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	2.03913839390696	0	1.04264433740849	0	0.641546029087524	0	0	0	0.799087306074004	0	0	0	0	0	0	0	0	0.0285691521967709	1.43295940727611	0	0.0285691521967709	0	0	0.0143552929770701	0	0.367371065648529	0	0	0.0976107966264223	0	0.604071323668861	0	0	0	0	0.970853654340484	0.432959407276106	0.594548549550354	1.83187724119167	0.565597175854225	0.650764559116902	1.78240856492737	0.669026765509631	0	0	1.20789285164133	1.29865831556452	0.641546029087524	0	0	1.57531233068744	1.34482849699744	1.43295940727611	0	0	0	0	0	0	0	0	0.739848102699327	0	1.58014548442338	0	1.64616265715789	0	0	0	0	0	0	0	0	0	0	0	0	2.32481060342048	0
"KCNA7"	0.669026765509631	1.54101915313356	2.77188557851537	0.799087306074004	2.11103131238874	0.0143552929770701	0.0285691521967709	0	0.150559676575381	0.622930350920177	0	0	0.918386234446348	1.62760683812965	0	0.0143552929770701	0	0	0	0.0565835283663675	0	0.0143552929770701	0	0.0143552929770701	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	4.12101540096137	1.07724299893246	3.41683974191283	2.83592407425437	0	1.21412480535285	0.27500704749987	1.83995958748953	0.495695162624069	3.22804904788446	0	0	0	0.0426443374084937	0	0.0143552929770701	0	0	0	0.963474123974886	0.0143552929770701	0	0.0565835283663675	0.0143552929770701	0.0143552929770701	0.137503523749935	0	0	0.0143552929770701	0.815575428862573	0.895302621333307	0.575312330687437	0.941106310946431	0.678071905112638	2.4541758931858	0.344828496997441	1.46466826700344	0.356143810225275	2.48542682717024	1.63691458035588	3.54966917072649	0.622930350920177	1.97085365434048	1.8073549220576	1.37295209791183	1.55090066464752	2.67355642399014	2.02856915219677	2.12763327972587	1.97452931248388	2.4905701304462	1.43295940727611	2.14730669878029	0	0.0143552929770701	0.0426443374084937	0	0	0	0	1.58496250072116	2.33628338786443	1.40053792958373	2.09761079662642	2.97452931248388	0.298658315564515	0	0	0	0	0	0	0	0.0565835283663675	0	0	0.632268215499513	1.26303440583379	0.321928094887362	0
