"BC_HKB0728_1447_T"	"BC_HKB0754_1481_T"	"HKB0036_3006_T"	"HKB0092_3000_T"	"HKB0211_3002_T"	"BC_HKB0740_1454_T"	"HKB0005_3001_T"	"HKB0006_3006_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0031_3001_T"	"HKB0033_3006_T"	"HKB0035_3006_T"	"HKB0038_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0056_3002_T"	"HKB0064_3004_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0070_3002_T"	"HKB0078_3000_T"	"HKB0079_3006_T"	"HKB0080_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0094_3006_T"	"HKB0096_3001_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0102_3006_T"	"HKB0104_3006_T"	"HKB0106_3006_T"	"HKB0108_3000_T"	"HKB0109_3006_T"	"HKB0115_3006_T"	"HKB0120_3000_T"	"HKB0123_3006_T"	"HKB0124_3003_T"	"HKB0125_3006_T"	"HKB0129_3000_T"	"HKB0137_3002_T"	"HKB0141_3006_T"	"HKB0143_3006_T"	"HKB0147_3000_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0159_3006_T"	"HKB0160_3000_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0168_3006_T"	"HKB0179_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0191_3001_T"	"HKB0194_3006_T"	"HKB0196_3006_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0210_3006_T"	"HKB0214_3006_T"	"HKB0217_3005_T"	"HKB0219_3001_T"	"HKB0220_3000_T"	"HKB0221_3001_T"	"HKB0222_3006_T"	"HKB0225_3001_T"	"HKB0226_3001_T"	"HKB0227_3006_T"	"HKB0228_3002_T"	"HKB0230_3006_T"	"HKB0232_3000_T"	"HKB0233_3006_T"	"HKB0540_3000_T"	"HKB0552_3000_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0585_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0620_3000_T"	"HKB0629_3000_T"	"HKB0638_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0653_3000_T"	"HKB0656_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0674_3000_T"	"HKB0692_3000_T"	"HKB0701_3000_T"	"HKB0713_3000_T"	"HKB0718_3000_T"	"HKB0721_3000_T"	"HKB0722_3002_T"	"HKB0726_3000_T"	"HKB0734_3000_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0744_3000_T"	"HKB0748_3000_T"	"HKB0750_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"HKB0074_3000_T"	"HKB0127_3006_T"	"HKB0132_3006_T"	"HKB0161_3001_T"	"HKB0207_3001_T"	"HKB0573_3000_T"	"HKB0719_3002_T"
"GABRA1"	0	0	0.0565835283663675	0.0143552929770701	0	0	0.070389327891398	0.0143552929770701	0.0143552929770701	0.0143552929770701	0.0143552929770701	0.0143552929770701	0.0143552929770701	0.0143552929770701	0	0	0	0.0143552929770701	0.0143552929770701	0	0.0143552929770701	0	0	0	0	0.0285691521967709	0	0	0	0	0.0143552929770701	0	0	0	0.0143552929770701	0.0285691521967709	0	0	0.0143552929770701	0	0	0.0285691521967709	0	0	0	0	0	0	0	0.0143552929770701	0	0	0.0143552929770701	0.189033824390017	0	1.43295940727611	0.0143552929770701	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0.0143552929770701	0	0	0	0.0285691521967709	0.0143552929770701	0	0	0	0.214124805352847	0	0	0	0	0	0	0	0	0.0143552929770701	0.0426443374084937	0.070389327891398	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0.0143552929770701	0	0	0	0	0	0	0	0.0143552929770701	0	0.070389327891398	0	0.0285691521967709	0.0840642647884745	0	0.0426443374084937	0	0	0.0143552929770701	0.0143552929770701
"SLC22A14"	0	0	0.356143810225275	0.070389327891398	0	0	0	0.0285691521967709	0.0426443374084937	0.0426443374084937	0	0	0.0565835283663675	0.124328135002202	0.137503523749935	0.16349873228288	0.16349873228288	0.189033824390017	0.238786859587116	0.0426443374084937	0.0426443374084937	0.0426443374084937	0.150559676575381	0.0840642647884745	0	0.150559676575381	0.0426443374084937	0.0426443374084937	0.0285691521967709	0.0426443374084937	0	0.0565835283663675	0	0.070389327891398	0.0976107966264223	0.0840642647884745	0.0426443374084937	0.070389327891398	0.0976107966264223	0.070389327891398	0.0565835283663675	0.176322772640463	0.124328135002202	0.0976107966264223	0	0.0840642647884745	0	0	0.0426443374084937	0.189033824390017	0.0285691521967709	0.0426443374084937	0.298658315564515	0.150559676575381	0.0976107966264223	0.16349873228288	0	0.0565835283663675	0.20163386116965	0.070389327891398	0.16349873228288	0.286881147788162	0.0976107966264223	0.27500704749987	0.070389327891398	0.0565835283663675	0	0.0426443374084937	0.0426443374084937	0.137503523749935	0.0426443374084937	0	0.189033824390017	0.070389327891398	0.0426443374084937	0	0.124328135002202	0	0	0	0.0565835283663675	0.124328135002202	0.0285691521967709	0	0.0285691521967709	0	0	0	0.0285691521967709	0	0	0.0426443374084937	0.0426443374084937	0.0426443374084937	0.0426443374084937	0	0	0	0.0426443374084937	0	0	0	0	0.0976107966264223	0.0426443374084937	0	0	0	0.20163386116965	0	0.070389327891398	0.505890929729957	0	0	0	0	0.0426443374084937	0.176322772640463	0	0.0285691521967709	0	0.0565835283663675	0.0426443374084937	0.16349873228288	0
"MED22"	2.72246602447109	3.34198574722862	4.7273759385949	4.14404636961671	4.50589092972996	1.74846123300404	4.02856915219677	4.23955079661364	3.97361127551947	4.29865831556452	3.62643913669732	3.68032435684402	3.49825086752783	3.79805051476751	3.92409988564074	3.71808758396052	3.73009646559547	4.39643353125099	3.85798099512757	3.61353165291793	3.57893871309339	4.42961596420174	3.65992455840238	4.79441586635011	3.68369645430652	4.01435529297707	3.43429461795993	4.42693561964834	3.5033487351675	3.37851162325373	3.49185309632967	4.38681094647222	3.27798474729977	3.71808758396052	3.80426011563474	3.37016428054021	3.4867143730307	3.32337006906127	3.84398384404833	3.69265037003553	2.75915583380027	3.23266075679027	3.3533232911629	3.15218341905505	3.34198574722862	3.53729606709084	3.64731450954714	3.33628338786443	4.42021289061078	3.72137265947682	3.58496250072116	3.6564963705535	3.57531233068744	3.60050764534579	3.674686619928	3.83693401132109	4.34127418369217	2.95046841415012	2.86195536414487	3.86492897228979	4.10097764772482	4.00629802390037	3.68594014844598	3.26603689399532	3.51222688651396	3.5909612413426	3.72465027173297	3.15218341905505	3.86393845042397	4.05224198118114	3.98093926608551	3.99276843076892	4.48928602262588	3.24640808724638	3.97911075501579	3.68144926531496	3.5909612413426	3.2585189247113	3.73876783680019	3.69488019279919	3.6915341649192	3.96901230751632	3.94860084749336	3.88264304936184	3.16992500144231	3.79805051476751	3.74523733212975	4.22265002245148	3.38681094647222	3.88655014732434	3.01792190799726	3.22650852980868	4.25247621413522	3.03738222200308	3.4276061727819	3.63459326844576	3.73335434061383	4.12845838414693	3.6667565918848	3.14241343787374	4.10265813136374	4.23725777090037	4.56132613645392	3.06350294230616	3.53977919169849	3.32337006906127	4.08915913191124	3.21567859660793	4.11270013274936	3.61235249875266	3.78031009904338	3.68144926531496	3.56924802986718	3.62993940943954	4.28835856219366	3.36737106564853	3.87578006306849	4.17232749165762	3.52732060787705	3.27351588970212	3.39369076418745	3.54843662469604	3.05831649559082	3.44493204894218	3.26303440583379
"BCDIN3D"	2.63226821549951	1.32192809488736	1.28688114778816	2.70487196445635	2.0036022366802	3.52732060787705	2.19849415363908	2.43028527297778	2.23266075679027	2.37851162325373	2.75274859140713	2.55826763405574	2.58255600301406	2.31614574229336	2.611172380044	1.63691458035588	1.95233356636969	2.74200621086674	2.38681094647222	2.08406426478847	2.01435529297707	2.31614574229336	2.44095219802964	1.63691458035588	2.6667565918848	2.10097764772482	2.63923216324928	2.13093086982645	1.83187724119167	2.88362081628567	1.80322703643493	1.85598969730848	2.64154602908752	2.8499992594661	2.09085343045111	2.41683974191283	2.70487196445635	2.01792190799726	2.64846544302731	2.54843662469604	1.94110631094643	2.26002565596146	2.98367769469807	2.47767732756531	2.44360665147561	1.96347412397489	2.48542682717024	2.75702324650746	1.83187724119167	2.60169651648096	2.03562390973072	2.88362081628567	1.77399632511117	2.56315813040281	2.36176835941915	3.43962313755712	2.26303440583379	1.41142624572647	2.20789285164133	3.04439411935845	2.41683974191283	2.40053792958373	2.46988597627446	1.87184364850932	2.25701061820602	2.0496307677246	1.81966818349646	2.65306001710456	3.05658352836637	2.58255600301406	1.62293035092018	2.64846544302731	2.24184018356467	2.15055967657538	2.17951105027151	2.76341157447001	2.95977015521147	2.28392177230762	2.77399632511117	2.55090066464752	2.39506279951758	2.66220549965362	2.85399564717639	2.50080205305716	2.91647664443772	2.68257329734758	2.51601514700366	2.42223300068305	2.35049724708413	2.72683121703249	2.38404980679516	2.62293035092018	2.08746284125034	2.57046293102604	2.97636363573276	2.60169651648096	2.11769504266975	2.27798474729977	2.68257329734758	1.85199883711245	2.15704371014558	2.44095219802964	1.88752527074159	2.16992500144231	2.53605290024021	2.53356334821451	2.10768786931437	3.08576455377831	1.98185265328974	3.29278174922785	2.57773093149008	2.5033487351675	2.28392177230762	2.41413553298445	2.68032435684402	2.34766565630097	2.13422093976063	2.72246602447109	2.46466826700344	2.3305584000308	2.18586654531133	1.78240856492737	2.37295209791183	1.63691458035588	2.25398926623079
"ANXA9"	5.86715516310751	5.73335434061383	0.333423733725192	2.63459326844576	0.189033824390017	5.22187708107703	0.189033824390017	5.51443791382931	7.24088671380497	5.28281043957256	5.18547014606694	4.5933537709803	3.5957423394744	3.63807383718072	4.13175409098481	3.76765479823735	0.748461233004036	4.21955576916691	3.97269265400426	3.97727992349992	4.51096191927738	1.27500704749987	4.04526821513853	0.150559676575381	4.72191944555154	1.85996954822103	3.02680005934372	5.04220656012069	0.526068811667588	3.90496571868403	3.72027846523333	0.0840642647884745	4.92552476974757	5.25058266478754	3.01613970265525	3.79389588254888	3.0071955014042	4.32696871158789	4.95512678126137	4.41413553298445	0.948600847493356	2.65535182861255	3.82578562746479	3.68257329734758	4.54905302933729	3.65306001710456	3.78135971352466	4.39437694495706	2.60407132366886	4.07553263116736	4.10097764772482	1.86789646399265	2.52606881166759	4.13175409098481	4.23035674505615	2.01792190799726	6.56147889150101	1.11769504266975	2.20476675065461	3.92314918047231	3.47638168756724	4.42961596420174	5.32768736417605	0.27500704749987	2.22958792274065	4.57046293102604	3.22958792274065	4.17392693199981	2.87578006306849	3.72574115650395	0.070389327891398	4.68481873755322	5.67919857056692	6.36859376265085	2.22032995487956	5.95953834111265	2.37573453858316	4.11769504266975	5.13010717865883	3.46205231879643	6.41193462479118	4.36457243229586	4.76234881564413	1.10433665981474	2.95233356636969	5.33306587807636	5.74980240168005	5.58556349845569	5.52042224852645	5.66391384211598	2.30742852519225	6.06501215043695	3.56437816856506	6.35085080548338	4.72574115650395	1.29278174922785	0.16349873228288	1.15704371014558	7.45770919335759	4.84849775538515	4.75435307169213	4.66106547980695	0.659924558402378	0.31034012061215	4.5197934862411	5.30414594120295	6.44642166708267	4.87725345387661	5.48960715674871	4.72628628972067	3.23725777090037	3.07895134139482	4.6507645591169	5.21179097625254	3.63343121035563	4.46270675067016	5.32984117653063	3.05137210172103	4.05484847699562	2.799087306074	2.86789646399265	3.47767732756531	5.141187525005	4.2149019101607	2.16992500144231
"GATA3"	6.50318969917099	6.17292748960384	4.50716034911752	5.48735771531155	1.20163386116965	7.89826882638549	2.05311133645956	7.64443315240625	6.61456262282411	7.72512763532061	6.97659276223859	7.28808166221375	6.84348142543246	7.38223493275113	7.45318830954823	6.78384949167809	3.22650852980868	5.66845955691538	7.50612903096129	7.51420118006028	7.5092999647965	3.16832111573972	7.71541294118676	1.24488705912353	7.28558716790947	5.47118746038699	6.75808993420181	8.5980525001616	3.4541758931858	7.10454633862346	5.81659970653491	1.72683121703249	7.54959216744175	7.4748416022578	2.71149490665009	7.96023367169445	6.91922088592516	7.22390516962996	7.8974824681961	6.59544398458948	7.34225249309993	4.86195536414487	6.86505273971927	7.09992635055603	7.12773644358883	6.21529030565123	6.28909670241999	7.56453060081634	5.73930807086039	7.29057185085208	6.23054888663476	7.34180788924394	6.66362925881475	8.15228484230658	7.79480573124665	8.76364394864155	8.85024935828633	4.09423606984577	3.36876834909033	7.92576211367192	6.47248777146274	6.65306001710456	8.23261279405682	4.34198574722862	5.78816365703777	7.42349413457339	7.02978414636955	7.46327913514142	8.14374033566664	7.48848287444453	0.432959407276106	7.41827429388054	7.61382629093404	8.01825582653617	7.4276899700137	6.98002530023873	8.75662303520315	8.51056638944875	7.24307875293456	8.30167909242713	7.14598307855043	7.91354767750997	6.6876206320849	4.87332106291482	4.91695427895322	6.73240488678496	6.45680614923047	7.72068888533212	6.58074849176377	6.55228483994351	7.09381367340273	6.68102752741937	6.58796498888268	6.39489136644259	7.12546513276478	7.30578816681099	3.45549162062847	3.27202318906105	6.34251918966061	6.6406787642337	7.16902303514792	5.46336088581666	4.19219416528334	4.68144926531496	6.35543919724869	6.96901230751632	6.86046625851717	6.4517056653563	6.64183500155537	7.03804103701151	7.0244748279521	7.50716034911752	6.62146583446014	6.39094277280254	6.45022149589718	8.50390522313617	6.82234775759704	4.69209237542757	5.91384682426304	6.13134253912326	6.06069593168755	7.13483699344912	6.9136075118231	5.70182625841205	5.43229133824778
"NPNT"	3.17632277264046	7.79253003271358	4.16027483140859	6.61058195849253	4.70099449416827	4.50462039240355	4.93451650158608	3.62293035092018	7.52112927870031	6.4937754084607	7.11186596386756	5.5512083739461	8.10491320322579	6.72955277045397	5.51222688651396	7.46123386127128	1.99638874644762	5.03826057517535	7.69536750746043	5.84824735270451	6.15441308517497	5.24107745817504	5.4905701304462	3.63226821549951	6.58150189667979	5.27649666564036	6.49217365961083	8.24621804640558	5.84272746929254	7.45499836344403	4.85349670370232	4.06263982828646	7.22689381357139	6.1876489953106	6.88874324889826	6.30669970727279	2.8073549220576	6.51554215807831	5.82476785314329	7.22804904788446	1.37295209791183	5.71506967937999	7.24193549589192	5.71287086768991	6.76712507726907	5.52199295640167	5.81659970653491	6.86294724802092	3.17472598770613	6.07189135305663	5.16872225436066	6.22226360352835	4.55765515472542	5.21023299009585	4.68985823631925	3.33199177823206	8.0524593691181	2.69376571221778	5.04832338653781	6.57485839129278	4.68144926531496	5.19455988602261	6.86406230285491	2.55581615506164	4.66049513188851	7.43621182095422	8.44592529857927	7.21218021004443	6.94731549160306	6.77056479197169	3.83491342970104	5.8073549220576	6.12948910151655	7.96156545264594	6.74227574754027	7.28706590735054	7.71080643369935	7.27872821293894	6.51538446063695	4.83187724119167	5.48992821940518	7.55159291829917	8.17552460108987	5.53729606709084	4.91312876781974	6.63633460244218	7.44857062600553	3.43162295971329	6.58871463558226	6.71808758396052	5.31324585178756	6.28188367456292	6.1906148602095	6.39300425689832	5.84272746929254	4.69209237542757	6.19021976366016	3.96254902292306	6.2473579161311	7.40437522692772	6.32427057158154	5.92884403671257	5.10601323762212	6.15562781584529	7.10402208445116	2.26303440583379	5.54411440220947	6.73782194014417	6.5978290978269	6.57500972029495	6.22496636500027	2.06350294230616	5.89457527317528	5.06350294230616	4.0232553523003	6.00405188450708	6.16671544496642	3.22342254993494	4.31324585178756	4.86245139132558	5.31759350462347	6.952450058359	6.28373660962484	4.74738739965272	5.68985823631925
"CCNG2"	3.91552090075196	3.92789645372882	3.64961545906341	4.27052894238072	5.57833494868161	4.8109571587378	4.0232553523003	5.05571626351254	5.63488363677538	5.57440430902258	5.21878116778407	6.2336196767597	6.13216552547809	5.98936611402606	5.8814199080924	5.7062542535732	4.4995270242151	4.61647532878288	6.13093086982645	5.32660925100527	4.66334461936609	4.08491465976794	4.98913900736823	4.13914201914569	5.87356715162175	4.21101219348551	5.44526320814044	5.71836162613835	4.59215800212536	5.02547181462118	5.14649230697719	4.08746284125034	5.74146698640115	5.29462074889163	3.96439863220318	5.21800615028443	5.52512925120397	5.62614706360372	6.22168378101097	4.83895176695194	5.10097764772482	4.01077983875324	5.60110220337641	4.70542503904273	5.35895882583233	5.21023299009585	5.10475598696226	5.09929520433777	5.67355642399014	6.26697389152185	5.23381138429316	6.15502057835857	4.22110372536788	5.20633064787105	4.47638168756724	5.13832300405648	5.06479664591181	5.15704371014558	4.08065766334523	6.28132732965948	5.57833494868161	4.92409988564074	5.19179950106508	4.21800615028443	4.50207595604579	5.37155886261196	5.22920335788675	5.11935617703968	6.60659028037053	7.4390412883696	3.75595576955096	4.56254772419912	4.54163873443614	5.62819033461521	3.99004721957379	6.22612314312524	6.18685706717715	4.5668151540109	6.48252564076792	5.54349588342577	6.18269229751619	5.40224465525408	5.02635744696384	4.74953426766926	3.34624777408278	6.5909612413426	5.79960542245267	7.05267672430358	5.10936055940423	6.38059093426592	4.11353381959191	5.9609286673117	5.77952238674377	5.98390566262789	4.67807190511264	4.00180224263399	4.70597790168252	3.86492897228979	5.62439338221977	5.25776496857139	5.86418614465428	5.92552476974757	4.86294724802092	4.24868662687383	6.01547080763938	6.49345520092618	8.48655349262453	5.77820857639809	5.50811168119346	6.69960715389318	6.83718638515903	6.77109325169954	5.02591469875079	6.05224198118114	4.82629424549963	5.31505896631662	5.42693561964834	4.50652577904312	5.62380834772639	5.10559427579519	4.61765111942733	5.72683121703249	4.71863561627134	5.02147972741045	5.88239850405388
"MCCC2"	4.42088657497553	6.51774811422812	4.37573453858316	6.62862780216015	4.38404980679516	6.30615285211144	3.95512678126137	6.5158575012579	7.75100838840963	7.49305484153943	6.77689356852207	6.88740341635232	5.58676474335514	6.71520699390357	5.38162946703366	5.51159454153741	5.8636907136601	5.75033852024471	5.47183776242229	6.58661464242998	5.24982454861618	5.43195718768673	5.82323984413102	4.87135084063403	6.228626318332	5.71066869967463	6.75488750216347	5.77452352959023	6.63343121035563	8.89887342577447	5.91719303692495	4.57106999816771	7.08809918399721	5.94953493301701	8.66473170654862	5.96416756068177	7.29103252558246	5.72819263549805	6.56376827845203	5.37851162325373	6.29167722317602	8.99098321497372	8.27449463583016	6.26753579806874	5.33485426933163	5.47183776242229	6.52465924141292	6.27164977245721	4.25776496857139	5.91025296279928	6.27351588970212	5.43962313755712	4.79753183957196	5.06263982828646	5.9518675043269	5.7273759385949	7.06220807756025	5.31288295528436	7.17022553160503	6.71053095249918	6.14343423678486	6.25757641795478	6.16631374788993	4.44426950241348	4.52606881166759	5.49825086752783	5.41244282477561	8.04007049144798	6.34536088953964	6.84310449661493	4.68032435684402	6.2861418728343	7.01502470527315	5.97475873047608	7.09000652990382	7.11519974938544	5.81890167588564	5.7967534769737	5.90303827011291	5.97796675761948	5.71369581484336	7.60584986719498	5.52136487844622	5.49121175600309	5.46368784220126	7.86108690599539	6.60035896754477	7.0390286957705	6.0360636887437	6.26716121802226	7.95396359887078	6.49681384064038	6.66305992374782	6.26978123827438	5.38024459047818	5.45779126025604	4.41345868800798	4.64212391615349	7.0723202160327	6.60836572316364	7.15714479229948	6.6646250548693	5.67440415393769	8.41345868800798	7.08852325661663	5.40837220357268	5.44658708530688	6.27370236873565	6.7221927608959	6.53496424980465	6.57697555420653	5.35614381022528	6.03804103701151	6.33449676839042	5.92694824794977	5.74335339094491	5.92671109909728	5.49825086752783	5.78031009904338	6.61102479730735	5.20672135743089	7.2170367925641	4.99457972421575	5.9174317553901	5.62351574149055
"MYO5C"	3.25398926623079	4.31179371775365	3.74523733212975	4.6046644151637	3.55336050333533	4.7771566660045	3.94766615679601	3.60644222813161	5.08746284125034	5.56742375770728	5.04919510562227	5.30524096595448	5.16510798514454	4.42155994490182	4.55826763405574	3.70818723602071	3.03033607837096	4.04875931191986	4.5837597536395	4.54287709935414	4.08236196955747	3.01970191444255	5.17791779219584	3.6959938131099	5.01524777369894	4.93451650158608	4.96116025813664	4.91838623444635	4.31179371775365	4.87085786436376	4.19770815795585	4.83187724119167	5.49249415167943	4.88996019965864	4.18189764310839	4.75488750216347	5.2349610948395	4.86591881455221	4.58074849176377	4.58496250072116	4.53605290024021	4.57228336665041	5.52481592835751	5.24906603385587	4.65821148275179	5.00405188450708	4.7839804136838	4.96393645214449	3.5033487351675	5.11727946005392	4.40053792958373	4.75648960675997	3.45285896471381	5.40633257782171	4.36387192485753	4.78816365703777	4.03298241669943	3.15218341905505	4.23342794374847	5.44923120066949	3.10097764772482	4.88117515534928	4.96208624985064	4.74146698640115	4.3037807481771	4.52919626799939	4.57410150808939	4.86937792403133	5.19455988602261	4.39025495632187	2.09423606984577	4.44824022521607	3.84096670448742	3.66902676550963	4.18189764310839	5.22226360352835	5.3526172989585	4.58736499093646	5.43128865429159	5.16430358309365	3.76341157447001	5.36176835941915	4.26903314645524	3.78345665436024	3.54349588342577	5.13750352374993	4.16671544496642	5.17232749165762	3.80529245560071	5.00405188450708	3.73660487531425	4.95046841415012	4.92647391125607	4.43895814789755	4.95698592461258	3.33913738491959	3.00898878322725	5.62614706360372	4.17791779219584	4.61765111942733	5.02103547951136	4.43762724831895	4.55458885167764	4.41074812818595	3.05658352836637	3.83289001416474	5.08788710093312	5.01881218574282	4.05658352836637	5.27239650903748	5.03738222200308	4.63052196347164	5.39985467357243	5.2364926183813	4.03033607837096	5.23189316164533	4.40053792958373	4.16751850373522	4.06436554026363	4.57470704641555	3.09423606984577	4.51475349843975	3.85798099512757	4.01346225980656	4.00270252037982
"ABLIM3"	2.21723071622067	3.33628338786443	2.28688114778816	2.44890095114513	1.43829285157915	4.89772447021644	1.88752527074159	5.34056226902641	3.06004738366994	5.41278152533848	3.84599177066457	4.72574115650395	3.04614178164472	4.17632277264046	3.05658352836637	1.65535182861255	1.92599941855622	4.6450098843911	3.79285535236249	4.21645486514476	3.32048467801769	0.807354922057604	3.25701061820602	1.48026512205446	4.62760683812965	2.0071955014042	4.57167680997093	3.40053792958373	2.32481060342048	0.887525270741587	0.887525270741587	0.855989697308481	4.02147972741045	4.22032995487956	4.50143914515887	4.47118746038699	5.31433399391901	5.04176864995163	3.82374936030827	3.37851162325373	4.71369581484336	4.32264926213102	4.88947354253111	2.99638874644762	1.41683974191283	5.01346225980656	4.29351763041742	4.28540221886225	0.948600847493356	3.53231695933277	3.24184018356467	3.68032435684402	2.56315813040281	5.85324716724215	3.75381844317354	5.114367024952	4.77346892790519	6.20672135743089	3.87381319835909	3.75595576955096	2.22958792274065	2.93734439215023	4.23878685958712	2.31614574229336	4.27127625917593	2.54101915313356	2.23572705983806	4.87970576628229	3.24031432933371	3.75274859140713	0.594548549550354	2.60880924267552	2.64846544302731	1.77820857639809	4.09508049190141	3.81249822533356	3.01792190799726	3.12763327972587	4.47183776242229	5.07681559705083	3.4276061727819	4.20711196120771	3.72246602447109	0.0840642647884745	1.39506279951758	5.00943675560809	2.19534759832222	4.83592407425437	1.81557542886257	2.38404980679516	1.33913738491959	3.39094277280254	2.10433665981474	4.25171909260596	3.72465027173297	2.58736499093646	0.575312330687437	1.26303440583379	3.26453643099903	4.01346225980656	3.81044310384517	3.53977919169849	1.82781902461732	6.18586654531133	3.33628338786443	4.30815697511476	1.13750352374994	1.85199883711245	4.68873986801449	2.50589092972996	2.16027483140859	4.1407786557828	3.24336442569366	5.27052894238072	1.81147103052984	5.66106547980695	4.58436125251871	2.43829285157915	3.55090066464752	2.97269265400426	2.06695024392463	4.2637856138908	3.49569516262407	2.84197311892718	3.48155728070859
