"BC_HKB0668_1298_T"	"BC_HKB0830_1541_T"	"BC_HKB0831_1520_T"	"BC_HKB0834_1553_T"	"BC_HKB2106_1619_T"	"HKB0050_3005_T"	"HKB0137_3002_T"	"HKB0168_3006_T"	"HKB0210_3006_T"	"HKB0211_3002_T"	"BC_HKB0112_933_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0775_1470_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB0905_1623_T"	"BC_HKB0917_1656_T"	"BC_HKB1385_1721_T"	"HKB0033_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0074_3000_T"	"HKB0094_3006_T"	"HKB0097_3000_T"	"HKB0102_3006_T"	"HKB0106_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0179_3006_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0219_3001_T"	"HKB0230_3006_T"	"HKB0552_3000_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0620_3000_T"	"HKB0719_3002_T"	"HKB0751_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0019_3006_T"	"HKB0023_3006_T"	"HKB0031_3001_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0056_3002_T"	"HKB0064_3004_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0115_3006_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0143_3006_T"	"HKB0157_3006_T"	"HKB0159_3006_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0182_3006_T"	"HKB0191_3001_T"	"HKB0194_3006_T"	"HKB0209_3004_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0221_3001_T"	"HKB0573_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0638_3000_T"	"HKB0653_3000_T"	"HKB0656_3000_T"	"HKB0659_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0674_3000_T"	"HKB0677_3000_T"	"HKB0683_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0721_3000_T"	"HKB0722_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0748_3000_T"	"HKB0752_3000_T"
"CCL24"	4.36527259976453	0	0	0	0	0	0.411426245726465	0	0.298658315564515	0.37851162325373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.863938450423971	0.565597175854225	0.333423733725192	0.356143810225275	0.485426827170242	0	0.27500704749987	0	0.782408564927373	0.286881147788162	0	0.650764559116902	0.53605290024021	1.13750352374994	0.925999418556223	1.20789285164133	0	0	0.956056652412403	0	0	0	0.356143810225275	0	0	0.344828496997441	0.27500704749987	0	0	0	0	0	0	0	2.41683974191283	0	0	0.575312330687437	0	0.823749360308273	0	0	0	0	0.855989697308481	0.298658315564515	1.29865831556452	0.432959407276106	0.545968369105292	0	0	1.43295940727611	0	0	0	0	0	0.584962500721156	1.55581615506164	0	0	0.526068811667588	0.475084882948783	0.454175893185802	0.903038270112912	0	0.344828496997441	0.55581615506164	0.831877241191673	0	0	0.250961573533219	0.286881147788162	0	0.956056652412403	0	0.286881147788162	0.298658315564515	1.08406426478847	0.298658315564515	0	0	0	0	0.55581615506164	0	0	0.321928094887362	0.799087306074004	0	0	0	0	0	0	0	0	0	0.344828496997441	0.20163386116965
"TMIGD3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LAIR2"	1.89917563048051	4.4995270242151	0	1.96716860753263	0	1.63691458035588	0.505890929729957	0.150559676575381	0.37851162325373	0.485426827170242	0	1.72683121703249	0	0	0	0	0	0	0	0	2.76765479823735	0	0	0	0	0	0.20163386116965	0.782408564927373	0.565597175854225	0.422233000683048	0.75702324650746	0.111031312388744	0	0.55581615506164	0.713695814843359	0	0.545968369105292	0.823749360308273	0.669026765509631	0.333423733725192	0.84799690655495	0.150559676575381	0.298658315564515	0.443606651475615	0.669026765509631	0.815575428862573	0.150559676575381	0.31034012061215	0.333423733725192	0.622930350920177	0.713695814843359	0.16349873228288	1.0071955014042	0.659924558402378	1.15704371014558	1.58014548442338	0	0	0	0	0	0	0.356143810225275	1.13093086982645	0.933572638261024	0.31034012061215	0.238786859587116	0.443606651475615	0.400537929583729	0.400537929583729	1.66902676550963	1.66902676550963	0.613531652917927	0.748461233004036	0.687060688339892	0.992768430768924	0.765534746362977	0.815575428862573	1.02856915219677	0.55581615506164	0.443606651475615	1.08406426478847	1.20163386116965	1.70043971814109	0.37851162325373	0.871843648509318	0.27500704749987	0.137503523749935	1.31614574229336	0.344828496997441	0.604071323668861	0.286881147788162	0.918386234446348	0.545968369105292	1.40053792958373	1.09085343045111	1.47508488294878	1.51601514700366	0.650764559116902	0.650764559116902	1.56071495447448	0.918386234446348	1.7311832415722	0.739848102699327	1.87970576628229	0.516015147003665	1.26903314645524	0	0.871843648509318	0.22650852980868	1.54101915313356	0.286881147788162	0.565597175854225	2.06695024392463	0.604071323668861	2.09761079662642	0.622930350920177	1.18269229751619	0.879705766282288	1.50589092972996	0.411426245726465	1.29865831556452	2.22032995487956	0.75702324650746	0.641546029087524	1.86393845042397
"RGS18"	1.54101915313356	0	0.748461233004036	0	1.49569516262407	1.65992455840238	0.613531652917927	0.75702324650746	1.05658352836637	1.31034012061215	3.17791779219584	0.687060688339892	1.02856915219677	0	0	1.8073549220576	0.678071905112638	0	0	0.722466024471091	1.01435529297707	1.10433665981474	0	0	2.44625622988956	1.32192809488736	1.34482849699744	1.58976348698498	1.89917563048051	2.50080205305716	1.23266075679027	1.10433665981474	1.54596836910529	0.659924558402378	2.09085343045111	1.02856915219677	1.84799690655495	2.10768786931437	0.941106310946431	1.71808758396052	1.48026512205446	1.91456452349394	1.22650852980868	1.1243281350022	1.93734439215023	2.6507645591169	0.807354922057604	0.910732661902913	0.613531652917927	1.53605290024021	1.11769504266975	1.18903382439002	1.4276061727819	1.48026512205446	1.51601514700366	0.622930350920177	0	0	0	0	0	0.604071323668861	1.44360665147561	1.39506279951758	1.14404636961671	0.641546029087524	1.13750352374994	1.91456452349394	0.925999418556223	0.863938450423971	3.00539998774259	2.18269229751619	0.815575428862573	1.790772037862	0.584962500721156	2.09085343045111	1.62293035092018	1.38956681176273	1.11769504266975	1.11103131238874	1.16349873228288	1.25096157353322	1.17632277264046	1.75274859140713	1.61823865559545	1.01435529297707	1.62760683812965	0.344828496997441	1.01435529297707	1.32192809488736	1.0496307677246	0.992768430768924	1.52105073690096	2.16992500144231	2.31034012061215	0.887525270741587	1.89141918684608	1.68257329734758	0.933572638261024	1.37851162325373	1.87970576628229	1.52105073690096	2.28983446517751	1.38956681176273	2.17312743348066	0.613531652917927	1.47508488294878	0.790772037862	0.823749360308273	0.594548549550354	2.13422093976063	0.454175893185802	1.06350294230616	2.32481060342048	1.07724299893246	1.35614381022528	1.01435529297707	0.895302621333307	2.28983446517751	1.53106949272595	1.02856915219677	0.650764559116902	2.60880924267552	1.30451104180995	1.20789285164133	1.73552217729654
"CEACAM21"	2.10433665981474	0	1.11769504266975	0	0	1.41683974191283	1.16992500144231	0.704871964456353	0.903038270112912	0.505890929729957	1.40599235967584	0	0.903038270112912	0	0	0	0	1.16992500144231	0	0	0	0.970853654340484	1.26903314645524	1	0	2.63923216324928	0.411426245726465	0.895302621333307	0.722466024471091	1.21412480535285	0.887525270741587	0.678071905112638	0.613531652917927	0.214124805352847	1.36737106564853	0.367371065648529	1.02147972741045	1.38956681176273	0.214124805352847	1.57531233068744	3.77082904603249	1.33913738491959	1.03562390973072	0.400537929583729	1.28688114778816	1.58496250072116	0.782408564927373	0.575312330687437	0.978195629681652	0.422233000683048	1.0496307677246	0.839959587489532	0.344828496997441	0.985500430304885	1.66448284036468	1.86393845042397	2.32768736417605	2.70487196445635	0	1.68706068833989	3.90592847817313	0.910732661902913	0.411426245726465	2.10768786931437	0.613531652917927	0.070389327891398	0.948600847493356	1.25701061820602	0.22650852980868	0.53605290024021	2.47767732756531	1.61823865559545	1.31614574229336	0.263034405833794	0.925999418556223	0.773996325111173	0.831877241191673	1.68706068833989	0.7311832415722	0.933572638261024	0.321928094887362	0.713695814843359	0.650764559116902	1.4276061727819	1.36737106564853	1.17632277264046	1.86393845042397	0.214124805352847	1.20163386116965	0.903038270112912	0.454175893185802	0.6959938131099	0.344828496997441	0.863938450423971	3.00539998774259	0.992768430768924	0.807354922057604	1.54101915313356	1.13750352374994	1.0071955014042	1.65992455840238	0.790772037862	1.38404980679516	2.31903981556254	1.39506279951758	0.20163386116965	1.26903314645524	0.871843648509318	0.584962500721156	0.55581615506164	0.6959938131099	0.75702324650746	1.4276061727819	2.24184018356467	0.84799690655495	0.773996325111173	0.887525270741587	2.09423606984577	1.84799690655495	2.13093086982645	0.31034012061215	0.871843648509318	2.52857131887076	0.713695814843359	1.63691458035588	0.713695814843359
"MS4A3"	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0.111031312388744	0	0.070389327891398	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0.0565835283663675	0	0	0	0.124328135002202	0.0565835283663675	0	0	0	0	0.0426443374084937	0.0426443374084937	0.189033824390017	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.238786859587116	0	0	0.0565835283663675	0	0	0	0	0	0.0565835283663675	0	0.0426443374084937	0	0	0	0.20163386116965	0	0	0	0.0565835283663675	0	0	0	0	0.238786859587116	0	0.111031312388744	0.070389327891398	0	0	0	0	0	0	0
"GJA5"	2.48026512205446	1.58496250072116	1.22650852980868	0.565597175854225	2.62058641045188	1.38404980679516	2.18586654531133	3.06350294230616	1.25096157353322	3.73876783680019	0.970853654340484	2.8073549220576	2.76553474636298	1.790772037862	1.03562390973072	2.49569516262407	2.04614178164472	3.23112515787905	2.11103131238874	2	3.0703893278914	2.88557436437143	4.5552026338783	3.98550043030489	3.10601323762212	3.82781902461732	2.87578006306849	2.97636363573276	3.03562390973072	2.84799690655495	2.03913839390696	2.23572705983806	2.06350294230616	2.34198574722862	3.9429835981871	3.0703893278914	2.75915583380027	3.30158764660319	2.22342254993494	3.25550073314839	2.97819562968165	3.15704371014558	2.95233356636969	2.96532254836725	3.53977919169849	4.26153081524341	3.17951105027151	3.15380533607904	2.80322703643493	3.08065766334523	2.90303827011291	2.57531233068744	1.25701061820602	3.33628338786443	2.87970576628229	5.05224198118114	2.64846544302731	2.41142624572647	3.5957423394744	3.62760683812965	2.35049724708413	0.75702324650746	3.39506279951758	3.33628338786443	2.80322703643493	3.01792190799726	3.57410150808939	3.30305008468167	5.84523912563878	2.08065766334523	2.17951105027151	2.45680614923047	2.96716860753263	1.75274859140713	5.37781785308364	1.77820857639809	3.77082904603249	3.0703893278914	2.87381319835909	3.87381319835909	2.27798474729977	2.80322703643493	2.92599941855622	2.4905701304462	2.51853513898218	2.56803210477128	2.3533232911629	2.29865831556452	2.79285535236249	2.9297909977186	2.47508488294878	1.90689059560852	2.97269265400426	3.1243281350022	2.86789646399265	3.4931349223055	2.82578562746479	2.35895882583233	4.09000652990382	3.05658352836637	3.19849415363908	2.15704371014558	3.04439411935845	4.87823487911234	3.36457243229586	2.85798099512757	2.76341157447001	3.17951105027151	2.14404636961671	2.67807190511264	2.79493566280354	4.21334728173344	3.54843662469604	3.42894634476948	3.50207595604579	2.31614574229336	2.09761079662642	4.58616424593091	1.81557542886257	3.7279204545632	2.75274859140713	2.28392177230762	1.81147103052984	3.4369613378336	2.1407786557828	2.40053792958373
"QRSL1"	1.49569516262407	1.53106949272595	1.85199883711245	3.9174317553901	0.37851162325373	3.36317107711924	2.89917563048051	3.28243980500639	4.04526821513853	4.59454854955035	1.66902676550963	2.34766565630097	1.01435529297707	2.33913738491959	0.485426827170242	0.505890929729957	0	1.95977015521147	1.56559717585423	1.20789285164133	1.60880924267552	1.77399632511117	2.1243281350022	1.41142624572647	2.90303827011291	1.0703893278914	2.75702324650746	3.44890095114513	3.21567859660793	3.34766565630097	3.26303440583379	2.60880924267552	2.83592407425437	3.51475349843975	3.35614381022528	3.20163386116965	2.60644222813161	3.69041709553247	3.28688114778816	3.11769504266975	3.52105073690096	2.93922657772821	3.3533232911629	2.82374936030827	3.09423606984577	3.06522762277562	3.10768786931437	3.30597052098439	2.86789646399265	3.17951105027151	3.38543103719352	3.46466826700344	4.38543103719352	3.61235249875266	3.90207357931074	1.43829285157915	2.41953889151378	1.86789646399265	2.93168305705981	3.63343121035563	2.15704371014558	2.26903314645524	3.94204525991605	3.75167794568758	3.02502879449152	3.82984955984469	3.67016051412663	3.32912359629157	3.88655014732434	3.16188768237689	4.25474519762921	3.26002565596146	3.7158933705476	3.19849415363908	4.4995270242151	3.14567745519564	3.47508488294878	3.790772037862	3.47378691161437	4.56010351346474	3.29130885982897	3.33913738491959	2.73984810269933	3.59693514238723	3.42894634476948	3.20789285164133	3.18745105402733	3.81762325751143	3.36036427654347	2.91647664443772	3.09761079662642	3.18269229751619	3.87872534148011	3.48800077083407	3.60407132366886	3.51853513898218	4.9546616208379	2.93357263826102	5.11727946005392	2.48800077083407	3.56924802986718	3.57046293102604	3.60169651648096	3.23878685958712	3.76871365703048	3.51727569320958	3.90592847817313	4.04788732939655	2.94485844580754	3.77925972037238	4.0241423458978	3.07210580048042	4.09761079662642	3.72246602447109	3.65306001710456	2.46727948045998	4.57228336665041	5.46107011403305	3.39094277280254	4.42155994490182	3.14241343787374	3.47248777146274	3.87872534148011	3.47508488294878	3.04439411935845	3.68594014844598
"HAVCR2"	1.11769504266975	1.62760683812965	3.31034012061215	1.43829285157915	1.22032995487956	3.95791459863299	4.13996056954546	3.02856915219677	3.72900887033786	3.2585189247113	0	3.18428029441938	1.28095631383106	1.9560566524124	0.790772037862	0.464668267003444	1.87184364850932	0.75702324650746	1.35049724708413	0.678071905112638	1.26903314645524	2.29865831556452	0	1.64154602908752	0	2.84398384404833	4.24792751344359	4.31976242766925	3.45154083301783	3.72465027173297	3.11103131238874	2.81966818349646	3.96069703930431	2.57531233068744	4.55458885167764	2.49569516262407	3.98458935036246	3.10936055940423	3.12101540096137	3.78031009904338	4.04875931191986	3.35614381022528	3.0232553523003	3.77294133783134	3.86096279785812	4.0232553523003	3.54596836910529	3.29425313644451	3.86492897228979	3.24944534108584	3.60762622084549	3.11935617703968	3.10097764772482	2.99819550315325	4.15946772926677	4.56315813040281	3.50716034911752	2.87578006306849	2.68032435684402	3.14893410452634	3.78555055173926	1.76977173924945	4.01256867350306	4.51475349843975	4.13832300405648	3.95046841415012	3.47508488294878	4.70653055253812	3.53356334821451	4.37781785308364	5.22380865860602	4.25776496857139	4.08576455377831	5.21878116778407	3.7311832415722	4.62643913669732	4.51853513898218	4.07809742302666	4.51790555352995	3.78764141448333	4.38956681176273	3.98823022306046	4.41278152533848	4.44493204894218	4.38543103719352	3.50716034911752	3.22804904788446	2.72683121703249	4.13832300405648	4.65133876610593	2.71808758396052	3.61353165291793	4.16832111573972	4.33199177823206	5.59365255839793	3.52481592835751	4.27500704749987	4.48413813120167	4.34269695998193	3.57893871309339	4.10265813136374	4.28466218548316	4.35402893805439	5.48800077083407	3.88752527074159	4.2349610948395	3.86888427302877	3.61588707391606	3.16027483140859	2.97452931248388	4.9500017490835	3.29130885982897	4.23035674505615	4.85099939471647	3.78450398292957	3.68369645430652	4.46988597627446	4.63517394667492	5.41683974191283	4.59693514238723	3.26453643099903	4.02856915219677	4.95512678126137	4.02591469875079	3.26753579806873	4.98959318493877
"ANKRD1"	0	0	0	0	2.93168305705981	0.0426443374084937	0.150559676575381	0.807354922057604	0.0976107966264223	0.37851162325373	0.84799690655495	0	0.650764559116902	1.60880924267552	0	0	2.09423606984577	0.863938450423971	0	0	0	1.81147103052984	0	0	0	1.790772037862	0.422233000683048	0	0.189033824390017	0.20163386116965	0.0285691521967709	0.189033824390017	0.0285691521967709	0.0840642647884745	0.111031312388744	0.0285691521967709	0	0.124328135002202	0.31034012061215	0.0426443374084937	0.070389327891398	0	0.0840642647884745	0.0426443374084937	0.176322772640463	0.678071905112638	0.0426443374084937	0.070389327891398	0.432959407276106	0.16349873228288	0.176322772640463	0.31034012061215	0.0565835283663675	0.0565835283663675	0.124328135002202	2.17312743348066	0	0	0	0	0	0	0.176322772640463	0.0426443374084937	0.189033824390017	0.137503523749935	1.38956681176273	0.137503523749935	1.13093086982645	0.176322772640463	0	0.137503523749935	0.124328135002202	0.0976107966264223	2.05658352836637	0.137503523749935	0.443606651475615	0.150559676575381	0.0285691521967709	5.19849415363908	0.622930350920177	1.44890095114513	0.250961573533219	0.831877241191673	0.516015147003665	0	0.0285691521967709	1.58014548442338	0.189033824390017	0	0.454175893185802	0.0426443374084937	0.124328135002202	0.565597175854225	0.0426443374084937	2.96532254836725	0.137503523749935	0.0565835283663675	0.137503523749935	0.0840642647884745	0	0.070389327891398	0.124328135002202	0.137503523749935	0.0426443374084937	0.0976107966264223	0.0976107966264223	0.27500704749987	1.1243281350022	0.263034405833794	1.81966818349646	0.613531652917927	0.0840642647884745	0.31034012061215	1.85199883711245	0	0.37851162325373	0.632268215499513	0.150559676575381	0.31034012061215	0.454175893185802	0.238786859587116	0	0.659924558402378	0.704871964456353	0.27500704749987
"FGF5"	0.575312330687437	0	0	0	0	0.0285691521967709	0.0426443374084937	0	0.0565835283663675	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0	0.526068811667588	0	0	0	0	0.0285691521967709	0	0	0.0143552929770701	0	0.0143552929770701	0	0.0143552929770701	0	0	0.0143552929770701	0	0	0	0.0565835283663675	0.0285691521967709	0.0285691521967709	0	0.27500704749987	0.0143552929770701	0.0285691521967709	0	0.0426443374084937	0	0.0285691521967709	0	0.0285691521967709	0.0285691521967709	0.0143552929770701	1.02856915219677	0	0.27500704749987	0	0.831877241191673	0	0.263034405833794	0.070389327891398	0.0426443374084937	0.0565835283663675	0.925999418556223	0.0565835283663675	0.0565835283663675	0.367371065648529	0.0565835283663675	0	0.0285691521967709	0.20163386116965	0.0426443374084937	0.189033824390017	0.0143552929770701	0.0976107966264223	0.0565835283663675	0.0976107966264223	0.20163386116965	0.0565835283663675	0.0143552929770701	0.0143552929770701	0.0143552929770701	0	0.0143552929770701	0.0143552929770701	0.31034012061215	0.124328135002202	0.0840642647884745	0.0285691521967709	0.0976107966264223	0	0.0143552929770701	0.0840642647884745	0.16349873228288	0	0	0.263034405833794	0	0	0	0.0143552929770701	0.356143810225275	0	0.0285691521967709	0.0840642647884745	0	0.0143552929770701	0.137503523749935	0.0565835283663675	0.214124805352847	0.0976107966264223	0.0285691521967709	0.0285691521967709	0.0143552929770701	0.238786859587116	0.124328135002202	0	0.070389327891398	0.263034405833794	0.0285691521967709	0	0	0	0
"PVR"	2.26303440583379	1.6507645591169	2.46988597627446	2.09761079662642	2.31903981556254	2.63923216324928	2.77820857639809	3.35191096110308	4.78293270482084	5.00898878322726	2.75915583380027	2.29278174922785	1.59454854955035	2.76128527336162	2.53106949272595	3.62175885670973	1.90303827011291	2.53605290024021	1.36737106564853	2.43028527297778	1.29865831556452	2.21723071622067	4.52481592835751	3.43295940727611	3.30888505741176	2.12763327972587	2.799087306074	2.41683974191283	2.99095486039699	2.80529245560071	3.11270013274936	2.83390207666916	2.9429835981871	2.60407132366886	3.49697358099828	3.76128527336162	2.07382023329167	2.77188557851537	2.21412480535285	3.6564963705535	3.55704241526372	2.63923216324928	3.10265813136374	3.22650852980868	3.1586601753465	2.70929063572336	2.60880924267552	3.01613970265525	3.29425313644451	2.25096157353322	3.17312743348066	3.19219416528334	3.61706334388818	2.40599235967584	2.78031009904338	2.62760683812965	3.05658352836637	2.59693514238723	2.48800077083407	4.02236781302845	3.91647664443772	2.21412480535285	2.44625622988956	2.8011586560937	2.83390207666916	5.70570149684579	2.8011586560937	3.34624777408278	3.68706068833989	3.54843662469604	3.16510798514454	3.1407786557828	5.64587455030903	2.82781902461732	5.7001622501066	1.84799690655495	3.64154602908752	3.36317107711924	3.33342373372519	3.62293035092018	2.51853513898218	2.83187724119167	2.88557436437143	4.4262647547021	3.05484847699562	2.97452931248388	1.95233356636969	4.03738222200308	4.98777561614291	3.23112515787905	4.30597052098439	3.18428029441938	2.83592407425437	2.77820857639809	2.49825086752783	4.12101540096137	2.0703893278914	3.16510798514454	3.70487196445635	3.66448284036468	1.81966818349646	2.90496571868403	3.35191096110308	3.74308405554959	2.93357263826102	3.40053792958373	2.99095486039699	4.05571626351254	3.26002565596146	3.17632277264046	3.49185309632967	3.674686619928	2.51096191927738	2.47767732756531	4.43762724831895	2.59693514238723	2.92789645372882	2.72465027173297	2.84398384404833	3.04614178164472	3.70487196445635	3.65878273401283	2.31903981556254	3.90207357931074	3.72465027173297	3.38818953715608
"DLC1"	2.52606881166759	1.37295209791183	2.18586654531133	1.35614381022528	2.77188557851537	2.62993940943954	3.39917109381982	4.30305008468167	3.85598969730848	5.35579154675365	2.29865831556452	4.21645486514476	3.93922657772821	2.10433665981474	4.65878273401283	2.96162332828694	4.5552026338783	4.54411440220947	3.4235781709818	1.37851162325373	3.52230689287139	1.68257329734758	3.55581615506164	3.63923216324928	3.9429835981871	2.44095219802964	5.114367024952	5.14934066928622	4.63401235640212	4.67016051412663	3.35755200461808	3.43962313755712	4.08491465976794	3.45154083301783	6.24868662687383	4.42961596420174	2.98732086592925	4.71479501111816	4.94392132655349	4.74792441623844	4.82731094394967	6.60629416069771	5.75114232472695	3.82781902461732	6.15340002773506	4.74308405554959	4.69988472869748	4.37364821133469	3.66220549965362	4.762880292917	4.13586316536868	4.35120427725799	4.01256867350306	4.37364821133469	4.67976157351685	4.48542682717024	1.87578006306849	3.31469652565629	2.35049724708413	2.97269265400426	1.93357263826102	1.0703893278914	3.90303827011291	5.13257684267001	3.39369076418745	3.76977173924945	4.3212065669699	4.75221336786514	3.3305584000308	4.31542131594578	3.44360665147561	4.50652577904312	3.35191096110308	3.77399632511117	3.90400231628369	3.84197311892718	3.66106547980695	3.41953889151378	3.24184018356467	4.06004738366994	3.98550043030489	4.6876206320849	3.27351588970212	2.82374936030827	3.62877359520165	4.06350294230616	3.22342254993494	3.94016675048282	4.5385381636298	4.4093909361377	3.72246602447109	3.93734439215023	4.25096157353322	4.15461561132689	4.34411833452143	3.84197311892718	4.06695024392463	3.26453643099903	4.32840565895857	4.29204549249286	5.18903382439002	3.605257262939	5.03694284479826	4.46923479366766	4.65935375917005	3.46727948045998	3.70265754339091	4.94766615679601	3.96624587322494	4.03826057517535	4.10852445677817	4.07809742302666	3.3743439890385	4.85598969730848	3.48928602262588	3.25247621413522	3.99548451887751	4.74631276642546	2.28095631383106	3.62877359520165	4.37781785308364	4.02059109477325	3.83086375675176	5.0866139474095	3.86591881455221	3.41413553298445
"ITGA4"	2.88166461932035	6.35561538275796	3.96347412397489	0.978195629681652	6.23054888663476	3.9126498648972	2.91647664443772	3.46074256378964	3.12928301694497	3.73768676140986	2.49825086752783	2.57046293102604	2.33342373372519	2.81966818349646	2.60644222813161	1.59454854955035	0.443606651475615	0.933572638261024	3.88947354253111	1.76128527336162	3.49697358099828	3.76659516172927	2.66220549965362	2.60169651648096	0.622930350920177	3.39643353125099	3.62175885670973	3.41683974191283	3.73984810269933	4.76606505147495	3.78555055173926	2.63923216324928	2.84197311892718	2.73335434061383	3.84799690655495	2.26903314645524	4.03474394932473	3.9126498648972	2.68481873755322	3.90496571868403	3.70376517879341	2.22958792274065	2.90496571868403	3.09423606984577	4.58976348698498	4.15946772926677	3.56437816856506	2.95977015521147	3.71808758396052	3.72137265947682	3.44625622988956	3.20006486151431	3.55704241526372	3.75595576955096	4.96486066424585	3.42088657497553	3.82578562746479	4.71863561627134	2.24488705912353	2.81557542886257	4.84549005094437	3.22187708107703	3.59215800212536	4.03033607837096	3.57167680997093	3.21101219348551	4.07809742302666	4.6724253419715	3.4944156103975	3.7158933705476	6.28854313265907	4.85449441815488	3.52732060787705	3.56437816856506	3.23419472295381	4.3110671022556	3.94392132655349	3.77925972037238	3.68594014844598	3.46858331700683	3.96624587322494	4.26077843189343	3.37155886261196	3.98550043030489	4.45088131527337	3.44493204894218	3.27649666564036	2.40053792958373	3.64385618977472	3.4931349223055	3.71369581484336	2.99095486039699	3.93168305705981	4.08491465976794	4.93026424523502	4.07895134139482	3.57893871309339	4.21256933885081	3.63459326844576	3.75060650483559	4.3037807481771	4.20241772157518	4.90881290773955	4.62175885670973	4.35684807923652	3.19849415363908	3.799087306074	3.04788732939655	3.6724253419715	2.73984810269933	5.122258567812	3.79701297783614	3.91647664443772	5.40190347160796	3.29425313644451	4.47378691161437	3.75274859140713	3.93262815702213	4.48155728070859	4.27649666564036	3.24640808724638	3.73335434061383	6.43446143244134	4.40803246613065	3.99186193055632	4.29425313644451
