"BC_HKB0187_1214_T"	"BC_HKB0759_1488_T"	"BC_HKB0915_M1647_T"	"BC_HKB0917_1656_T"	"BC_HKB1366_1663_T"	"BC_HKB2109_1628_T"	"HKB0086_3006_T"	"HKB0089_3001_T"	"HKB0168_3006_T"	"BC_HKB0112_933_T"	"BC_HKB0641_1392_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1370_1673_T"	"BC_HKB1385_1721_T"	"BC_HKB2118_1689_T"	"BC_HKB2127_1726_T"	"HKB0007_3005_T"	"HKB0079_3006_T"	"HKB0143_3006_T"	"HKB0211_3002_T"	"HKB0752_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0555_1321_T"	"BC_HKB0662_1294_T"	"BC_HKB0761_1499_T"	"BC_HKB0772_1460_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB0923_1584_T"	"BC_HKB2106_1619_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0023_3006_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0069_3000_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0161_3001_T"	"HKB0182_3006_T"	"HKB0210_3006_T"	"HKB0233_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0665_3000_T"	"HKB0677_3000_T"	"HKB0710_3000_T"	"HKB0734_3000_T"	"BC_HKB0728_1447_T"	"BC_HKB0754_1481_T"	"BC_HKB0830_1541_T"	"BC_HKB0882_1555_T"	"BC_HKB2107_1620_T"	"BC_HKB2112_1636_T"	"BC_HKB0715_1407_T"	"BC_HKB0733_1459_T"	"BC_HKB0895_1582_T"	"BC_HKB0906_1627_T"	"BC_HKB1372_1697_T"	"BC_HKB2119_1690_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0561_1308_T"	"BC_HKB0567_M1337_T"	"BC_HKB0582_1333_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0779_1486_T"	"BC_HKB0827_1539_T"	"BC_HKB0828_M1542_T"	"BC_HKB0831_1520_T"	"BC_HKB0833_1552_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB2116_1671_T"	"HKB0008_3006_T"	"HKB0033_3006_T"	"HKB0040_3002_T"	"HKB0049_3006_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0070_3002_T"	"HKB0074_3000_T"	"HKB0082_3006_T"	"HKB0088_3000_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0605_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0718_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"
"CD1A"	0	0	1.01435529297707	0	0	0	1.07724299893246	0.111031312388744	0.0426443374084937	0.807354922057604	0	1.04264433740849	0	0	0	0	0	0.263034405833794	0.632268215499513	0.0976107966264223	0.214124805352847	0.137503523749935	0	0	0	0	0	0	0	0	0	0	0.7311832415722	0.16349873228288	0.37851162325373	1.13093086982645	0.344828496997441	0.650764559116902	0.250961573533219	0.0285691521967709	1.50589092972996	1.50589092972996	0.53605290024021	2.78240856492737	0.37851162325373	1.29278174922785	1.04264433740849	3.14893410452634	0.55581615506164	0.298658315564515	0	0.669026765509631	0.111031312388744	1.37295209791183	1.37851162325373	0.298658315564515	1.37851162325373	0.422233000683048	0.176322772640463	0	0	0	0	0	0	0	0.659924558402378	0	0	0	0.823749360308273	0.632268215499513	0	2.54101915313356	0	0	0.584962500721156	0	0	0.687060688339892	0	0	0	0	0	0	0.669026765509631	0	0	3.27947129564447	0.0840642647884745	1.6915341649192	0.0976107966264223	1.58014548442338	0.31034012061215	0.495695162624069	0.31034012061215	0.111031312388744	1.70043971814109	0.0565835283663675	0.831877241191673	0.189033824390017	0.839959587489532	0.0976107966264223	1.51096191927738	0	0.189033824390017	0.464668267003444	0.124328135002202	0.389566811762726	0.505890929729957	0.150559676575381	0.344828496997441	3.114367024952	0.495695162624069	0.137503523749935	0.641546029087524	0.0976107966264223	0.575312330687437	0.0976107966264223	0.214124805352847	0.839959587489532	0.722466024471091	0	0.910732661902913	0.321928094887362	0.298658315564515	0.485426827170242	0.20163386116965	0.903038270112912	0.20163386116965	0.713695814843359	0.0976107966264223	0.55581615506164
"EPGN"	1.76128527336162	0	0	0	0	0	0	0.464668267003444	0	0	0	0	3.14404636961671	0	0	0	0	0.565597175854225	2.114367024952	0.485426827170242	0	2.82374936030827	0	1.72246602447109	0	0	3.43962313755712	0	0	0	2.10097764772482	0	0.55581615506164	1.42223300068305	1.4905701304462	0.250961573533219	3.38543103719352	1.39506279951758	2.72246602447109	0.443606651475615	0.111031312388744	0.22650852980868	0	0.333423733725192	3.07553263116736	0	0.150559676575381	1.57531233068744	3.91169158187234	0	0	0.53605290024021	0.565597175854225	0.594548549550354	0	1.98550043030488	0	0.111031312388744	0.948600847493356	3.06004738366994	0	0	0	0	0	0	2.54596836910529	0	1.91838623444635	0	1.70043971814109	0	2.87970576628229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	1.32192809488736	0	0.516015147003665	0.333423733725192	0.176322772640463	0.37851162325373	0.150559676575381	0.545968369105292	2.0071955014042	1.50080205305716	0	0.422233000683048	0.565597175854225	0	0	0.20163386116965	0.575312330687437	0	0.263034405833794	0	0.604071323668861	1.99638874644762	0	0.895302621333307	0.298658315564515	0	0	0.773996325111173	1.11103131238874	0.176322772640463	0	0	0.333423733725192	0.622930350920177	0.584962500721156	3.8011586560937	2.22032995487956	0.565597175854225	1.09085343045111	1.11769504266975	0.411426245726465	0	0.150559676575381
"HAP1"	0	0.411426245726465	0.613531652917927	0	0.6959938131099	0	0.356143810225275	0.124328135002202	0.659924558402378	1.11769504266975	0	0	0	0.31034012061215	0	0	0	0.321928094887362	0.0143552929770701	0.0143552929770701	1.43295940727611	0.0143552929770701	0	0	0	0	0	0	0.495695162624069	0	0	0	0.879705766282288	0.321928094887362	0.678071905112638	0.16349873228288	0.411426245726465	0.0565835283663675	0.20163386116965	0.0143552929770701	0.37851162325373	0.400537929583729	0.321928094887362	0.0976107966264223	0.22650852980868	2.06350294230616	0.333423733725192	0.356143810225275	0.250961573533219	0.0143552929770701	0.0976107966264223	0.27500704749987	0.070389327891398	0.0565835283663675	0.0840642647884745	0.321928094887362	0.0840642647884745	0.0426443374084937	0.0840642647884745	1	0	0	0	0	0.333423733725192	0	0	0	0	0	0	0	0.411426245726465	0	0	0	0	0	0	0	0.367371065648529	0	0	0	1.17632277264046	0.344828496997441	0	1.88362081628567	0	0.176322772640463	0.53605290024021	0.111031312388744	0	0.176322772640463	0.333423733725192	0.713695814843359	0.214124805352847	0.367371065648529	0.933572638261024	0.0143552929770701	0.263034405833794	0.176322772640463	0.782408564927373	0.070389327891398	0.0565835283663675	0.189033824390017	0.189033824390017	0.250961573533219	0.250961573533219	0.0565835283663675	0.31034012061215	0.0426443374084937	0.0976107966264223	0.505890929729957	0.0565835283663675	0.124328135002202	0.669026765509631	0.0840642647884745	0.389566811762726	0.070389327891398	0.137503523749935	0.0143552929770701	0.0426443374084937	0.632268215499513	0.422233000683048	0.176322772640463	0.0840642647884745	0.111031312388744	0.485426827170242	0.0426443374084937	0.879705766282288	0.22650852980868	0.55581615506164	0.124328135002202
"SGCZ"	0	0	0	0	0	0	0	0	0.0285691521967709	1.65992455840238	0	0	0	0.53605290024021	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.0426443374084937	0	0	0.0285691521967709	0	0	0	0	0	0.070389327891398	0	0	0.333423733725192	0	0.0285691521967709	0	0	0	0	0.22650852980868	0	0	0	0	0	0	0.84799690655495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4594316186373	0	0	0	0.641546029087524	0	0	0	0	0.0426443374084937	0	0	0	0.0565835283663675	0	0.0840642647884745	0.124328135002202	0	0.0285691521967709	0	0	0	0	0.0565835283663675	0.111031312388744	0.0840642647884745	0.773996325111173	0	0.150559676575381	0	0	0.0976107966264223	0	0.070389327891398	0.0840642647884745	0.0976107966264223	0	0	0.0426443374084937	0	0.070389327891398	0.150559676575381	0.238786859587116	0	0	0.0285691521967709	0	0	0.0426443374084937	0	0.0565835283663675	0.0426443374084937
"C15orf2"	0.263034405833794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0.070389327891398	0	0	0	0	0	0.22650852980868	0	0	0	0	0	0.111031312388744	0.0285691521967709	0	0.0143552929770701	0.0285691521967709	0.0143552929770701	0	0	0	0	0	0	0.0143552929770701	0	0.0143552929770701	0	0	0	0.0143552929770701	0.0143552929770701	0	0	0.070389327891398	0	0	0.111031312388744	0	0	0.659924558402378	0	0	0.584962500721156	0	0	0	0.189033824390017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422233000683048	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0.0143552929770701	0	0	0.0143552929770701	0	0	0.0285691521967709	0.0143552929770701	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0
"OR56A5"	2.37573453858316	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	2.28983446517751	0	0	0	0.111031312388744	0.22650852980868	0	0	0	0	0	0	2.29278174922785	0	0	0	0.070389327891398	0.070389327891398	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0.31034012061215	0.070389327891398	0	0	0	0	0.150559676575381	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25701061820602	1.15055967657538	0	0	0	0	0	0	0	0	2.84799690655495	0	0	0	0	0	0	0	0	0	0	0	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0.0840642647884745	0.432959407276106	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0.941106310946431	0	0
"CCL27"	0	0	0	0	0	0	0	0.111031312388744	0.422233000683048	0	2.27202318906105	0	0	0	0	0	3.07724299893246	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321928094887362	0.344828496997441	0	0	0.150559676575381	0	0.176322772640463	0	0.150559676575381	0.464668267003444	0	0.16349873228288	0.20163386116965	0.176322772640463	0	5.86393845042397	0	0	0	0.20163386116965	0	0.356143810225275	0	0	0	0	0	0	0	0	2.50842865253186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.632268215499513	0	0	0	0.400537929583729	0	0.189033824390017	0	0	0.344828496997441	0	0.22650852980868	0	0	0	0	0	0	0	0.214124805352847	0	0	0	0	0	0	0	0.250961573533219	0	0.432959407276106	0	0.263034405833794	0	0.367371065648529	0	0	0	0	0	0.20163386116965	0.31034012061215	0.214124805352847	0
"CSF2"	0	0	0	0	0	0	0.111031312388744	0.0565835283663675	0	0	0	0	0	1.33913738491959	0	0	0	0.16349873228288	0.263034405833794	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16349873228288	0	0.0840642647884745	0.344828496997441	0.070389327891398	0.0976107966264223	0.31034012061215	0.0976107966264223	0.263034405833794	0	0	0.356143810225275	0.432959407276106	0.16349873228288	0.263034405833794	0.238786859587116	0.150559676575381	0	0	0	0.0840642647884745	0.250961573533219	0.604071323668861	0.111031312388744	0.150559676575381	0.356143810225275	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31034012061215	0	0.411426245726465	0.0976107966264223	0.20163386116965	0	0.443606651475615	0	0	0.124328135002202	0.75702324650746	0.0840642647884745	0.250961573533219	0	0	0.389566811762726	0.176322772640463	0.070389327891398	0	0.27500704749987	0	0.286881147788162	0.111031312388744	0.422233000683048	0.454175893185802	0.22650852980868	0.948600847493356	0	0	0.124328135002202	0.0976107966264223	0.111031312388744	0.20163386116965	0	0	0.263034405833794	0	0	0.31034012061215	0.238786859587116	0.238786859587116	0.176322772640463	0.150559676575381	0	0
"SLC34A1"	0	0	0	0.790772037862	0	0.400537929583729	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0426443374084937	0.0426443374084937	0.137503523749935	0	0	0.713695814843359	0	0	0	0	0	0	0	0	0.0143552929770701	0.0285691521967709	0.0143552929770701	0.0285691521967709	0.0565835283663675	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0.070389327891398	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0.687060688339892	0	0	0	0	0	0	0	0	0	0.53605290024021	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0.0565835283663675	0	0.0285691521967709	0	0.0143552929770701	0.0285691521967709	0	0	0.0285691521967709	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0
"IFIT1B"	1.87970576628229	0.739848102699327	1.0703893278914	1.06350294230616	0.713695814843359	0	0	0	0	2.89141918684608	1.50080205305716	0	2.48542682717024	0.584962500721156	3.32768736417605	2.15704371014558	0	0.0285691521967709	0.0285691521967709	0	0.22650852980868	0	0.75702324650746	1.44360665147561	2.47767732756531	0.863938450423971	2.27500704749987	2.40599235967584	2.37851162325373	0	0	2.65764000520782	0.0840642647884745	0.0565835283663675	0.0285691521967709	0	0.070389327891398	0.070389327891398	0.0565835283663675	0.0565835283663675	0	0.0565835283663675	0	0	0	0	0	0.124328135002202	0	0.070389327891398	0	0	0.0285691521967709	0	0.070389327891398	0	0.0285691521967709	0.0426443374084937	0.0976107966264223	2.83995958748953	0	0	2.41142624572647	0.790772037862	2.78659636189081	1.83592407425437	2.03210084316702	0	1.61823865559545	1.85598969730848	2.56803210477128	0.669026765509631	0	1.02147972741045	0.855989697308481	1.71369581484336	0.622930350920177	0	2.97269265400426	0.722466024471091	2.4032677223393	2.52105073690096	2.31614574229336	1.98913900736823	0	0.641546029087524	1.53106949272595	3.33199177823206	2.93734439215023	0	0	0	0	0	0	0.0976107966264223	0	0.0565835283663675	0.0426443374084937	0.214124805352847	0.0285691521967709	0	0.20163386116965	0.0285691521967709	0	0.0285691521967709	0	0.176322772640463	0.0285691521967709	0.176322772640463	0.263034405833794	0.887525270741587	0	0	0.0426443374084937	0	0.150559676575381	0.0285691521967709	0	0.0976107966264223	0	0	0.0426443374084937	0	0.0976107966264223	0.20163386116965	0.0285691521967709	0	0.0285691521967709	0	0.0285691521967709	0.321928094887362	0.111031312388744	0.150559676575381
"LOR"	0	0	0	0	0	0	0	0	0	2.35895882583233	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	1.16992500144231	0	0	1.13093086982645	0	1.71369581484336	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	5.63633460244218	0.0976107966264223	0	0	0	0	0	0	0	0.0426443374084937	0	0	2.50080205305716	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98550043030489	0	0	0	0	0	0	1.59931779369823	0	1.07724299893246	0	0	0	3.09423606984577	0	0	0.298658315564515	0	0	0	0	0	0.0565835283663675	0	0	0	0.0426443374084937	0	0	0.124328135002202	0	0.124328135002202	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744
"C13orf36"	0	0	0	0	0	0	0.0285691521967709	0.0840642647884745	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0.070389327891398	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.27500704749987	0	0	0.0143552929770701	0	0.0143552929770701	0.0840642647884745	0.0143552929770701	0.0143552929770701	0.0285691521967709	0.575312330687437	0.55581615506164	0	0	0	0	0	0.263034405833794	0.0143552929770701	0.0285691521967709	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0.432959407276106	0	0.333423733725192	0	0	0	0.389566811762726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0840642647884745	0.0426443374084937	0.0285691521967709	0	0	0	0.0285691521967709	0.0143552929770701	0.070389327891398	0	0	0	0	0	0.137503523749935	0	0.0143552929770701	0.250961573533219	0	0	0.0143552929770701	0.137503523749935	0	0.0426443374084937	0	0.111031312388744	0.0143552929770701	0.0143552929770701	0	0.0143552929770701	0.0285691521967709	0	0	0	0.0976107966264223	0.070389327891398	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701
"CCL26"	0	0	0	0	0	0	0.31034012061215	0.565597175854225	0.790772037862	0	0	1.74416109557041	0	0	0	0	0	0.722466024471091	0.863938450423971	0.622930350920177	1.22032995487956	0.632268215499513	0	0	0	0	0	0	0	0	0	0	1.38404980679516	0.250961573533219	0.545968369105292	1.1243281350022	0.903038270112912	0.389566811762726	0.55581615506164	0.855989697308481	0.613531652917927	0.344828496997441	0.782408564927373	1.63691458035588	0.722466024471091	2.62293035092018	0.613531652917927	0.632268215499513	0.238786859587116	0.422233000683048	0	1.31614574229336	0.687060688339892	2.87970576628229	0.75702324650746	0.985500430304885	0.6959938131099	0.594548549550354	0.400537929583729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321928094887362	0.75702324650746	0	1.11103131238874	0.111031312388744	0.713695814843359	0.411426245726465	0.22650852980868	0.263034405833794	0.344828496997441	0.765534746362977	0.7311832415722	0.137503523749935	0.765534746362977	0.422233000683048	1.28688114778816	0.704871964456353	0.321928094887362	0.992768430768924	0.286881147788162	0.16349873228288	0.411426245726465	0.823749360308273	1.21412480535285	0.84799690655495	1.4276061727819	0.963474123974886	0.367371065648529	1.14404636961671	0.344828496997441	0.7311832415722	0.594548549550354	0.298658315564515	0.75702324650746	0.344828496997441	0.948600847493356	1.14404636961671	1.01435529297707	1.29865831556452	0.790772037862	0.495695162624069	0	0.411426245726465	1.09085343045111	0.887525270741587
"ALOX5AP"	2.48542682717024	2.96716860753263	0	2.57531233068744	0	2.10097764772482	6.27090264916713	4.93404464711225	3.40735275114004	3.22804904788446	1.35049724708413	4.44161626940656	2.45154083301783	2.31324585178756	2.40871186102943	0	0	4.1168637576909	4.8094144442359	4.88996019965864	4.12101540096137	4.05484847699562	1.46466826700344	0	3.08915913191124	2.38404980679516	1.52606881166759	0	2.88557436437143	3.90014226035982	0	1.44890095114513	3.67807190511264	2.87381319835909	3.83995958748953	5.18903382439002	3.58014548442338	4.834407841807	4.01346225980656	3.68144926531496	4.70984201927331	4.83794324189103	4.12598165385472	4.60169651648096	4.88752527074159	4.88557436437143	3.48413813120167	4.28318097894557	5.41379715018921	4.0232553523003	1.24488705912353	4.06350294230616	3.18269229751619	4.03738222200308	5.0518071070133	4.46401472450489	4.26903314645524	4.70984201927331	4.08151006812092	2.64616265715789	1.68257329734758	0	0	1.54596836910529	3.4262647547021	2.09761079662642	2.03913839390696	2.01792190799726	1.87578006306849	1.10433665981474	0	4.20554891117303	0	3.4931349223055	0	2.42492208821069	1.25701061820602	0	1.1243281350022	0	4.37295209791183	1.57046293102604	1.42223300068305	3.39780296186249	0	0	0	0	1.79493566280354	5.67666233485797	4.84599177066457	5.84096670448742	4.67807190511264	3.8094144442359	4.02856915219677	4.75862298244024	5.37225564844579	5.8499992594661	4.75755668893945	4.66106547980695	5.14893410452634	3.46988597627446	4.96301164759943	4.31614574229336	5.23993261348524	2.72683121703249	5.22496636500027	4.36737106564853	3.86492897228979	4.4594316186373	5.30815697511476	3.68369645430652	4.66789212523023	5.7679195858018	5.35825558670513	4.42492208821069	4.86542397831313	4.72519581722666	4.62058641045188	4.95559179175399	4.23266075679027	4.5915597458278	4.10097764772482	3.60644222813161	4.50207595604579	4.63459326844576	3.90592847817313	5.16791986555194	3.47118746038699	5.00405188450708	3.39780296186249	4.92552476974757	4.0866139474095	4.45877569908024
"GPR120"	0	0	0	0	0	0	0.765534746362977	0.565597175854225	0.432959407276106	0	0	0	0	0	1.35049724708413	1.38956681176273	0	0.659924558402378	1.05658352836637	1.03562390973072	0.454175893185802	0.356143810225275	0	0	0	0	0	0	0	1.19534759832222	0	0	0.622930350920177	0.111031312388744	0.526068811667588	0.678071905112638	0.464668267003444	1.06350294230616	1.13750352374994	0.27500704749987	0.286881147788162	0.887525270741587	0.545968369105292	0.985500430304885	0.238786859587116	0.422233000683048	0.22650852980868	0.422233000683048	0.895302621333307	0.298658315564515	0.214124805352847	0.286881147788162	0.214124805352847	0.594548549550354	0.070389327891398	0.584962500721156	0.831877241191673	0.505890929729957	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.887525270741587	0	0	0	0	0	0	2.02856915219677	0	0	0	1.04264433740849	1.30451104180995	0.214124805352847	0.84799690655495	0.545968369105292	0.6959938131099	0.622930350920177	1.76553474636298	1.14404636961671	0.871843648509318	1.09085343045111	0.650764559116902	0.111031312388744	1.1243281350022	0.687060688339892	1.94110631094643	0.422233000683048	1.02856915219677	0.659924558402378	0.389566811762726	0.55581615506164	0.970853654340484	2.47767732756531	0.622930350920177	1.68257329734758	1.76553474636298	1.16349873228288	1.09761079662642	0.622930350920177	0.475084882948783	0.831877241191673	0.55581615506164	1.02856915219677	0.584962500721156	0.584962500721156	0.545968369105292	0.516015147003665	0.263034405833794	0.632268215499513	0.286881147788162	0.739848102699327	0.584962500721156	0.344828496997441	0.505890929729957	0.678071905112638
"LYN"	2.30451104180995	2.37851162325373	1.42223300068305	2.23266075679027	1.58496250072116	2.8011586560937	3.72900887033786	4.02059109477325	3.24944534108584	2.59454854955035	1.34482849699744	4.3743439890385	3.4931349223055	1.94110631094643	3.74092756031863	0.622930350920177	0.422233000683048	3.66562016406638	4.01167453338092	3.74416109557041	4.91217080294995	4.18269229751619	3.605257262939	1.89530262133331	2.6915341649192	3.21256933885081	2.68706068833989	1.46988597627446	2.39231742277876	3.64270157183323	2.114367024952	0.871843648509318	5.03650333373899	4.61999982982136	5.08065766334523	3.19377174339668	4.70873904135958	3.69488019279919	4.06953032516231	5.60110220337641	4.27052894238072	4.5668151540109	4.58315800387441	4.67299099382775	5.03562390973072	4.78240856492737	3.28243980500639	3.70708299177171	5.48478262307787	3.30158764660319	2.09085343045111	4.72628628972067	3.45285896471381	4.09085343045111	4.87184364850932	3.32192809488736	4.35614381022528	5.26002565596146	2.91073266190291	2.60169651648096	1.05658352836637	2.0496307677246	2.34482849699744	1.50589092972996	0.739848102699327	0.84799690655495	0	2	1.71369581484336	1.0703893278914	1.35049724708413	3.99004721957379	3.28540221886225	4.08746284125034	3.52857131887076	2.56559717585422	2.33628338786443	0	2.13093086982645	1.40599235967584	3.78240856492737	1.28095631383106	2.56315813040281	1.52105073690096	2.41683974191283	2.04264433740849	2.31034012061215	2.63226821549951	1.73984810269933	4.22265002245148	3.53231695933277	5.60940039000643	3.49185309632967	3.63459326844576	3.55458885167764	4.54349588342577	4.32624970083746	4.41481206056585	4.06608919045777	3.83390207666916	4.09592441999854	3.09929520433778	4.2149019101607	3.21256933885081	4.36036427654347	2.799087306074	3.87676249078156	3.57410150808939	2.84599177066457	3.88947354253111	4.24868662687383	3.32337006906127	4.19377174339668	4.16591193893569	5.16188768237689	4.56985560833095	4.56071495447448	4.5915597458278	3.52606881166759	3.84297883178833	3.90014226035982	4.02236781302845	3.08746284125034	3.4154882710497	4.27649666564036	3.84699468696557	3.46597446450407	5.00854067170295	3.26002565596146	3.98550043030489	3.66789212523023	4.86987140617771	3.92409988564074	4.1586601753465
"CCDC38"	0	0	1.0703893278914	0	0.713695814843359	0	0	0.0143552929770701	0	0	0	0	0.659924558402378	0	0	0	0.632268215499513	0	0	0	0	0	0.765534746362977	0	0	0	0	0	0	0	1.23878685958712	0	0.111031312388744	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0.0426443374084937	0.0565835283663675	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0.879705766282288	0	0	0.622930350920177	0	0	0	0.604071323668861	0	2.11103131238874	0	0	0	0	1.72246602447109	0	1.86789646399265	0.545968369105292	0	0	0	0	0.807354922057604	0.903038270112912	0.641546029087524	0	0	0.970853654340484	0	0.0565835283663675	0	0	0	0	0	0.0565835283663675	0	0	0.0285691521967709	0	0.0285691521967709	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0
