"HKB0597_3000_N"	"HKB0719_3001_N"	"HKB0004_3000_N"	"HKB0005_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0035_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0044_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0618_3000_N"	"HKB0648_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0722_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0143_3006_T"	"HKB0186_3000_T"	"HKB0191_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0576_3000_T"	"HKB0665_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0737_3000_T"	"HKB0086_3006_T"	"HKB0164_3000_N"	"HKB0164_3006_T"	"HKB0538_3000_N"	"HKB0552_3000_T"	"HKB0562_3000_N"	"HKB0579_3000_T"	"HKB0599_3000_T"	"HKB0636_3000_N"	"HKB0007_3005_T"	"HKB0079_3000_N"	"HKB0088_3000_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0158_3006_T"	"HKB0168_3006_T"	"HKB0230_3006_T"	"HKB0564_3000_T"	"HKB0734_3000_T"	"HKB0016_3006_T"	"HKB0179_3006_T"	"HKB0210_3000_N"	"HKB0210_3006_T"	"HKB0748_3000_T"	"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0120_3000_T"	"HKB0167_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0674_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0079_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0161_3001_T"	"HKB0182_3006_T"	"HKB0211_3002_T"	"HKB0216_3000_N"	"HKB0659_3000_T"	"HKB0677_3000_T"	"HKB0710_3000_T"
"GNG2"	6.63923216324928	6.25568955522063	3.84599177066457	4.1811025507538	3.66106547980695	5.50398470389761	5.83390207666916	5.95116812883891	4.26528685756517	4.31397137105902	4.51538446063695	4.31179371775365	3.98913900736823	6.39780296186249	4.17871464117544	5.50652577904312	6.10160805850212	6.69863522129434	5.89093302170554	5.2502036564993	5.7894684369412	6.53434179481026	6.20535341079454	5.33806779754262	5.53729606709084	6.3911146756971	5.63807383718072	4.52042224852645	5.81301154860562	5.30924896081662	5.72109918870718	6.09992635055603	7.05929037564791	6.67525138605026	5.67016051412663	4.5216789516032	5.26753579806874	5.04351949366274	5.32553033156756	6.25908413335355	5.90159099190337	5.16148463864166	5.27426166125705	5.89893387178018	6.13688860790307	5.50652577904312	6.29167722317602	5.08958289312471	5.98322165074267	5.05267672430358	4.21179097625254	5.89214812751382	4.50652577904312	6.55397480823747	6.36981542428391	4.36176835941915	6.35173432259158	6.88288755322496	5.39369076418745	5.22496636500027	6.59424994765735	5.88508622529017	6.65578113825443	6.88923015239289	6.80271021929134	6.35085080548338	7.07531869255335	5.114367024952	5.04701481951759	5.11811050560737	5.7338966052475	5.67525138605026	5.93852104586597	5.51884982870769	4.64789009105921	6.12246565817924	5.79986441088185	4.19692173382033	3.46597446450407	3.17312743348066	2.73552217729654	3.82883464946806	3.75060650483559	2.97269265400426	3.19692173382033	3.11603199344711	4.71259578044703	2.99457972421575	3.79389588254888	3.0703893278914	3.56559717585422	2.62760683812965	2.40871186102943	3.30012372456901	3.35755200461808	2.74631276642546	4.40463068421761	3.56559717585422	4.28021399581062	4.1101961777542	3.76022094646651	3.96162332828694	2.58736499093646	5.61441538650813	2.53356334821451	3.28095631383106	2.92029330021101	4.62175885670973	3.15380533607904	3.06695024392463	3.33342373372519	2.74846123300404	2.790772037862	2.49569516262407	2.98002530023873	3.05484847699562	6.40275627948341	4.15299460549244	2.78031009904338	4.38335869538511	3.67807190511264	3.74416109557041	3.06177619758669	4.00988458893184	4.84899843040002	3.65420637794429	4.32768736417605	4.23112515787905	3.85099939471647	4.90737141382356	3.85399564717639	2.16349873228288	1.98913900736823	2.27798474729977	2.18269229751619	2.26303440583379	2.02502879449152	2.98367769469807	2.55336050333533	3.78868571061353	2.06350294230616	2.67581593117227	3.58856473740135	3.75702324650746	2.82781902461732	2.9560566524124	3.78135971352466	3.43829285157915	2.4032677223393	3.68818035858693
"FCGR2A"	5.94392132655349	4.50207595604579	4.63633460244218	4.5077946401987	4.46139758992616	4.456149034648	5.09000652990382	5.75087443965685	4.20163386116965	4.39848719001897	5.01747656302046	4.73226919950145	3.96532254836725	6.8164717115882	4.5957423394744	5.47183776242229	4.77663042305105	6.11249163574186	5.1622906135458	4.70099449416827	4.58916423669977	5.80038224830338	5.06781078378962	4.55826763405574	5.28540221886225	6.5234051328555	5.23381138429316	3.99276843076892	4.78083500173823	4.97865326490861	4.75755668893945	4.68032435684402	5.50589092972996	5.93475237096303	5.64327899631198	4.55336050333533	4.65992455840238	4.73498052343589	4.68032435684402	4.43162295971329	5.95046841415012	5.1407786557828	5.04439411935845	4.31831684133498	5.17592374206376	4.51727569320958	5.9902741833186	5.05528243550119	4.9174317553901	4.37155886261196	3.81557542886257	5.35120427725799	5.28021399581062	6.25663329505992	6.04897722522605	4.74631276642546	6.14934066928622	6.92041240816079	5.24069594421251	5.89506021268939	5.5981269599196	5.47832471148503	5.34020617991171	6.30870307128211	6.04679660957376	4.47378691161437	5.44757919654888	6.07339181605292	4.39300425689832	5.29462074889163	4.48928602262588	6.07189135305663	4.92552476974757	5.18824265626441	4.6959938131099	5.73145480769835	4.76500424625004	4.36667191611176	5.87110437355546	4.91552090075196	4.94719858426206	5.82068956055921	4.83995958748953	4.99004721957379	4.83895176695194	5.62439338221977	5.661350569234	4.93026424523502	5.82705683650015	5.92789645372882	6.46221595459776	4.87627136055013	5.07253459972295	5.91336815967972	4.98686597232911	5.34447345945636	4.73660487531425	5.36036427654347	4.31614574229336	4.87627136055013	4.22727899446832	5.73036823634901	5.15380533607904	5.82349462471286	5.1906148602095	3.74738739965272	5.33592624092836	4.46074256378964	4.38543103719352	5.74443022998792	3.80012335282653	5.23878685958712	4.33842441478356	4.53729606709084	5.17911290067856	5.22727899446832	5.90014226035982	5.05224198118114	5.11769504266975	5.14893410452634	5.50747752951693	6.13154832972926	5.06522762277562	5.21023299009585	6.20652601587743	6.55320688623026	5.61058195849253	5.37399614213124	5.88898672118656	5.18150015170461	5.38922261635589	5.29020320512607	4.9136075118231	5.16992500144231	4.64443315240625	5.69209237542757	5.03298241669943	5.10265813136374	5.61970645004589	6.26603689399532	5.02369891726641	5.66362925881475	4.30888505741176	4.65191274464578	5.39882918244463	5.1407786557828	7.81877388501431	5.86046625851717	5.38508585354768	5.89602960297675
"TNFRSF8"	1.6959938131099	1.79493566280354	1.41142624572647	0.992768430768924	1.34482849699744	1.0496307677246	1.81147103052984	2.16992500144231	1.4541758931858	1.35049724708413	0.978195629681652	1.37295209791183	1.19534759832222	2.51601514700366	0.933572638261024	1.92599941855622	1.65535182861255	1.84398384404833	1.54596836910529	1.25701061820602	2.23878685958712	1.40053792958373	1.89917563048051	1.73984810269933	2.06695024392463	1.54596836910529	1.51096191927738	0.941106310946431	1.57531233068744	1.31034012061215	2.25701061820602	2.21412480535285	1.4541758931858	1.85199883711245	2.01792190799726	1.31614574229336	2.29572302453997	1.70043971814109	1.25096157353322	1.88362081628567	1.83187724119167	1.47508488294878	1.20789285164133	2.17312743348066	1.78659636189081	1.78240856492737	1.71808758396052	1.36737106564853	0.863938450423971	1.32768736417605	1.07724299893246	1.16992500144231	1.43829285157915	2.08065766334523	1.4905701304462	0.773996325111173	1.87184364850932	1.66448284036468	1.47508488294878	1.20163386116965	1.38404980679516	1.47508488294878	1.85199883711245	2.5385381636298	2.55336050333533	1.44890095114513	2.12101540096137	1.58496250072116	0.765534746362977	1.47508488294878	2.15055967657538	1.32192809488736	1.41142624572647	1.78240856492737	1.15055967657538	2.0496307677246	2.01792190799726	0.941106310946431	0.485426827170242	0.443606651475615	0.475084882948783	0.941106310946431	0.799087306074004	0.678071905112638	0.485426827170242	1.17632277264046	1.14404636961671	0.687060688339892	0.411426245726465	0.367371065648529	0.55581615506164	0.31034012061215	0.475084882948783	0.565597175854225	0.6959938131099	0.263034405833794	0.7311832415722	0.604071323668861	1.06350294230616	0.55581615506164	0.411426245726465	0.790772037862	0.411426245726465	0.992768430768924	0.839959587489532	1.09761079662642	0.505890929729957	1.04264433740849	0.650764559116902	0.678071905112638	0.344828496997441	0.495695162624069	0.263034405833794	0.526068811667588	0.678071905112638	0.367371065648529	1.43295940727611	0.55581615506164	0.485426827170242	2.04614178164472	1.11103131238874	0.992768430768924	1.15055967657538	0.799087306074004	1.53605290024021	1.76553474636298	1.15704371014558	1.17632277264046	1.94485844580754	1.81147103052984	1.31034012061215	0.344828496997441	0.344828496997441	0.443606651475615	0.584962500721156	0.941106310946431	0.799087306074004	0.839959587489532	0.790772037862	1.06350294230616	0.411426245726465	0.933572638261024	0.6959938131099	0.790772037862	0.333423733725192	0.344828496997441	0.765534746362977	1	0.879705766282288	0.978195629681652
"ADORA3"	2.28688114778816	0.632268215499513	2.32768736417605	2.76977173924945	2.46205231879643	1.67355642399014	2.61823865559545	2.20789285164133	1.26903314645524	2.17632277264046	2.96532254836725	2.4931349223055	1.27500704749987	2.96347412397489	1.80322703643493	3.03386345186628	1.84398384404833	3.30888505741176	2.55336050333533	2.75274859140713	1.31034012061215	2.76128527336162	2.33913738491959	2.53356334821451	1.33342373372519	2.72900887033786	2.41683974191283	1.95233356636969	0.910732661902913	2.37295209791183	1.23878685958712	1.21412480535285	2.65306001710456	2.66902676550963	2.72027846523333	2.23572705983806	1.94110631094643	2.31614574229336	2.93922657772821	1.22032995487956	1.75702324650746	2.01435529297707	2.41683974191283	0.748461233004036	0.925999418556223	1.16349873228288	1.90303827011291	2.45680614923047	2.20163386116965	1.59931779369823	1.61823865559545	2.46727948045998	2.33628338786443	2.51096191927738	2.8011586560937	2.22958792274065	2.05311133645956	1.82374936030827	2.18269229751619	2.48800077083407	1.31034012061215	2.22342254993494	1.6915341649192	2.78868571061353	2.3305584000308	0.839959587489532	1.58976348698498	3.71039319217052	2.06350294230616	2.74416109557041	1.50589092972996	3.04439411935845	2.09423606984577	2.10768786931437	2.60407132366886	2.72683121703249	1.8073549220576	2.76977173924945	3.01256867350306	2.85199883711245	3.54101915313356	3.11935617703968	2.74631276642546	3.55949181320504	2.67129337248158	3.66789212523023	1.80322703643493	3.42894634476948	3.1906148602095	4.15380533607904	4.68594014844598	3.07895134139482	4.21645486514476	3.98550043030489	2.54349588342577	3.62877359520165	2.21723071622067	2.88362081628567	2.21101219348551	2.8011586560937	2.01435529297707	3.09423606984577	3.52230689287139	2.32768736417605	2.84799690655495	2.4905701304462	2.59454854955035	2.32481060342048	1.55581615506164	2.90689059560852	1.6915341649192	2.96716860753263	1.89530262133331	2.15055967657538	3.56803210477128	2.91456452349394	2.58014548442338	2.67581593117227	2.70265754339091	2.15380533607904	2.89917563048051	3.57046293102604	3.33913738491959	3.22496636500027	3.39369076418745	3.71039319217052	2.40053792958373	2.5033487351675	3.13914201914569	2.63923216324928	2.67807190511264	1.7311832415722	2.0071955014042	2.34198574722862	2.25096157353322	2.76765479823735	1.89141918684608	2.56071495447448	2.33913738491959	3.29278174922785	1.30451104180995	2.63923216324928	1.23878685958712	1.82374936030827	2.69821847822441	2.68929916053589	3.98185265328974	2.52857131887076	2.25398926623079	3.4594316186373
"PTGDR"	1.39506279951758	0.855989697308481	1.37851162325373	1.30451104180995	1.81966818349646	0.807354922057604	1.25096157353322	1.28688114778816	0.941106310946431	0.799087306074004	1.23878685958712	1.29865831556452	0.963474123974886	1.16349873228288	1.72683121703249	1.25096157353322	0.687060688339892	0.933572638261024	1.33913738491959	1.18269229751619	1.37851162325373	1.32192809488736	1.70929063572336	1.24488705912353	0.773996325111173	1	1.26303440583379	0.925999418556223	0.622930350920177	1.06350294230616	0.7311832415722	0.978195629681652	0.831877241191673	0.992768430768924	1.13093086982645	1.15704371014558	1.44360665147561	0.632268215499513	1.01435529297707	0.75702324650746	0.948600847493356	0.992768430768924	1.32768736417605	1.01435529297707	1.03562390973072	0.933572638261024	0.739848102699327	0.622930350920177	1.22650852980868	1.0703893278914	0.650764559116902	1.07724299893246	1.10433665981474	0.687060688339892	1.29865831556452	1.15055967657538	1.66448284036468	0.790772037862	1.81557542886257	1.44890095114513	0.545968369105292	0.823749360308273	1.23266075679027	1.06350294230616	1.36737106564853	1.31614574229336	1.25096157353322	0.713695814843359	0.454175893185802	0.505890929729957	0.918386234446348	0.575312330687437	1.4905701304462	1.02856915219677	1.16349873228288	0.782408564927373	0.7311832415722	1.89917563048051	0.344828496997441	4.12184429787638	0.765534746362977	0.27500704749987	1.09085343045111	0.790772037862	0.613531652917927	0.53605290024021	0.722466024471091	0.565597175854225	0.443606651475615	0.526068811667588	0.526068811667588	0.575312330687437	0.443606651475615	0.55581615506164	0.722466024471091	0.124328135002202	0.545968369105292	0.356143810225275	1.44890095114513	0.650764559116902	0.565597175854225	0.400537929583729	0.411426245726465	1.61353165291793	0.389566811762726	1.07724299893246	1.05658352836637	1.0496307677246	0.37851162325373	0.678071905112638	0.669026765509631	0.137503523749935	0.214124805352847	0.411426245726465	0.475084882948783	0.443606651475615	1.02147972741045	0.238786859587116	0.622930350920177	1.52606881166759	0.807354922057604	0.565597175854225	0.748461233004036	1.88752527074159	0.545968369105292	1	0.464668267003444	0.799087306074004	1.35049724708413	1.75274859140713	1.37295209791183	0.422233000683048	0.422233000683048	0.070389327891398	0.713695814843359	0.475084882948783	0.411426245726465	1.31614574229336	0.53605290024021	0.659924558402378	0.250961573533219	0.815575428862573	0.443606651475615	0.505890929729957	0.687060688339892	0.584962500721156	0.879705766282288	0.678071905112638	0.20163386116965	0.333423733725192
"MS4A7"	6.11852584893567	3.39231742277876	4.28688114778816	4.36737106564853	4.34411833452143	4.28095631383106	5.36876834909033	5.90424322720366	3.96716860753263	4.32409051603798	4.86195536414487	4.90881290773955	3.99095486039699	6.68943894979436	4.18586654531133	5.47767732756531	4.81659970653491	6.34536088953964	4.44360665147561	4.65706830120158	5.36806987653208	5.31903981556254	5.23304440126558	4.50589092972996	4.4944156103975	6.16691625156997	5.28946563095822	3.55213110825378	4.50143914515887	5.08108392868763	3.52356195605701	4.19927972133662	5.99435343685886	6.2112069285929	5.8040019151793	4.53667461756976	5.29792505250381	4.5298209465287	4.64212391615349	4.15623479785027	5.36001304220433	4.66049513188851	4.21878116778407	4.5837597536395	4.65477921695952	4.44890095114513	5.93852104586597	5.06910063192283	4.57349571549561	4.4937754084607	3.74631276642546	5.22458056608344	5.06479664591181	6.16992500144231	6.18467702068089	4.27724089833207	5.6573541815237	6.51175265376738	5.36737106564853	5.34447345945636	5.36946648365072	5.19455988602261	5.66305992374782	6.15116879418666	5.47443604325227	4.34340782229781	5.91767043436176	6.15765009686171	4.43762724831895	5.12639473762014	4.45022149589718	5.81966818349646	5.36106648879432	5.39094277280254	4.66845955691538	5.13051908302734	4.94532677726463	4.77082904603249	6.6175041979912	7.20241772157518	4.85598969730848	5.46237957184102	4.92267359284945	4.77768271707355	3.89530262133331	5.36667191611176	5.44062004767917	4.34269695998193	4.40258575823259	7.25228697099979	5.00674683244058	7.57969306345875	5.15663931069209	6.40735275114004	3.89530262133331	6.18030701996943	4.03562390973072	6.08257486633952	4.32048467801769	5.64731450954714	4.27202318906105	5.12598165385472	4.43629511983936	5.74711881638081	4.12350066435096	4.06695024392463	6.48928602262588	4.83895176695194	5.67581593117227	4.55887985347544	5.28392177230762	4.22265002245148	5.09043004232162	7.18477618520242	5.18229502502548	4.54966917072649	5.77346892790519	4.69766263347052	4.0241423458978	3.85798099512757	5.39369076418745	7.99926719534511	4.50525580093216	5.10601323762212	5.46368784220126	5.67722632823532	5.56376827845203	5.92908083524258	4.77925972037238	7.4118499073866	4.99548451887751	3.44228003525258	3.40463068421761	3.14404636961671	3.13422093976063	3.99729240763651	3.65535182861255	4.21645486514476	3.70708299177171	4.605257262939	2.08746284125034	4.34127418369217	3.34482849699744	4.28169825009883	3.3533232911629	4.03650333373899	5.60436789989375	4.23035674505615	4.31614574229336	4.83541884047548
"MMP9"	3.42223300068305	0.823749360308273	2.34482849699744	4.23955079661364	1.53106949272595	2.08746284125034	3.33628338786443	2.26603689399532	3.25247621413522	3.30742852519225	4.41006969175638	2.32481060342048	2.86987140617771	3.62175885670973	2.15704371014558	1.46466826700344	1.33913738491959	3.48542682717024	3.42223300068305	2.48284828306847	2.86987140617771	2.06004738366994	2.85996954822103	2.32192809488736	1.21412480535285	3.69265037003553	1.33342373372519	0.659924558402378	1.37851162325373	1.21412480535285	0.879705766282288	1.70487196445635	2.98732086592925	3.49697358099828	2.7158933705476	2.62527048937469	1.53106949272595	3.80219321694183	3.92599941855622	0.879705766282288	1.87970576628229	1.28095631383106	2.67129337248158	0.773996325111173	2.13750352374994	1.44360665147561	1.799087306074	3.29572302453997	2.84398384404833	1.53605290024021	1.18903382439002	1.99276843076892	2.02147972741045	1.82374936030827	2.34766565630097	0.831877241191673	3.02502879449152	4.01970191444255	1.76977173924945	3.45285896471381	2.47248777146274	1.94110631094643	3.0703893278914	2.6507645591169	2.61353165291793	1.50080205305716	2.31324585178756	3.09761079662642	3.02147972741045	4.45285896471381	1.52606881166759	1.64616265715789	1.63226821549951	3.1554254317472	1.81147103052984	2.86789646399265	1.6507645591169	0.0840642647884746	4.74846123300404	6.36369674483899	7.08310697088613	4.96716860753263	3.34624777408278	5.16269343221124	5.22727899446832	3.5957423394744	5.02768487693716	4.16671544496642	4.94063660720115	6.59320435406329	7.24811732925083	4.71314590249026	3.08746284125034	5.34837407519116	5.09508049190141	3.8972404255748	4.10601323762212	5.6564963705535	1.799087306074	2.91073266190291	3.47508488294878	3.54101915313356	4.43829285157915	2.78240856492737	4.66391384211598	1.38956681176273	5.06350294230616	2.48542682717024	3.8094144442359	7.04526821513853	4.76818432477693	5.07852444538908	4.60821785302146	4.82731094394967	4.67919857056692	3.67355642399014	4.53231695933277	7.34278583692888	3.96716860753263	8.03309257552366	5.18626283566979	9.43779367792528	4.7839804136838	3.854993016757	6.52512925120397	6.585112773628	5.52638186256192	4.87627136055013	6.19751159210762	6.49121175600309	5.55642941544957	6.02945288578697	3.47248777146274	6.29241366782748	4.90689059560852	5.30560578958543	5.75087443965685	6.56407325573694	6.93050081079116	7.00067610485072	5.39403389536778	7.10873352786627	6.6573541815237	3.19692173382033	5.99729240763651	3.02502879449152	5.49121175600309	6.0948694327187	3.8011586560937	4.10181813422741
"MYO7A"	2.98367769469807	2.23266075679027	1.98550043030488	1.56559717585423	1.97452931248388	2.02147972741045	2.56803210477128	2.85399564717639	1.50080205305716	1.52105073690096	2.11103131238874	3.01435529297707	1.80322703643493	3.65535182861255	2.37851162325373	3.03562390973072	2.22032995487956	3.55704241526372	2.05658352836637	2.25701061820602	2.73984810269933	3.22496636500027	2.09761079662642	2.32481060342048	2.73335434061383	3.85099939471647	2.70708299177171	1.46466826700344	2.78868571061353	2.64846544302731	2.01077983875324	1.62760683812965	2.62993940943954	3.05137210172103	2.52356195605701	2.03913839390696	2.611172380044	1.62760683812965	2.1407786557828	2.38681094647222	3.73876783680019	2.15055967657538	2.29865831556452	2.24792751344359	2.64385618977472	1.81966818349646	2.96532254836725	2.51349074558812	1.84799690655495	2.26002565596146	1.84398384404833	2.51853513898218	2.93357263826102	3.0036022366802	2.92789645372882	2.25398926623079	3.1554254317472	3.65535182861255	3.13750352374994	2.43562859405209	2.84197311892718	2.57288966842058	2.61588707391606	3.06522762277562	3.74953426766926	1.9560566524124	2.43829285157915	2.53356334821451	1.7311832415722	2.48542682717024	1.76553474636298	2.49825086752783	2.14730669878029	1.87184364850932	1.90689059560852	3.09423606984577	2.3305584000308	2.09085343045111	1.04264433740849	1.09085343045111	1.31614574229336	1.83592407425437	1.96716860753263	1.26303440583379	1.03562390973072	1.67355642399014	2.32192809488736	1.17632277264046	1.58496250072116	1.85996954822103	1.84398384404833	2.54349588342577	1.16992500144231	1.35049724708413	1.03562390973072	0.948600847493356	2.27500704749987	1.46466826700344	1.67355642399014	1.15055967657538	1.26303440583379	1.23266075679027	1.50589092972996	1.59454854955035	1.65992455840238	1.76553474636298	2.08065766334523	1.42223300068305	1.13093086982645	5.65420637794429	0.963474123974886	1.94485844580754	0.970853654340484	0.895302621333307	1.13750352374994	3.00539998774259	3.35755200461808	1.44360665147561	1.38404980679516	3.48928602262588	3.15055967657538	2.80529245560071	1.95977015521147	1.26903314645524	2.38681094647222	3.53106949272595	1.97085365434048	1.79493566280354	2.8094144442359	5.09212284983868	2.0703893278914	0.815575428862573	1.55090066464752	0.925999418556223	1.55581615506164	1.81966818349646	1.26903314645524	2.24184018356467	1.7311832415722	2.37573453858316	0.948600847493356	2.08065766334523	1.10433665981474	1.04264433740849	0.871843648509318	1.22650852980868	2.61353165291793	1.53605290024021	1.37295209791183	2.57531233068744
"ANKRD33B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCL22"	0.815575428862573	0.16349873228288	1.20163386116965	0.773996325111173	1.22032995487956	2.01792190799726	1.18269229751619	1.0496307677246	1.64154602908752	1.04264433740849	1.24488705912353	1.52105073690096	1.50080205305716	0.831877241191673	0.687060688339892	0.613531652917927	0.356143810225275	1.33342373372519	2.19219416528334	1.40053792958373	0.321928094887362	1.0496307677246	0.807354922057604	1.38404980679516	0.0143552929770701	1.13750352374994	0.669026765509631	1.36176835941915	0.321928094887362	2.85996954822103	0.20163386116965	0.0976107966264223	0.495695162624069	0.75702324650746	0.831877241191673	0.659924558402378	0.765534746362977	1.0496307677246	1.19534759832222	0.356143810225275	0.27500704749987	1.31614574229336	1.52105073690096	0.37851162325373	0.344828496997441	0.0565835283663675	1.41683974191283	1.75702324650746	1.85996954822103	1.63226821549951	2.02856915219677	2.09761079662642	0.7311832415722	1.22650852980868	0.495695162624069	0.807354922057604	0.815575428862573	2.30158764660319	0.871843648509318	1.71369581484336	0.53605290024021	0.7311832415722	0.713695814843359	1.07724299893246	1.18903382439002	0.137503523749935	0.321928094887362	0.75702324650746	0.6959938131099	1.1243281350022	0.443606651475615	0.604071323668861	0.713695814843359	0.604071323668861	0.903038270112912	0.739848102699327	0.356143810225275	0.53605290024021	1.61823865559545	2.29572302453997	1.53106949272595	1.40053792958373	1.62760683812965	1.84799690655495	1.60407132366886	1.4276061727819	2.56315813040281	0.863938450423971	1.91456452349394	1.43295940727611	0.831877241191673	2.03562390973072	1.80322703643493	0.545968369105292	1.1243281350022	2.69821847822441	1.09761079662642	1.95977015521147	0.887525270741587	0.584962500721156	1.30451104180995	1.51096191927738	2.24488705912353	1.81557542886257	2.81762325751143	1.91456452349394	1.25096157353322	1.26303440583379	2.24184018356467	1.33913738491959	0.933572638261024	0.678071905112638	1.7311832415722	1.37295209791183	1.50080205305716	1.07724299893246	0.37851162325373	0.422233000683048	0.790772037862	3.16671544496642	2.23266075679027	1.40053792958373	1.91073266190291	2.68481873755322	2.91838623444635	2.93922657772821	2.78450398292957	2.67129337248158	1.56071495447448	2.15055967657538	2.32768736417605	1.11769504266975	0.641546029087524	0.782408564927373	1.09761079662642	0.584962500721156	1.37295209791183	2.41413553298445	1.19534759832222	1.42223300068305	0.526068811667588	1.51601514700366	0.948600847493356	4.23725777090037	1.93357263826102	0.956056652412403	1.17632277264046	1.50589092972996	0.831877241191673	1.02147972741045
"IL24"	0.0565835283663675	0	0	0	0	0	0	0	0	0	0.0840642647884746	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0.0565835283663675	0	0	0	0.0565835283663675	0	0.443606651475615	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0.367371065648529	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0.594548549550354	0	0	0.137503523749935	0.632268215499513	0.286881147788162	0.37851162325373	0.0426443374084937	0	0.584962500721156	1.15704371014558	0.137503523749935	0	0	0.16349873228288	0.669026765509631	0.485426827170242	0.933572638261024	0.150559676575381	0.485426827170242	0.0840642647884746	0	0	0	0.20163386116965	0	0.748461233004036	0	0	0.333423733725192	0	0.823749360308273	0	0.238786859587116	0	0.485426827170242	0.31034012061215	0	0.910732661902913	0.189033824390017	0	0	0	2.64846544302731	0	0.124328135002202	0.454175893185802	0	0.0565835283663675	0.53605290024021	0	0	0.070389327891398	0.485426827170242	0	0.0976107966264223	0.985500430304885	0.214124805352847	0.189033824390017	0.0285691521967709	0.0426443374084937	0.137503523749935	0.20163386116965	0	0	0.0426443374084937	0.0285691521967709	0	1.42223300068305	0	0.0565835283663675	0.27500704749987	0	0	0
