"HKB0023_3006_T"	"HKB0050_3005_T"	"HKB0137_3002_T"	"HKB0155_3000_T"	"HKB0210_3006_T"	"HKB0211_3002_T"	"HKB0233_3000_N"	"HKB0004_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3000_T"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3000_T"	"HKB0074_3003_N"	"HKB0079_3000_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3000_T"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0164_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0648_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0008_3006_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0040_3002_T"	"HKB0049_3006_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0065_3006_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0088_3000_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0120_3000_T"	"HKB0134_3006_T"	"HKB0143_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0209_3004_T"	"HKB0216_3000_N"	"HKB0220_3000_T"	"HKB0220_3003_N"	"HKB0573_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0636_3000_N"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"
"KIR3DX1"	0.0840642647884746	0	0	0	0	0	0	0.0426443374084937	0.214124805352847	0	0	0.111031312388744	0.0426443374084937	0.124328135002202	0	0.0426443374084937	0	0	0.0976107966264223	0.070389327891398	0	0	0.0565835283663675	0	0.070389327891398	0	0.367371065648529	0.214124805352847	0	0	0	0.20163386116965	0.0426443374084937	0	0	0.0565835283663675	0.20163386116965	0	0.0565835283663675	0	0	0	0	0	0.0976107966264223	0.150559676575381	0.0426443374084937	0.16349873228288	0	0	0.0565835283663675	0	0	0	0.238786859587116	0.137503523749935	0.263034405833794	0	0.16349873228288	0	0	0.137503523749935	0.137503523749935	0.150559676575381	0	0.137503523749935	0.344828496997441	0.20163386116965	0.286881147788162	0	0	0	0	0	0.298658315564515	0	0	0	0	0.111031312388744	0	0	0.214124805352847	0.124328135002202	0	0.443606651475615	0.16349873228288	0.0565835283663675	0.0426443374084937	0	0.0426443374084937	0	0.545968369105292	0.0565835283663675	0.16349873228288	0	0	0.070389327891398	0	0.16349873228288	0.070389327891398	0	0.150559676575381	0.176322772640463	0	0	0.286881147788162	0	0.321928094887362	0	0	0.0976107966264223	0	0.0840642647884746	0.111031312388744	0	0.137503523749935	0.0426443374084937	0	0	0	0.238786859587116	0.321928094887362	0	0	0.0976107966264223	0.111031312388744	0	0.0426443374084937	0.0426443374084937	0.16349873228288
"SCGB1A1"	0	0	0	0	0	0.286881147788162	2.66902676550963	0	0	1.99276843076892	0	0	4.73984810269933	0.454175893185802	0	0	0	0	0.22650852980868	0	0	1.51601514700366	0	2.58496250072116	1.90689059560852	0	0	0	0	0	0	0	0	0	0.505890929729957	0	0	0.27500704749987	0	0	1.05658352836637	0.250961573533219	0.575312330687437	0	0	0	0	0	0	0	0	0	0	5.29609026268396	0	0	2.88166461932035	1.58014548442338	0	0	0	0.321928094887362	0	0.831877241191673	0	0.298658315564515	0	0	0	0	0	0	0	0	0	0.7311832415722	0	0	0	0	0	0	0	0	0	0	0	1.02856915219677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367371065648529	0	0.22650852980868	0	0.344828496997441	0	0	0	0	0	0	0	0	0	0	1.87970576628229	0	0	0	0	0	0	0	0	0	1.38404980679516
"PCSK5"	2.31034012061215	1.22032995487956	2.42492208821069	2.67129337248158	4.19140472885276	1.68706068833989	2.10097764772482	2.89141918684608	2.82374936030827	3.64270157183323	3.799087306074	4.11103131238874	2.84599177066457	2.58496250072116	3.30597052098439	5.25323293853803	3.13914201914569	2.76341157447001	3.74738739965272	4.0703893278914	4.40531168259745	2.88166461932035	3.63691458035588	2.99457972421575	3.52356195605701	4.22881869049588	4.20476675065461	4.31686980506433	3.68818035858693	4.12101540096137	4.63343121035563	4.3327079336406	2.96162332828694	4.39848719001897	3.71039319217052	4.40803246613065	3.55213110825378	3.04264433740849	4.51790555352995	4.47378691161437	3.98276546258365	3.89820835250872	3.77925972037238	3.34908214639109	3.4262647547021	4.16912328147676	4.80477637795583	3.67807190511264	3.33771109212829	3.6724253419715	3.63459326844576	3.54473265593262	4.84899843040002	3.25398926623079	3.83995958748953	3.43028527297778	3.01077983875324	2.87970576628229	4.29204549249286	3.32912359629157	4.62351574149055	5.05398016818765	4.30669970727279	4.20476675065461	3.99457972421575	3.9136075118231	3.65992455840238	3.98913900736823	3.83187724119167	4.12598165385472	4.44956137461324	4.99050111136325	3.78240856492737	4.94673086014031	4.02236781302845	3.47638168756724	3.00180224263399	3.59215800212536	3.95791459863299	4.1811025507538	3.85199883711245	3.61823865559545	3.52230689287139	2.96716860753263	4.42021289061078	4.77241355474848	4.29278174922785	2.90881290773955	2.62527048937469	2.20789285164133	3.16992500144231	2.84799690655495	1.61353165291793	3.67807190511264	2.51853513898218	2.19849415363908	1.59931779369823	3.09929520433778	1.58014548442338	1.96716860753263	2.03210084316702	2.28095631383106	1.56071495447448	2.47508488294878	4.06695024392463	1.83187724119167	3.30305008468167	2.15055967657538	2.24184018356467	2.98002530023873	3.58856473740135	1.22032995487956	3.82781902461732	2.58014548442338	2.58496250072116	2.87970576628229	4.16751850373522	3.0408924306469	2.38404980679516	3.24031432933371	3.03913839390696	1.65992455840238	2.88752527074159	2.09423606984577	2.99276843076892	1.90689059560852	1.52105073690096	1.83995958748953	2.8011586560937	3.13093086982645	1.6959938131099
"PRTN3"	0	0	0.111031312388744	0.150559676575381	0	0	0.298658315564515	0.070389327891398	0.321928094887362	0.070389327891398	0.0976107966264223	0.454175893185802	0.189033824390017	0.298658315564515	0.389566811762726	0	0.485426827170242	0	0.333423733725192	0	0	0.0840642647884746	0.0840642647884746	0.356143810225275	0.111031312388744	0	0.070389327891398	0.0840642647884746	0.0840642647884746	0.0565835283663675	0.176322772640463	0	0.27500704749987	0.27500704749987	0.0840642647884746	0	0	0.189033824390017	0	0	0.263034405833794	0	0.495695162624069	0.22650852980868	0.495695162624069	0.0565835283663675	0.0840642647884746	0	0.111031312388744	0	0.0976107966264223	0	0.176322772640463	0	0	0.111031312388744	0.111031312388744	0.0976107966264223	0	0.516015147003665	0	0	0	0	0.111031312388744	0.0976107966264223	0	0	0.111031312388744	0	0	0.20163386116965	0	0	0	0.27500704749987	0.16349873228288	0	0	0.176322772640463	0.111031312388744	0.189033824390017	0.137503523749935	0.189033824390017	0.070389327891398	0	0.37851162325373	0.111031312388744	0	0	0	0.137503523749935	0.0840642647884746	0	0.613531652917927	0	0	0	0	0	0	0.344828496997441	0.111031312388744	0	0.22650852980868	0.176322772640463	0.0565835283663675	0.411426245726465	0	0	0	0.124328135002202	0.333423733725192	0.344828496997441	0	0	0.0840642647884746	0	0.27500704749987	0.526068811667588	0	0	0	0	0.070389327891398	0	0.0840642647884746	0	0	1.4276061727819	0
"CNTN5"	0.0285691521967709	0.0285691521967709	0.879705766282288	0.0285691521967709	1.41142624572647	0.137503523749935	0.0426443374084937	0.0285691521967709	0.0426443374084937	0.0285691521967709	0	0.0285691521967709	0.0143552929770701	0	0.070389327891398	0.070389327891398	0.137503523749935	0.0426443374084937	0.16349873228288	0	0	0.0840642647884746	0.070389327891398	0.0840642647884746	0.070389327891398	0	0.0143552929770701	0	0.070389327891398	0	0	0.0285691521967709	0.0976107966264223	0	0.0840642647884746	0.0285691521967709	0	0.16349873228288	0.111031312388744	0	0.124328135002202	0.0285691521967709	0.124328135002202	0.0565835283663675	0.0565835283663675	0	0	0.0840642647884746	0.0285691521967709	0.0285691521967709	0	0	0.0426443374084937	0	0	0.0426443374084937	0	0.0426443374084937	0.111031312388744	0.0426443374084937	0.0426443374084937	1.14404636961671	0	0.150559676575381	0	0.0285691521967709	0.0840642647884746	0.0426443374084937	0.0565835283663675	0.20163386116965	0.0285691521967709	0.0976107966264223	0	0.16349873228288	0	0.0840642647884746	0	0	0	0	0.0426443374084937	0.111031312388744	0	0.124328135002202	0.0565835283663675	0.150559676575381	0	0.189033824390017	0.0285691521967709	0.0840642647884746	0.111031312388744	0.0426443374084937	0	0	0.0285691521967709	0	0	0	0	0.0285691521967709	0	0.150559676575381	0.464668267003444	0	0	0.238786859587116	0	0.070389327891398	0	0.0285691521967709	0.0285691521967709	0	0.189033824390017	0.0285691521967709	0.111031312388744	0	0.0143552929770701	1.59931779369823	0.124328135002202	0	0.176322772640463	0	0	0	0	0.0840642647884746	0.0426443374084937	0	0.0426443374084937	0.604071323668861	0.0426443374084937
"TNR"	0.321928094887362	0.124328135002202	0.0285691521967709	0.526068811667588	0.344828496997441	0.150559676575381	0.31034012061215	0.0426443374084937	0.0285691521967709	0	0.0565835283663675	0.214124805352847	0.0565835283663675	0.111031312388744	0.0426443374084937	0.137503523749935	0.070389327891398	1.58496250072116	0.070389327891398	0.0143552929770701	0.0285691521967709	0.0976107966264223	0.0976107966264223	0.0976107966264223	0.0565835283663675	0.189033824390017	0.0565835283663675	0.0976107966264223	0.0285691521967709	0	0.070389327891398	0.0426443374084937	0.0426443374084937	0.0426443374084937	0	0.0426443374084937	0.0976107966264223	0.7311832415722	0.070389327891398	0.16349873228288	0.0976107966264223	0.0840642647884746	0.111031312388744	0.0976107966264223	0.0426443374084937	0.0143552929770701	0.0840642647884746	0.0565835283663675	0.0143552929770701	0	0	0.0143552929770701	0.0565835283663675	0.0285691521967709	0.150559676575381	0.124328135002202	0.0143552929770701	0.0426443374084937	0	0.0426443374084937	0.0976107966264223	0.16349873228288	0.070389327891398	0	0.0976107966264223	0.0565835283663675	0.0976107966264223	0	0.0143552929770701	0.0840642647884746	0.0426443374084937	0.16349873228288	0.0285691521967709	0.0840642647884746	0.0840642647884746	0.150559676575381	0.0426443374084937	0	0.0565835283663675	0.0143552929770701	0.0426443374084937	0.0976107966264223	0.070389327891398	0.070389327891398	0.0426443374084937	0.286881147788162	0.0426443374084937	0.0143552929770701	0.124328135002202	0.0285691521967709	0.0976107966264223	0.070389327891398	0.910732661902913	0.344828496997441	0.333423733725192	0.263034405833794	0.0565835283663675	0.925999418556223	0.0565835283663675	0.0565835283663675	0.0565835283663675	0.150559676575381	0.0976107966264223	0.111031312388744	0.722466024471091	0.27500704749987	0.124328135002202	0.22650852980868	0.214124805352847	0.22650852980868	0.565597175854225	0.137503523749935	0.443606651475615	1.90689059560852	0.070389327891398	0.565597175854225	0.176322772640463	0.286881147788162	0.0426443374084937	0.286881147788162	0.0565835283663675	0.37851162325373	0.632268215499513	0.137503523749935	0.189033824390017	0.887525270741587	0.31034012061215	0.516015147003665	0.176322772640463	0.475084882948783	0.20163386116965
"CCDC173"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CTD.3088G3.8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATG5"	4.41074812818595	4.05050169744673	4.09508049190141	4.30085587126876	4.88166461932035	5.50112063427539	4.41210404467757	4.28169825009883	4.27798474729977	4.36246988875021	4.17791779219584	4.34695688937888	4.10013667128545	4.30597052098439	4.41074812818595	4.40190347160796	4.36737106564853	4.24640808724638	4.36176835941915	3.88068552526112	4.23878685958712	4.04526821513853	4.41818994794577	4.42827641439251	4.40531168259745	4.14649230697719	3.98093926608551	4.13093086982645	4.32337006906127	4.0686708106651	4.29498826769145	4.22958792274065	4.37642931106992	4.06263982828646	4.41074812818595	4.17552460108987	4.02945288578697	4.52669484554198	4.456149034648	4.64443315240625	4.43362716708478	4.10097764772482	4.47313748777226	4.23725777090037	4.25927248703759	4.06091204958787	4.08576455377831	4.1407786557828	4.1407786557828	4.11769504266975	4.03826057517535	3.98823022306046	4.12184429787638	4.62760683812965	4.16751850373522	4.33342373372519	4.43162295971329	4.10936055940423	4.41210404467757	4.44161626940656	4.06522762277562	4.29498826769145	4.22032995487956	4.42894634476948	4.26077843189343	4.14812063112396	4.38128337250378	4.02945288578697	4.17552460108987	4.70376517879341	4.73660487531425	4.54039930563062	4.50652577904312	4.62234472272424	4.51032901949057	4.70984201927331	4.74092756031863	4.4369613378336	4.4235781709818	4.6409679104499	4.68650052718322	4.82883464946806	4.24107745817504	4.75381844317354	4.5933537709803	4.31976242766925	4.61294219630467	4.71039319217052	4.36806987653208	4.90303827011291	4.09508049190141	4.27276973243651	4.54596836910529	4.50080205305716	3.73984810269933	4.16510798514454	5.11311703639072	3.98276546258365	4.13750352374993	4.41616416473313	4.75595576955096	4.28762004411207	4.20945336562895	4.17312743348066	4.12598165385472	4.114367024952	3.97727992349992	4.3327079336406	4.40803246613065	4.50525580093216	3.8011586560937	3.94860084749336	4.08065766334523	6.22477347843793	4.44824022521607	4.05658352836637	4.14730669878029	4.67807190511264	4.15218341905505	4.90544717873885	4.8073549220576	5.16309613843601	4.40803246613065	5.52042224852645	5.62906513709228	5.09929520433777	5.64154602908752	4.2149019101607	4.52794609890826	4.24107745817504	4.52857131887076
"HCCS"	3.23878685958712	2.89530262133331	3.09761079662642	3.51475349843975	3.99004721957379	3.06522762277562	3.09254574154357	2.83592407425437	2.82171021503467	3.10936055940423	2.78240856492737	3.0686708106651	2.53356334821451	2.77820857639809	2.75274859140713	3.14567745519564	2.63459326844576	2.81762325751143	2.92409988564074	2.90303827011291	3.05831649559082	3.06522762277562	2.93168305705981	2.96162332828694	3.02502879449152	2.96716860753263	2.92029330021101	2.94673086014031	2.81762325751143	2.37573453858316	2.77610398807316	2.94110631094643	3.00898878322725	2.79493566280354	3.28688114778816	2.96347412397489	2.87970576628229	2.81557542886257	3.13093086982645	3.20789285164133	2.91647664443772	2.35049724708413	2.97452931248388	2.70043971814109	2.97269265400426	3.1243281350022	2.81557542886257	3.04439411935845	3.22342254993494	2.81762325751143	2.98002530023873	2.790772037862	3.3305584000308	3.02502879449152	3.17632277264046	3.13586316536868	3.10265813136374	2.91838623444635	3.39231742277876	3.28095631383106	3.20006486151431	3.46988597627446	3.20476675065461	3.1243281350022	2.97819562968165	3.11769504266975	3.29865831556452	3.22342254993494	3.25550073314839	3.27947129564447	3.31759350462347	3.23725777090037	3.34482849699744	3.16027483140859	3.12763327972587	2.99276843076892	2.27202318906105	3.05658352836637	2.93734439215023	3.1407786557828	3.12101540096137	2.92789645372882	2.83592407425437	2.88752527074159	3.39643353125099	2.96347412397489	3.16671544496642	2.91647664443772	3.33199177823206	3.97361127551947	2.86393845042397	3.01792190799726	3.06177619758669	2.90496571868403	2.57288966842058	2.85199883711245	4.04788732939655	3.23725777090037	2.88752527074159	3.29425313644451	3.97819562968165	3.04264433740849	3.60050764534579	2.72465027173297	3.57893871309339	3.0036022366802	2.55826763405574	3.09423606984577	3.09929520433778	3.46205231879643	3.08746284125034	3.37573453858316	2.9126498648972	3.2585189247113	3.44095219802964	3.34482849699744	3.49569516262407	3.0686708106651	3.27947129564447	3.02147972741045	3.47508488294878	3.43028527297778	3.42492208821069	3.28688114778816	3.0071955014042	4.16349873228288	3.50716034911752	3.14730669878029	2.68929916053589	2.9126498648972	3.94860084749336
"RREB1"	5.2364926183813	4.268284666521	4.63110428236588	4.79337571126475	3.35895882583233	4.41074812818595	5.29719141656586	5.22997238511225	5.24184018356467	5.37573453858316	5.08278773170927	5.56985560833095	4.77241355474848	5.43329332581501	5.69209237542757	5.16108148227718	5.17272751801285	4.67581593117227	5.03650333373899	4.62293035092018	5.13463167144765	4.80838505065609	4.65306001710456	5.65849713665648	4.86195536414487	5.34198574722862	5.15380533607904	4.96162332828694	4.97361127551947	4.76181714250714	5.19298316997399	5.0746766862945	5.37885838327003	4.91934008244201	5.08703845676695	5.10852445677817	4.25927248703759	5.24298351610969	5.34801990922869	5.14771372235215	5.0496307677246	4.91121220155861	5.33342373372519	4.66049513188851	5.21140163741847	4.89044669267991	4.79597469420667	5.16390121381454	5.6873406873783	4.95373084981149	5.56711948795167	4.92552476974757	5.55366768848306	5.67779010121666	5.53325185192897	5.35720008486005	5.47638168756724	5.52669484554198	5.71314590249026	5.58646452588639	5.18388345903223	5.05006629830629	5.04045412134962	5.43962313755712	5.56102057782927	5.57863686247174	5.48960715674871	5.11186596386756	5.4369613378336	5.3823214071145	5.13668357769724	5.74872956650074	4.73660487531425	5.33019983285091	5.07895134139482	4.98504496225347	4.74846123300404	4.92837032301897	4.61882595258744	4.76765479823735	5.35402893805439	4.93168305705981	4.98595575460751	5.36071542539293	4.5981269599196	5.49217365961083	4.91504279137198	4.84498815668261	5.47183776242229	4.5933537709803	4.05311133645956	4.39985467357243	5.02768487693716	5.25096157353322	4.7311832415722	4.81966818349646	4.73063995591679	5.03694284479826	5.06134418828839	4.94016675048282	4.77873424411784	5.02680005934372	4.63691458035588	4.83289001416474	5.31867837373655	4.29425313644451	4.30961277245412	5.40224465525408	5.20945336562895	4.50398470389761	5.51222688651396	5.01792190799726	4.90977310414164	4.71479501111816	4.13914201914569	5.19967234483636	5.1122831085982	4.85798099512757	4.46139758992616	5.11519974938544	5.07767027423275	4.05137210172103	5.4715126480455	4.95373084981149	4.48928602262588	4.52356195605701	4.98595575460751	5.17592374206376	4.86888427302877	5.07895134139482	5.36422222109353
"PGAM4"	0.799087306074004	0.765534746362977	0.250961573533219	0.176322772640463	1.01435529297707	0.526068811667588	0.650764559116902	0.16349873228288	0.20163386116965	0.263034405833794	0.475084882948783	0.37851162325373	0.641546029087524	0	0.411426245726465	0.613531652917927	0.464668267003444	0.485426827170242	0.584962500721156	0.344828496997441	0.855989697308481	0.485426827170242	0.20163386116965	0.464668267003444	0.400537929583729	0.604071323668861	0.782408564927373	0.464668267003444	0.516015147003665	0.298658315564515	0.475084882948783	0.443606651475615	0.6959938131099	0.367371065648529	0.432959407276106	0.739848102699327	0.594548549550354	0.111031312388744	0.411426245726465	0.31034012061215	0.31034012061215	0.356143810225275	0.20163386116965	0.53605290024021	0.389566811762726	0.669026765509631	0.526068811667588	0.367371065648529	0.356143810225275	0.641546029087524	0.475084882948783	0.584962500721156	0.7311832415722	0.765534746362977	0.604071323668861	0.632268215499513	0.6959938131099	0.214124805352847	0.443606651475615	0.27500704749987	0.887525270741587	0.632268215499513	0.807354922057604	0.454175893185802	0.485426827170242	0.632268215499513	0.632268215499513	0.650764559116902	0.475084882948783	0.632268215499513	0.464668267003444	0.84799690655495	0.895302621333307	0.411426245726465	0.659924558402378	0.422233000683048	0.286881147788162	0.516015147003665	0.622930350920177	0.604071323668861	0.659924558402378	0.464668267003444	0.545968369105292	0.454175893185802	1.36737106564853	0.748461233004036	0.704871964456353	0.356143810225275	0.933572638261024	0.7311832415722	1.24488705912353	0.464668267003444	0.604071323668861	0.411426245726465	0.250961573533219	0.565597175854225	1.25096157353322	1.03562390973072	0.84799690655495	1.16349873228288	1.17632277264046	0.613531652917927	1	0.411426245726465	0.839959587489532	0.613531652917927	0.594548549550354	0.613531652917927	0.831877241191673	1.09761079662642	0.678071905112638	0.910732661902913	0.84799690655495	0.855989697308481	1.67355642399014	1.18269229751619	0.925999418556223	0.495695162624069	0.321928094887362	0.214124805352847	0.0976107966264223	0.713695814843359	0.765534746362977	0.839959587489532	0.839959587489532	0.485426827170242	0.713695814843359	0.722466024471091	0.53605290024021	0.75702324650746	1.25096157353322
"ARPC2"	7.63197732023875	7.43471161800355	6.85549144310187	7.17891378466957	7.14588121129242	7.8499992594661	6.90665012639538	6.80761252317263	6.65477921695952	6.94637996751037	6.95652136333312	7.18853939515837	6.6687431890879	6.90857275875175	6.89093302170554	7.71101301008434	6.75408578219791	7.05256805080415	7.27099606074028	6.94532677726463	7.27956415407728	6.95349806319688	7.21829683063886	6.80915716469159	7.07199858075306	6.96428310106872	7.20564665142854	7.01200990087091	6.96382088399119	6.9205315062779	7.51908580096363	7.06058786059564	6.83844759254846	6.99706654539873	7.23935985027747	7.21325006181084	7.12515513132229	7.13350187781501	7.40803246613065	7.39102872681019	7.27882111921072	6.63328588725897	7.11613599020628	7.0068590127634	6.9598860482943	7.02103547951136	7.30669970727279	6.98276546258365	7.07895134139482	6.79181407116183	7.13350187781501	7.00180224263399	7.38896441590046	7.16972461321491	7.40292678058163	7.20750245925879	6.86418614465428	6.8337756076758	7.23515262421793	7.14425035619052	7.44493204894218	7.38240787629496	7.4666271200415	7.03661322405712	7.49081077347157	7.09212284983868	7.42517393337863	7.07092594498551	7.17881421635862	7.50295111230004	7.78168756150718	7.74335339094491	7.36955372672159	7.46115198997535	7.54882190845875	7.44012167872693	6.89760347428054	7.17821666214289	7.05669189982489	7.4947356048628	7.09434164963584	7.45046896352823	7.39309008817662	7.03848007993665	7.44881837695051	7.54272236185832	7.32678899249194	6.95268301412261	7.23563133645011	7.41235813720898	7.77003613859792	7.70383437777852	8.10517519226548	7.45787332248643	7.20408201217437	7.56757586852411	7.73964561444792	7.50652577904312	8.05327428226937	8.21320144939264	7.65842572848259	7.40437522692772	7.73748396955653	7.39051292593201	7.6891593577313	7.68032435684402	7.65298833929852	7.47435491776846	8.36040817482402	8.0117304333767	7.62695012237251	7.54820540503998	7.37086174008529	7.99842118872913	8.88322367839089	7.59469782732387	7.68936905685823	7.6279715510878	8.52414989128524	7.80141736586591	7.87172046232123	7.90213389138788	7.97372606209238	7.59581691855585	7.78456941572731	7.70770423315678	7.97263522073365	7.72280753116955	7.71561885907482	7.44790974874208	7.30888505741176
"SDPR"	1.81966818349646	1.22650852980868	1.29865831556452	4.21179097625254	4.51790555352995	3.27202318906105	4.7771566660045	6.10601323762212	6.43562859405209	6.64832162654502	6.5050969750344	6.72027846523333	5.17951105027151	6.7371459197762	6.9273038981527	6.94040169796984	6.24507727535967	5.29020320512607	7.47256900200475	7.52880570651973	7.0614522027414	5.62702310555406	7.36194377373524	5.76234881564413	6.96231765494231	7.46483160637989	7.62519741747553	7.40522657537736	7.27510019370779	7.72212443691394	6.82068956055921	6.77478705960117	6.36998986295662	7.13555539042546	6.35420529586169	7.35763997114601	7.61684286630834	6.39266088071179	8.35702409278409	7.90616906769106	7.17392693199981	6.36211916672566	6.23227701026829	6.32966181492899	6.68664058786396	7.72226108164229	6.74254523386605	6.19239145691318	7.1725275187	7.64630668900955	7.30924896081662	7.122258567812	6.81839044446963	4.77978500530113	6.51459571476366	7.31913016187192	5.64961545906341	5.02945288578697	7.59820141583482	5.87430516598223	7.71369581484336	7.83086375675176	8.0116186312191	5.59454854955035	6.95849471647461	6.4591036961354	5.83895176695194	7.05766687679971	7.2348653206143	7.37825149853489	8.27500704749987	7.68790052248075	7.62410089462811	7.66455394936935	8.18497449379942	5.89941734867508	6.94661390541276	6.26284654268607	7.10925607307133	6.75502107885361	6.68243284122705	6.28243980500639	7.35561538275796	6.39951292418296	8.21553299974566	7.63299519714296	6.85486838326024	6.97131362406888	1.99276843076892	0.925999418556223	1.28688114778816	1.54596836910529	3.27500704749987	3.74523733212975	4.22265002245148	4.26603689399532	0.75702324650746	2.39780296186249	1.48026512205446	0.6959938131099	1.36737106564853	2.18903382439002	1.83592407425437	2.51349074558812	6.1606782132205	1.68257329734758	2.92789645372882	3.53729606709084	1.37295209791183	1.67807190511264	4.71149490665009	1.53106949272595	5.26528685756517	1.37295209791183	2.56315813040281	3.32624970083746	6.37364821133469	4.18189764310839	2.24184018356467	3.52356195605701	6.01814452894376	2.14404636961671	2.79701297783614	1.74416109557041	1.52105073690096	0.863938450423971	0.956056652412403	3.70043971814109	3.61706334388818	3.78135971352466	1.61823865559545
